url	dist.FAO.Area	dist.Status
2092	https://www.fishbase.se/Country/FaoAreaList.php?ID=4911&GenusName=Neoniphon&SpeciesName=sammara&fc=243&StockCode=5144&Scientific=Neoniphon+sammara	Pacific, Northwest	native
2093	https://www.fishbase.se/Country/FaoAreaList.php?ID=4911&GenusName=Neoniphon&SpeciesName=sammara&fc=243&StockCode=5144&Scientific=Neoniphon+sammara	Pacific, Western Central	native
2094	https://www.fishbase.se/Country/FaoAreaList.php?ID=4911&GenusName=Neoniphon&SpeciesName=sammara&fc=243&StockCode=5144&Scientific=Neoniphon+sammara	Pacific, Eastern Central	native
2095	https://www.fishbase.se/Country/FaoAreaList.php?ID=4911&GenusName=Neoniphon&SpeciesName=sammara&fc=243&StockCode=5144&Scientific=Neoniphon+sammara	Pacific, Southwest	native
2096	https://www.fishbase.se/Country/FaoAreaList.php?ID=9917&GenusName=Polycentropsis&SpeciesName=abbreviata&fc=346&StockCode=10240&Scientific=Polycentropsis+abbreviata	Africa-Inland Waters	endemic
2097	https://www.fishbase.se/Country/FaoAreaList.php?ID=11133&GenusName=Polycentrus&SpeciesName=schomburgkii&fc=618&StockCode=11457&Scientific=Polycentrus+schomburgkii	America, South - Inland waters	native
2098	https://www.fishbase.se/Country/FaoAreaList.php?ID=11133&GenusName=Polycentrus&SpeciesName=schomburgkii&fc=618&StockCode=11457&Scientific=Polycentrus+schomburgkii	America, North - Inland waters	native
2099	https://www.fishbase.se/Country/FaoAreaList.php?ID=11015&GenusName=Monocirrhus&SpeciesName=polyacanthus&fc=618&StockCode=11339&Scientific=Monocirrhus+polyacanthus	America, South - Inland waters	endemic
2100	https://www.fishbase.se/Country/FaoAreaList.php?ID=4433&GenusName=Pholidichthys&SpeciesName=leucotaenia&fc=481&StockCode=4629&Scientific=Pholidichthys+leucotaenia	Pacific, Northwest	questionable
2101	https://www.fishbase.se/Country/FaoAreaList.php?ID=4433&GenusName=Pholidichthys&SpeciesName=leucotaenia&fc=481&StockCode=4629&Scientific=Pholidichthys+leucotaenia	Pacific, Western Central	native
2102	https://www.fishbase.se/Country/FaoAreaList.php?ID=8789&GenusName=Paretroplus&SpeciesName=maculatus&fc=349&StockCode=9110&Scientific=Paretroplus+maculatus	Africa-Inland Waters	endemic
2103	https://www.fishbase.se/Country/FaoAreaList.php?ID=8703&GenusName=Etroplus&SpeciesName=maculatus&fc=349&StockCode=9021&Scientific=Etroplus+maculatus	Asia - Inland waters	endemic
2104	https://www.fishbase.se/Country/FaoAreaList.php?ID=6461&GenusName=Cichla&SpeciesName=temensis&fc=349&StockCode=6783&Scientific=Cichla+temensis	America, South - Inland waters	native
2105	https://www.fishbase.se/Country/FaoAreaList.php?ID=6461&GenusName=Cichla&SpeciesName=temensis&fc=349&StockCode=6783&Scientific=Cichla+temensis	America, North - Inland waters	introduced
2106	https://www.fishbase.se/Country/FaoAreaList.php?ID=11159&GenusName=Crenicichla&SpeciesName=lepidota&fc=349&StockCode=11484&Scientific=Crenicichla+lepidota	America, South - Inland waters	endemic
2107	https://www.fishbase.se/Country/FaoAreaList.php?ID=52199&GenusName=Heros&SpeciesName=efasciatus&fc=349&StockCode=43464&Scientific=Heros+efasciatus	America, South - Inland waters	endemic
2108	https://www.fishbase.se/Country/FaoAreaList.php?ID=11186&GenusName=Symphysodon&SpeciesName=discus&fc=349&StockCode=11511&Scientific=Symphysodon+discus	America, South - Inland waters	endemic
2109	https://www.fishbase.se/Country/FaoAreaList.php?ID=3614&GenusName=Herichthys&SpeciesName=cyanoguttatus&fc=349&StockCode=3810&Scientific=Herichthys+cyanoguttatus	America, North - Inland waters	endemic
2110	https://www.fishbase.se/Country/FaoAreaList.php?ID=6885&GenusName=Heterochromis&SpeciesName=multidens&fc=349&StockCode=7206&Scientific=Heterochromis+multidens	Africa-Inland Waters	endemic
2111	https://www.fishbase.se/Country/FaoAreaList.php?ID=8645&GenusName=Nanochromis&SpeciesName=parilus&fc=349&StockCode=8960&Scientific=Nanochromis+parilus	Africa-Inland Waters	endemic
2112	https://www.fishbase.se/Country/FaoAreaList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349&StockCode=1&Scientific=Oreochromis+niloticus	Asia - Inland waters	introduced
2113	https://www.fishbase.se/Country/FaoAreaList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349&StockCode=1&Scientific=Oreochromis+niloticus	America, South - Inland waters	introduced
2114	https://www.fishbase.se/Country/FaoAreaList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349&StockCode=1&Scientific=Oreochromis+niloticus	America, North - Inland waters	introduced
2115	https://www.fishbase.se/Country/FaoAreaList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349&StockCode=1&Scientific=Oreochromis+niloticus	Africa-Inland Waters	endemic
2116	https://www.fishbase.se/Country/FaoAreaList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349&StockCode=1&Scientific=Oreochromis+niloticus	Europe - Inland waters	introduced
2117	https://www.fishbase.se/Country/FaoAreaList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349&StockCode=1&Scientific=Oreochromis+niloticus	Oceania - Inland waters	introduced
2118	https://www.fishbase.se/Country/FaoAreaList.php?ID=8865&GenusName=Steatocranus&SpeciesName=gibbiceps&fc=349&StockCode=9186&Scientific=Steatocranus+gibbiceps	Africa-Inland Waters	endemic
2119	https://www.fishbase.se/Country/FaoAreaList.php?ID=8652&GenusName=Neolamprologus&SpeciesName=brichardi&fc=349&StockCode=8967&Scientific=Neolamprologus+brichardi	Africa-Inland Waters	endemic
2120	https://www.fishbase.se/Country/FaoAreaList.php?ID=6704&GenusName=Astatotilapia&SpeciesName=burtoni&fc=349&StockCode=7025&Scientific=Astatotilapia+burtoni	Africa-Inland Waters	endemic
2121	https://www.fishbase.se/Country/FaoAreaList.php?ID=6800&GenusName=Haplochromis&SpeciesName=nyererei&fc=349&StockCode=7121&Scientific=Haplochromis+nyererei	Africa-Inland Waters	endemic
2122	https://www.fishbase.se/Country/FaoAreaList.php?ID=8345&GenusName=Maylandia&SpeciesName=zebra&fc=349&StockCode=8659&Scientific=Maylandia+zebra	Africa-Inland Waters	endemic
2123	https://www.fishbase.se/Country/FaoAreaList.php?ID=8921&GenusName=Coptodon&SpeciesName=louka&fc=349&StockCode=9242&Scientific=Coptodon+louka	Africa-Inland Waters	endemic
2124	https://www.fishbase.se/Country/FaoAreaList.php?ID=8786&GenusName=Paratilapia&SpeciesName=polleni&fc=349&StockCode=9107&Scientific=Paratilapia+polleni	Africa-Inland Waters	endemic
2125	https://www.fishbase.se/Country/FaoAreaList.php?ID=61566&GenusName=Ptychochromis&SpeciesName=grandidieri&fc=349&StockCode=51383&Scientific=Ptychochromis+grandidieri	Africa-Inland Waters	endemic
2126	https://www.fishbase.se/Country/FaoAreaList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475&StockCode=13225&Scientific=Hyporhamphus+dussumieri	Indian Ocean, Western	native
2127	https://www.fishbase.se/Country/FaoAreaList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475&StockCode=13225&Scientific=Hyporhamphus+dussumieri	Indian Ocean, Eastern	native
2128	https://www.fishbase.se/Country/FaoAreaList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475&StockCode=13225&Scientific=Hyporhamphus+dussumieri	Pacific, Northwest	native
2129	https://www.fishbase.se/Country/FaoAreaList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475&StockCode=13225&Scientific=Hyporhamphus+dussumieri	Pacific, Western Central	native
2130	https://www.fishbase.se/Country/FaoAreaList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475&StockCode=13225&Scientific=Hyporhamphus+dussumieri	Pacific, Eastern Central	native
2131	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Mediterranean and Black Sea	native
2132	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Indian Ocean, Western	native
2133	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Indian Ocean, Eastern	native
2134	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Pacific, Northwest	native
2135	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Pacific, Western Central	native
2136	https://www.fishbase.se/Country/FaoAreaList.php?ID=7710&GenusName=Hyporhamphus&SpeciesName=affinis&fc=475&StockCode=8019&Scientific=Hyporhamphus+affinis	Pacific, Eastern Central	native
2137	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Atlantic, Western Central	native
2138	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Indian Ocean, Western	native
2139	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Indian Ocean, Eastern	native
2140	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Pacific, Northwest	native
2141	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Pacific, Western Central	native
2142	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Pacific, Eastern Central	native
2143	https://www.fishbase.se/Country/FaoAreaList.php?ID=12112&GenusName=Oxyporhamphus&SpeciesName=micropterus&fc=475&StockCode=12438&Scientific=Oxyporhamphus+micropterus	Pacific, Southeast	native
2144	https://www.fishbase.se/Country/FaoAreaList.php?ID=1059&GenusName=Hemiramphus&SpeciesName=brasiliensis&fc=475&StockCode=1075&Scientific=Hemiramphus+brasiliensis	Atlantic, Northwest	native
2145	https://www.fishbase.se/Country/FaoAreaList.php?ID=1059&GenusName=Hemiramphus&SpeciesName=brasiliensis&fc=475&StockCode=1075&Scientific=Hemiramphus+brasiliensis	Atlantic, Western Central	native
2146	https://www.fishbase.se/Country/FaoAreaList.php?ID=1059&GenusName=Hemiramphus&SpeciesName=brasiliensis&fc=475&StockCode=1075&Scientific=Hemiramphus+brasiliensis	Atlantic, Eastern Central	native
2147	https://www.fishbase.se/Country/FaoAreaList.php?ID=1059&GenusName=Hemiramphus&SpeciesName=brasiliensis&fc=475&StockCode=1075&Scientific=Hemiramphus+brasiliensis	Atlantic, Southwest	native
2148	https://www.fishbase.se/Country/FaoAreaList.php?ID=1059&GenusName=Hemiramphus&SpeciesName=brasiliensis&fc=475&StockCode=1075&Scientific=Hemiramphus+brasiliensis	Atlantic, Southeast	native
2149	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Atlantic, Western Central	native
2150	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Atlantic, Eastern Central	native
2151	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Atlantic, Southwest	native
2152	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Atlantic, Southeast	native
2153	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Indian Ocean, Western	native
2154	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Indian Ocean, Eastern	native
2155	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Pacific, Northwest	native
2156	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Pacific, Western Central	native
2157	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Pacific, Eastern Central	native
2158	https://www.fishbase.se/Country/FaoAreaList.php?ID=1037&GenusName=Parexocoetus&SpeciesName=brachypterus&fc=206&StockCode=1053&Scientific=Parexocoetus+brachypterus	Pacific, Southeast	native
2159	https://www.fishbase.se/Country/FaoAreaList.php?ID=13691&GenusName=Cypselurus&SpeciesName=callopterus&fc=206&StockCode=13760&Scientific=Cypselurus+callopterus	Pacific, Eastern Central	native
2160	https://www.fishbase.se/Country/FaoAreaList.php?ID=13691&GenusName=Cypselurus&SpeciesName=callopterus&fc=206&StockCode=13760&Scientific=Cypselurus+callopterus	Pacific, Southeast	native
2161	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Atlantic, Southeast	native
2162	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Indian Ocean, Western	native
2163	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Indian Ocean, Eastern	native
2164	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Pacific, Northwest	native
2165	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Pacific, Western Central	native
2166	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Pacific, Eastern Central	native
2167	https://www.fishbase.se/Country/FaoAreaList.php?ID=5123&GenusName=Exocoetus&SpeciesName=monocirrhus&fc=206&StockCode=5359&Scientific=Exocoetus+monocirrhus	Pacific, Southeast	native
2168	https://www.fishbase.se/Country/FaoAreaList.php?ID=9018&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+pinnatibarbatus&fc=206&StockCode=9338&Scientific=Cheilopogon+pinnatibarbatus+pinnatibarbatus	Atlantic, Northeast	native
2169	https://www.fishbase.se/Country/FaoAreaList.php?ID=9018&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+pinnatibarbatus&fc=206&StockCode=9338&Scientific=Cheilopogon+pinnatibarbatus+pinnatibarbatus	Atlantic, Western Central	questionable
2170	https://www.fishbase.se/Country/FaoAreaList.php?ID=9018&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+pinnatibarbatus&fc=206&StockCode=9338&Scientific=Cheilopogon+pinnatibarbatus+pinnatibarbatus	Atlantic, Eastern Central	native
2171	https://www.fishbase.se/Country/FaoAreaList.php?ID=9018&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+pinnatibarbatus&fc=206&StockCode=9338&Scientific=Cheilopogon+pinnatibarbatus+pinnatibarbatus	Atlantic, Southwest	native
2172	https://www.fishbase.se/Country/FaoAreaList.php?ID=9018&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+pinnatibarbatus&fc=206&StockCode=9338&Scientific=Cheilopogon+pinnatibarbatus+pinnatibarbatus	Atlantic, Southeast	native
2173	https://www.fishbase.se/Country/FaoAreaList.php?ID=9018&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+pinnatibarbatus&fc=206&StockCode=9338&Scientific=Cheilopogon+pinnatibarbatus+pinnatibarbatus	Indian Ocean, Western	native
2174	https://www.fishbase.se/Country/FaoAreaList.php?ID=1030&GenusName=Cheilopogon&SpeciesName=melanurus&fc=206&StockCode=1046&Scientific=Cheilopogon+melanurus	Atlantic, Northwest	native
2175	https://www.fishbase.se/Country/FaoAreaList.php?ID=1030&GenusName=Cheilopogon&SpeciesName=melanurus&fc=206&StockCode=1046&Scientific=Cheilopogon+melanurus	Atlantic, Western Central	native
2176	https://www.fishbase.se/Country/FaoAreaList.php?ID=1030&GenusName=Cheilopogon&SpeciesName=melanurus&fc=206&StockCode=1046&Scientific=Cheilopogon+melanurus	Atlantic, Eastern Central	native
2177	https://www.fishbase.se/Country/FaoAreaList.php?ID=1030&GenusName=Cheilopogon&SpeciesName=melanurus&fc=206&StockCode=1046&Scientific=Cheilopogon+melanurus	Atlantic, Southwest	native
2178	https://www.fishbase.se/Country/FaoAreaList.php?ID=13693&GenusName=Hirundichthys&SpeciesName=marginatus&fc=206&StockCode=13762&Scientific=Hirundichthys+marginatus	Pacific, Eastern Central	native
2179	https://www.fishbase.se/Country/FaoAreaList.php?ID=13693&GenusName=Hirundichthys&SpeciesName=marginatus&fc=206&StockCode=13762&Scientific=Hirundichthys+marginatus	Pacific, Southeast	native
2180	https://www.fishbase.se/Country/FaoAreaList.php?ID=15382&GenusName=Prognichthys&SpeciesName=brevipinnis&fc=206&StockCode=14655&Scientific=Prognichthys+brevipinnis	Indian Ocean, Western	native
2181	https://www.fishbase.se/Country/FaoAreaList.php?ID=15382&GenusName=Prognichthys&SpeciesName=brevipinnis&fc=206&StockCode=14655&Scientific=Prognichthys+brevipinnis	Indian Ocean, Eastern	native
2182	https://www.fishbase.se/Country/FaoAreaList.php?ID=15382&GenusName=Prognichthys&SpeciesName=brevipinnis&fc=206&StockCode=14655&Scientific=Prognichthys+brevipinnis	Pacific, Northwest	native
2183	https://www.fishbase.se/Country/FaoAreaList.php?ID=15382&GenusName=Prognichthys&SpeciesName=brevipinnis&fc=206&StockCode=14655&Scientific=Prognichthys+brevipinnis	Pacific, Western Central	native
2184	https://www.fishbase.se/Country/FaoAreaList.php?ID=13676&GenusName=Cheilopogon&SpeciesName=dorsomacula&fc=206&StockCode=13753&Scientific=Cheilopogon+dorsomacula	Pacific, Western Central	native
2185	https://www.fishbase.se/Country/FaoAreaList.php?ID=13676&GenusName=Cheilopogon&SpeciesName=dorsomacula&fc=206&StockCode=13753&Scientific=Cheilopogon+dorsomacula	Pacific, Eastern Central	native
2186	https://www.fishbase.se/Country/FaoAreaList.php?ID=13676&GenusName=Cheilopogon&SpeciesName=dorsomacula&fc=206&StockCode=13753&Scientific=Cheilopogon+dorsomacula	Pacific, Southeast	native
2187	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Asia - Inland waters	questionable
2188	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Oceania - Inland waters	native
2189	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Indian Ocean, Western	native
2190	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Indian Ocean, Eastern	native
2191	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Pacific, Western Central	native
2192	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Pacific, Eastern Central	native
2193	https://www.fishbase.se/Country/FaoAreaList.php?ID=9648&GenusName=Zenarchopterus&SpeciesName=dispar&fc=694&StockCode=9971&Scientific=Zenarchopterus+dispar	Pacific, Southwest	native
2194	https://www.fishbase.se/Country/FaoAreaList.php?ID=10124&GenusName=Xenentodon&SpeciesName=cancila&fc=207&StockCode=10447&Scientific=Xenentodon+cancila	Asia - Inland waters	native
2195	https://www.fishbase.se/Country/FaoAreaList.php?ID=10124&GenusName=Xenentodon&SpeciesName=cancila&fc=207&StockCode=10447&Scientific=Xenentodon+cancila	Oceania - Inland waters	introduced
2196	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Asia - Inland waters	native
2197	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Atlantic, Northwest	native
2198	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Atlantic, Western Central	native
2199	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Atlantic, Eastern Central	native
2200	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Atlantic, Southwest	native
2201	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Atlantic, Southeast	native
2202	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Indian Ocean, Western	native
2203	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Indian Ocean, Eastern	native
2204	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Pacific, Northwest	native
2205	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Pacific, Western Central	native
2206	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Pacific, Eastern Central	native
2207	https://www.fishbase.se/Country/FaoAreaList.php?ID=977&GenusName=Tylosurus&SpeciesName=crocodilus&fc=207&StockCode=993&Scientific=Tylosurus+crocodilus	Pacific, Southeast	native
2208	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Atlantic, Northwest	native
2209	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Atlantic, Western Central	native
2210	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Atlantic, Eastern Central	native
2211	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Atlantic, Southwest	native
2212	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Atlantic, Southeast	native
2213	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Indian Ocean, Western	native
2214	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Indian Ocean, Eastern	native
2215	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Pacific, Northwest	native
2216	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Pacific, Western Central	native
2217	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Pacific, Eastern Central	native
2218	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Pacific, Southwest	native
2219	https://www.fishbase.se/Country/FaoAreaList.php?ID=972&GenusName=Ablennes&SpeciesName=hians&fc=207&StockCode=988&Scientific=Ablennes+hians	Pacific, Southeast	native
2220	https://www.fishbase.se/Country/FaoAreaList.php?ID=3163&GenusName=Strongylura&SpeciesName=notata+notata&fc=207&StockCode=3359&Scientific=Strongylura+notata+notata	America, North - Inland waters	native
2221	https://www.fishbase.se/Country/FaoAreaList.php?ID=3163&GenusName=Strongylura&SpeciesName=notata+notata&fc=207&StockCode=3359&Scientific=Strongylura+notata+notata	Atlantic, Western Central	native
2222	https://www.fishbase.se/Country/FaoAreaList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&StockCode=1100&Scientific=Scomberesox+saurus	Arctic Ocean	native
2223	https://www.fishbase.se/Country/FaoAreaList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&StockCode=1100&Scientific=Scomberesox+saurus	Atlantic, Northwest	native
2224	https://www.fishbase.se/Country/FaoAreaList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&StockCode=1100&Scientific=Scomberesox+saurus	Atlantic, Northeast	native
2225	https://www.fishbase.se/Country/FaoAreaList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&StockCode=1100&Scientific=Scomberesox+saurus	Atlantic, Western Central	native
2226	https://www.fishbase.se/Country/FaoAreaList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&StockCode=1100&Scientific=Scomberesox+saurus	Atlantic, Eastern Central	native
2227	https://www.fishbase.se/Country/FaoAreaList.php?ID=1084&GenusName=Scomberesox&SpeciesName=saurus&fc=208&StockCode=1100&Scientific=Scomberesox+saurus	Mediterranean and Black Sea	native
