url	sci_name	common_name	habitat	threat_to_humans	human_uses	IUCN	IUCN_abr	physical_characters
594	https://www.fishbase.se/summary/Cyttopsis-rosea.html	Cyttopsis rosea (Lowe,  1843)	Rosy dory	Marine;  bathypelagic; depth range 150 - 730 m (Ref. 9563), usually 330 - 690 m (Ref. 7251).   Deep-water	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 31.0 cm TL male/unsexed; (Ref. 6953); common length : 25.0 cm TL male/unsexed; (Ref. 2683)
595	https://www.fishbase.se/summary/Zenopsis-conchifer.html	Zenopsis conchifer (Lowe,  1852)	Silvery John dory	Marine;  benthopelagic; depth range 50 - 600 m (Ref. 4968), usually 150 - 300 m (Ref. 36731).   Deep-water; 58°N -   28°S	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 80.0 cm TL male/unsexed; (Ref. 4253); common length : 50.0 cm TL male/unsexed; (Ref. 5217); max. published weight: 3.2 kg (Ref. 7251)
596	https://www.fishbase.se/summary/Zeus-faber.html	Zeus faber Linnaeus,  1758	John dory	Marine; brackish;  benthopelagic; oceanodromous (Ref. 35388); depth range 5 - 400 m (Ref. 9563), usually 50 - 150 m (Ref. 4968).   Temperate; 75°N -   49°S, 17°W -   177°E (Ref. 54935)	Harmless	Fisheries: commercial; gamefish: yes; aquarium: public aquariums	Data deficient 	DD	Maturity: Lm36.2, range 29 -  35 cm Max length : 90.0 cm TL male/unsexed; (Ref. 6953); common length : 40.0 cm TL male/unsexed; (Ref. 6953); max. published weight: 8.0 kg (Ref. 35388); max. reported age: 12 years (Ref. 5377)
597	https://www.fishbase.se/summary/Stylephorus-chordatus.html	Stylephorus chordatus Shaw,  1791	Tube-eye	Marine;  bathypelagic; depth range 300 - 800 m (Ref. 86942).   Deep-water; 45°N -   37°S, 130°W -   20°E	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 28.0 cm SL male/unsexed; (Ref. 4172)
598	https://www.fishbase.se/summary/Merluccius-bilinearis.html	Merluccius bilinearis (Mitchill,  1814)	Silver hake	Marine;  demersal; oceanodromous (Ref. 51243); depth range 55 - 914 m (Ref. 58452).   Temperate; 55°N -   24°N, 80°W -   42°W (Ref. 54581)	Harmless	Fisheries: highly commercial	Near Threatened 	NT	Maturity: Lm23.2  range ? - ? cm Max length : 76.0 cm TL male/unsexed; (Ref. 1371); common length : 37.0 cm TL male/unsexed; (Ref. 1371); common length :65 cm TL (female); max. published weight: 2.3 kg (Ref. 1371); max. reported age: 12 years (Ref. 1371)
599	https://www.fishbase.se/summary/Merluccius-productus.html	Merluccius productus (Ayres,  1855)	North Pacific hake	Marine; brackish;  pelagic-neritic; depth range 0 - 1000 m (Ref. 9316), usually ? - 229 m (Ref. 2850).   Temperate; 51°N -   15°N, 130°W -   77°W (Ref. 58452)	Harmless	Fisheries: highly commercial	Least Concern 	LC	Maturity: Lm ?, range 34 -  40 cm Max length : 91.0 cm TL male/unsexed; (Ref. 1371); common length : 60.0 cm TL male/unsexed; (Ref. 1371); max. published weight: 1.2 kg (Ref. 4883); max. reported age: 16 years (Ref. 56527)
600	https://www.fishbase.se/summary/Gadomus-dispar.html	Gadomus dispar (Vaillant,  1888)		Marine;  bathydemersal; depth range 550 - 1105 m (Ref. 9970).   Deep-water	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm
601	https://www.fishbase.se/summary/Bathygadus-favosus.html	Bathygadus favosus Goode  &  Bean,  1886		Marine;  bathydemersal; non-migratory; depth range 770 - 2745 m (Ref. 3587).   Deep-water	Harmless	Fisheries: of potential interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 46.5 cm TL male/unsexed; (Ref. 3587)
602	https://www.fishbase.se/summary/Steindachneria-argentea.html	Steindachneria argentea Goode  &  Bean,  1896	Luminous hake	Marine;  bathydemersal; depth range 400 - 500 m (Ref. 1371), usually 400 - 500 m (Ref. 1371).   Deep-water; 31°N -   7°N, 98°W -   63°W (Ref. 1371)	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 30.0 cm TL male/unsexed; (Ref. 26340)
603	https://www.fishbase.se/summary/Malacocephalus-laevis.html	Malacocephalus laevis (Lowe,  1843)	Softhead grenadier	Marine;  bathydemersal; non-migratory; depth range 200 - 1000 m (Ref. 1371), usually 300 - 750 m (Ref. 3587).   Deep-water; 62°N -   43°S, 97°W -   124°E (Ref. 1371)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 60.0 cm TL male/unsexed; (Ref. 2800); common length : 40.0 cm TL male/unsexed; (Ref. 26999)
604	https://www.fishbase.se/summary/Trachonurus-sulcatus.html	Trachonurus sulcatus (Goode  &  Bean,  1885)	Bristly grenadier	Marine;  bathypelagic; non-migratory; depth range 700 - 1500 m.   Deep-water; 40°N -   8°N, 97°W -   8°W (Ref. 1371)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 50.0 cm TL male/unsexed; (Ref. 1371)
605	https://www.fishbase.se/summary/Nezumia-liolepis.html	Nezumia liolepis (Gilbert,  1890)	Smooth grenadier	Marine;  bathydemersal; non-migratory; depth range 768 - 1660 m (Ref. 9315).   Deep-water; 36°N -   15°N, 124°W -   101°W (Ref. 1371)	Harmless	Fisheries: subsistence fisheries	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 30.0 cm TL male/unsexed; (Ref. 1371)
606	https://www.fishbase.se/summary/Nezumia-bairdii.html	Nezumia bairdii (Goode  &  Bean,  1877)	Marlin-spike grenadier	Marine;  benthopelagic; non-migratory; depth range 16 - 1000 m (Ref. 1371), usually 90 - 700 m (Ref. 1371).   Subtropical; 59°N -   24°N, 81°W -   42°W (Ref. 1371)	Harmless	Fisheries: minor commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 40.0 cm TL male/unsexed; (Ref. 1371); max. reported age: 11 years (Ref. 40732)
607	https://www.fishbase.se/summary/Nezumia-aequalis.html	Nezumia aequalis (Günther,  1878)	Common Atlantic grenadier	Marine;  benthopelagic; non-migratory; depth range 200 - 2320 m (Ref. 3587), usually 200 - 1000 m (Ref. 2683).   Deep-water; 70°N -   12°S, 98°W -   30°E (Ref. 1371)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm4.5, range 4 - ? cm Max length : 36.0 cm TL male/unsexed; (Ref. 3587); common length : 25.0 cm TL male/unsexed; (Ref. 2683); max. reported age: 9 years (Ref. 58045)
608	https://www.fishbase.se/summary/Macrourus-sp.html	NA	NA	NA	NA	NA	NA	NA	NA
609	https://www.fishbase.se/summary/Coelorinchus-caribbaeus.html	Coelorinchus caribbaeus (Goode  &  Bean,  1885)	Blackfin grenadier	Marine;  bathydemersal; non-migratory; depth range 200 - 700 m (Ref. 1371), usually 300 - 400 m (Ref. 1371).   Deep-water; 35°N -   2°N, 98°W -   47°W (Ref. 1371)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 45.0 cm TL male/unsexed; (Ref. 26340)
610	https://www.fishbase.se/summary/Coelorinchus-caelorhincus.html	Coelorinchus caelorhincus (Risso,  1810)	Hollowsnout grenadier	Marine;  benthopelagic; non-migratory; depth range 90 - 1485 m (Ref. 104125), usually 200 - 500 m (Ref. 1371).   Deep-water; 62°N -   18°S, 98°W -   17°W (Ref. 1371)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 48.0 cm TL male/unsexed; (Ref. 5951); common length : 30.0 cm TL male/unsexed; (Ref. 2683); max. reported age: 10 years (Ref. 58045)
611	https://www.fishbase.se/summary/Coryphaenoides-armatus.html	Coryphaenoides armatus (Hector,  1875)	Abyssal grenadier	Marine;  bathypelagic; depth range 282 - 5180 m (Ref. 50610).   Deep-water; 65°N -   61°S, 180°W -   180°E (Ref. 1371)	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 102 cm TL male/unsexed; (Ref. 1371)
612	https://www.fishbase.se/summary/Coryphaenoides-rupestris.html	Coryphaenoides rupestris Gunnerus,  1765	Roundnose grenadier	Marine;  bathypelagic; depth range 180 - 2600 m (Ref. 58426), usually 400 - 1200 m (Ref. 1371).   Deep-water; 66°N -   20°N, 77°W -   12°E	Harmless	Fisheries: commercial	Critically Endangered 	CR	Maturity: Lm52.7, range 60 - ? cm Max length : 110 cm TL male/unsexed; (Ref. 35388); max. published weight: 1.7 kg (Ref. 40637); max. reported age: 54 years (Ref. 41452)
613	https://www.fishbase.se/summary/Coryphaenoides-cinereus.html	Coryphaenoides cinereus (Gilbert,  1896)	Popeye grenadier	Marine;  bathydemersal; non-migratory; depth range 150 - 3500 m (Ref. 50550), usually 800 - 1200 m (Ref. 56476).   Deep-water; 0°C - 4°C (Ref. 56527); 60°N -   33°N, 140°E -   123°W (Ref. 1371)	Harmless	Fisheries: minor commercial	Not Evaluated	NA	Maturity: Lm ?, range 28 -  50 cm Max length : 66.0 cm TL male/unsexed; (Ref. 56527); common length : 44.1 cm TL male/unsexed; (Ref. 56476); max. published weight: 550.00 g (Ref. 56476); max. reported age: 10 years (Ref. 56527)
614	https://www.fishbase.se/summary/Coryphaenoides-acrolepis.html	Coryphaenoides acrolepis (Bean,  1884)	Pacific grenadier	Marine;  bathydemersal; non-migratory; depth range 300 - 3700 m (Ref. 50550), usually 900 - 1300 m (Ref. 56476).   Deep-water; 1°C - 4°C (Ref. 1371); 62°N -   28°N, 134°E -   115°W (Ref. 1371)	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?, range 46 -  65 cm Max length : 104 cm TL male/unsexed; (Ref. 56527); common length : 46.9 cm TL male/unsexed; (Ref. 56476); max. published weight: 3.0 kg (Ref. 56476); max. reported age: 73 years (Ref. 35883)
615	https://www.fishbase.se/summary/Albatrossia-pectoralis.html	Albatrossia pectoralis (Gilbert,  1892)	Giant grenadier	Marine;  bathydemersal; non-migratory; depth range 140 - 3500 m (Ref. 50550), usually 700 - 1100 m (Ref. 56476).   Deep-water; 62°N -   26°N, 143°E -   115°W (Ref. 1371)	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?, range 65 -  100 cm Max length : 210 cm TL male/unsexed; (Ref. 56527); common length : 85.0 cm  male/unsexed; (Ref. 56527); max. published weight: 86.0 kg (Ref. 56527); max. reported age: 56 years (Ref. 39270)
616	https://www.fishbase.se/summary/Muraenolepis-marmorata.html	Muraenolepis marmorata Günther,  1880	Marbled moray cod	Marine;  benthopelagic; depth range 30 - 1600 m.   Polar; 44°S -   56°S, 39°E -   76°E (Ref. 1371)	Harmless	Fisheries: of no interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 40.0 cm TL male/unsexed; (Ref. 1371); common length : 30.0 cm TL male/unsexed; (Ref. 1371)
617	https://www.fishbase.se/summary/Physiculus-fulvus.html	Physiculus fulvus Bean,  1884	Hakeling	Marine;  benthopelagic; depth range 0 - 139 m (Ref. 46206).   Subtropical	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 10.6 cm SL male/unsexed; (Ref. 13608)
618	https://www.fishbase.se/summary/Laemonema-goodebeanorum.html	Laemonema goodebeanorum Meléndez C.  &  Markle,  1997		Marine;  benthopelagic; depth range 180 - 792 m (Ref. 31160).   Subtropical; 43°N -   26°S	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 26.9 cm SL male/unsexed; (Ref. 31160)
619	https://www.fishbase.se/summary/Laemonema-barbatulum.html	Laemonema barbatulum Goode  &  Bean,  1883	Shortbeard codling	Marine;  benthopelagic; depth range 50 - 1620 m (Ref. 31160).   Subtropical; 57°N -   4°N, 98°W -   43°W	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 33.0 cm SL male/unsexed; (Ref. 5951)
620	https://www.fishbase.se/summary/Halargyreus-johnsonii.html	Halargyreus johnsonii Günther,  1862	Slender codling	Marine;  bathypelagic; depth range 450 - 3000 m (Ref. 50550).   Deep-water; 67°N -   60°S, 86°W -   122°W (Ref. 1371)	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 56.0 cm TL male/unsexed; (Ref. 1371)
621	https://www.fishbase.se/summary/Lepidion-ensiferus.html	Lepidion ensiferus (Günther,  1887)	Patagonian codling	Marine;  bathypelagic; depth range 800 - 1000 m.   Deep-water; 39°S -   55°S	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 40.0 cm TL male/unsexed; (Ref. 1371)
622	https://www.fishbase.se/summary/Antimora-rostrata.html	Antimora rostrata (Günther,  1878)	Blue antimora	Marine;  bathypelagic; depth range 350 - 3000 m (Ref. 1371), usually 1300 - 2500 m (Ref. 5951).   Deep-water; 62°N -   62°S, 180°W -   180°E	Harmless	NA	Least Concern 	LC	Maturity: Lm ?, range 41 -  43 cm Max length : 75.0 cm SL male/unsexed; (Ref. 5208)
623	https://www.fishbase.se/summary/Antimora-microlepis.html	Antimora microlepis Bean,  1890	Finescale mora	Marine;  bathypelagic; depth range 175 - 3048 m (Ref. 6793).   Deep-water; 64°N -   12°N, 133°E -   106°W (Ref. 1371)	Harmless	Fisheries: subsistence fisheries	Data deficient 	DD	Maturity: Lm ?  range ? - ? cm Max length : 75.0 cm TL male/unsexed; (Ref. 2850); max. published weight: 2.1 kg (Ref. 56581); max. reported age: 20 years (Ref. 56581)
624	https://www.fishbase.se/summary/Phycis-chesteri.html	Phycis chesteri Goode  &  Bean,  1878	Longfin hake	Marine;  benthopelagic; non-migratory; depth range 90 - 1500 m (Ref. 40643), usually 360 - 800 m (Ref. 1371).   Temperate; 61°N -   24°N, 81°W -   40°W	Harmless	Fisheries: of potential interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 42.0 cm NG male/unsexed; (Ref. 58426)
625	https://www.fishbase.se/summary/Urophycis-tenuis.html	Urophycis tenuis (Mitchill,  1814)	White hake	Marine;  demersal; oceanodromous (Ref. 51243); depth range 100 - 1000 m (Ref. 5951), usually 100 - 247 m (Ref. 1371).   Temperate; 66°N -   27°N, 81°W -   13°W	Harmless	Fisheries: highly commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm46.0, range 48 - ? cm Max length : 133 cm TL male/unsexed; (Ref. 40637); 135.0 cm TL (female); common length : 70.0 cm TL male/unsexed; (Ref. 1371); max. published weight: 21.0 kg (Ref. 4699); max. reported age: 23 years (Ref. 796)
626	https://www.fishbase.se/summary/Urophycis-regia.html	Urophycis regia (Walbaum,  1792)	Spotted codling	Marine;  demersal; non-migratory; depth range 0 - 494 m (Ref. 57178), usually 110 - 185 m (Ref. 1371).   Subtropical; 52°N -   23°N, 90°W -   53°W (Ref. 56857)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 41.0 cm TL male/unsexed; (Ref. 1371); common length : 17.0 cm TL male/unsexed; (Ref. 1371)
627	https://www.fishbase.se/summary/Urophycis-chuss.html	Urophycis chuss (Walbaum,  1792)	Red hake	Marine;  demersal; oceanodromous (Ref. 51243); depth range 35 - 1152 m (Ref. 57178), usually 110 - 130 m.   Temperate; 51°N -   33°N, 79°W -   58°W	Harmless	Fisheries: commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm26.0  range ? - ? cm Max length : 66.0 cm TL male/unsexed; (Ref. 40637); max. published weight: 3.6 kg (Ref. 40637)
628	https://www.fishbase.se/summary/Enchelyopus-cimbrius.html	Enchelyopus cimbrius (Linnaeus,  1766)	Fourbeard rockling	Marine;  demersal; oceanodromous (Ref. 51243); depth range 20 - 650 m (Ref. 6144), usually 20 - 50 m.   Temperate; 73°N -   20°N, 99°W -   32°E (Ref. 1371)	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm25.0, range 15 - ? cm Max length : 41.0 cm TL male/unsexed; (Ref. 1371); common length : 30.0 cm TL male/unsexed; (Ref. 1371); max. reported age: 9 years (Ref. 1371)
629	https://www.fishbase.se/summary/Gaidropsarus-ensis.html	Gaidropsarus ensis (Reinhardt,  1837)	Threadfin rockling	Marine;  benthopelagic; depth range 0 - 2000 m (Ref. 58426).   Boreal; 76°N -   35°N, 77°W -   36°W (Ref. 56843)	Harmless	Fisheries: of no interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 40.0 cm TL male/unsexed; (Ref. 4926)
630	https://www.fishbase.se/summary/Gaidropsarus-argentatus.html	Gaidropsarus argentatus (Reinhardt,  1837)	Arctic rockling	Marine;  bathydemersal; non-migratory; depth range 150 - 2260 m (Ref. 58426), usually 400 - ? m (Ref. 9985).   Boreal; 76°N -   40°N, 71°W -   31°E	Harmless	Fisheries: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 35.0 cm SL male/unsexed; (Ref. 35388)
631	https://www.fishbase.se/summary/Lota-lota.html	Lota lota (Linnaeus,  1758)	Burbot	Freshwater; brackish;  demersal; pH range: 7.5 - ? ; dH range: 18 - ?; potamodromous (Ref. 59043); depth range 1 - 700 m (Ref. 1998).   Temperate; 4°C - 18°C (Ref. 2059); 78°N -   40°N, 180°W -   180°E	Harmless	Fisheries: commercial; aquaculture: experimental; gamefish: yes; aquarium: public aquariums	Least Concern 	LC	Maturity: Lm ?, range 35 -  40 cm Max length : 152 cm TL male/unsexed; (Ref. 27547); common length : 40.0 cm TL male/unsexed; (Ref. 1371); max. published weight: 34.0 kg (Ref. 27547); max. reported age: 20 years (Ref. 556)
632	https://www.fishbase.se/summary/Micromesistius-poutassou.html	Micromesistius poutassou (Risso,  1827)	Blue whiting	Marine;  bathypelagic; oceanodromous (Ref. 51243); depth range 150 - 3000 m (Ref. 3663), usually 300 - 400 m.   Temperate; 79°N -   26°N, 82°W -   51°E (Ref. 1371)	Harmless	Fisheries: highly commercial	Not Evaluated	NA	Maturity: Lm15.0  range ? - ? cm Max length : 55.5 cm TL male/unsexed; (Ref. 106276); common length : 22.0 cm TL male/unsexed; (Ref. 1371); max. published weight: 830.00 g (Ref. 40637); max. reported age: 20 years (Ref. 1371)
633	https://www.fishbase.se/summary/Gadus-chalcogrammus.html	Gadus chalcogrammus Pallas,  1814	Alaska pollock	Marine; brackish;  benthopelagic; non-migratory; depth range ? - 1280 m (Ref. 50550), usually 30 - 400 m (Ref. 54255).   Polar; 68°N -   34°N, 129°E -   120°W (Ref. 54255)	Harmless	Fisheries: highly commercial	Not Evaluated	NA	Maturity: Lm36.9  range ? - ? cm Max length : 91.0 cm TL male/unsexed; (Ref. 2850); max. published weight: 3.9 kg (Ref. 56335); max. reported age: 28 years (Ref. 55701)
634	https://www.fishbase.se/summary/Microgadus-proximus.html	Microgadus proximus (Girard,  1854)	Pacific tomcod	Marine; brackish;  demersal; oceanodromous (Ref. 51243); depth range 0 - 275 m (Ref. 1371), usually 25 - 120 m (Ref. 1371).   Temperate; 62°N -   36°N, 179°W -   121°W (Ref. 1371)	Harmless	Fisheries: minor commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 30.5 cm SL male/unsexed; (Ref. 27436)
635	https://www.fishbase.se/summary/Pollachius-virens.html	Pollachius virens (Linnaeus,  1758)	Saithe	Marine;  demersal; oceanodromous (Ref. 51243); depth range 37 - 364 m (Ref. 5951).   Temperate; 77°N -   33°N, 76°W -   35°E	Harmless	Fisheries: highly commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm39.1  range ? - ? cm Max length : 130 cm TL male/unsexed; (Ref. 1371); common length : 60.0 cm TL male/unsexed; (Ref. 4645); max. published weight: 32.0 kg (Ref. 7251); max. reported age: 25 years (Ref. 1371)
636	https://www.fishbase.se/summary/Melanogrammus-aeglefinus.html	Melanogrammus aeglefinus (Linnaeus,  1758)	Haddock	Marine;  demersal; oceanodromous (Ref. 51243); depth range 10 - 450 m, usually 10 - 200 m (Ref. 35388).   Temperate; 79°N -   35°N, 76°W -   62°E	Harmless	Fisheries: highly commercial; aquaculture: experimental; gamefish: yes	Vulnerable 	VU	Maturity: Lm34.9  range ? - ? cm Max length : 112 cm TL male/unsexed; (Ref. 5951); common length : 35.0 cm TL male/unsexed; (Ref. 4645); max. published weight: 16.8 kg (Ref. 9988); max. reported age: 20 years (Ref. 4645)
637	https://www.fishbase.se/summary/Merlangius-merlangus.html	Merlangius merlangus (Linnaeus,  1758)	Whiting	Marine; brackish;  benthopelagic; oceanodromous (Ref. 51243); depth range 10 - 200 m (Ref. 1371), usually 30 - 100 m (Ref. 1371).   Temperate; 72°N -   35°N, 27°W -   42°E	Harmless	Fisheries: highly commercial; gamefish: yes; aquarium: public aquariums	Least Concern 	LC	Maturity: Lm27.8, range 28 -  30 cm Max length : 91.5 cm TL male/unsexed; (Ref. 106276); common length : 23.5 cm TL male/unsexed; (Ref. 1371); max. published weight: 3.1 kg (Ref. 40637); max. reported age: 20 years (Ref. 35388)
638	https://www.fishbase.se/summary/Gadus-morhua.html	Gadus morhua Linnaeus,  1758	Atlantic cod	Marine; brackish;  benthopelagic; oceanodromous (Ref. 51243); depth range 0 - 600 m (Ref. 1371), usually 150 - 200 m (Ref. 54441).   Temperate; 0°C - 15°C; 83°N -   35°N, 76°W -   86°E (Ref. 1371)	Harmless	Fisheries: highly commercial; aquaculture: commercial; gamefish: yes	Vulnerable 	VU	Maturity: Lm68.3, range 31 -  74 cm Max length : 200 cm TL male/unsexed; (Ref. 1371); common length : 100.0 cm TL male/unsexed; (Ref. 1371); max. published weight: 96.0 kg (Ref. 9988); max. reported age: 25 years (Ref. 173)
639	https://www.fishbase.se/summary/Gadus-ogac.html	Gadus macrocephalus Tilesius,  1810	Pacific cod	Marine; brackish;  demersal; oceanodromous (Ref. 51243); depth range 10 - 1280 m (Ref. 50550), usually 100 - 400 m (Ref. 54440).   Boreal; 6°C - 9°C (Ref. 11800); 63°N -   31°N, 119°E -   119°W (Ref. 54440)	Harmless	Fisheries: highly commercial; gamefish: yes	Not Evaluated	NA	Maturity: Lm67.0, range 23 -  85 cm Max length : 119 cm TL male/unsexed; (Ref. 40637); max. published weight: 22.7 kg (Ref. 27436); max. reported age: 25 years (Ref. 55701)
640	https://www.fishbase.se/summary/Polymixia-japonica.html	Polymixia japonica Günther,  1877	Silver eye	Marine;  bathypelagic; depth range 160 - 628 m (Ref. 10919).   Deep-water; 40°N -   6°N, 97°E -   154°W	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 30.0 cm SL male/unsexed; (Ref. 10919); common length : 20.0 cm TL male/unsexed; (Ref. 9137)
641	https://www.fishbase.se/summary/Polymixia-lowei.html	Polymixia lowei Günther,  1859	Beardfish	Marine;  bathydemersal; depth range 50 - 600 m (Ref. 5217), usually 150 - 600 m (Ref. 5217).   Deep-water; 41°N -   4°N	Harmless	Fisheries: minor commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 7251); common length : 15.0 cm TL male/unsexed; (Ref. 5217)
642	https://www.fishbase.se/summary/Diretmus-argenteus.html	Diretmus argenteus Johnson,  1864	Silver spinyfin	Marine;  bathypelagic; depth range 0 - 2000 m (Ref. 9927), usually 500 - 700 m (Ref. 6744).   Deep-water; 65°N -   40°S	Harmless	Fisheries: of potential interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 27.6 cm TL male/unsexed; (Ref. 5951); common length : 9.0 cm SL male/unsexed; (Ref. 6536)
643	https://www.fishbase.se/summary/Diretmichthys-parini.html	Diretmichthys parini (Post  &  Quéro,  1981)	Parin's spinyfish	Marine;  bathypelagic; depth range 0 - 2100 m (Ref. 58018).   Deep-water; 40°N -   40°S, 71°W -   154°W	Harmless	NA	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 40.0 cm TL male/unsexed; (Ref. 6622)
644	https://www.fishbase.se/summary/Monocentris-japonica.html	Monocentris japonica (Houttuyn,  1782)	Pineconefish	Marine;  reef-associated; depth range 1 - 250 m (Ref. 100719).   Tropical	Harmless	Fisheries: of no interest; aquarium: commercial	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 17.0 cm TL male/unsexed; (Ref. 3131); common length : 12.0 cm SL male/unsexed; (Ref. 5978)
645	https://www.fishbase.se/summary/Anomalops-katoptron.html	Anomalops katoptron (Bleeker,  1856)	Splitfin flashlightfish	Marine;  reef-associated; depth range 2 - 400 m (Ref. 1602).   Tropical; 32°N -   24°S, 117°E -   143°W (Ref. 57368)	Harmless	Fisheries: of no interest; aquarium: commercial; bait: occasionally	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 35.0 cm TL male/unsexed; (Ref. 9710)
646	https://www.fishbase.se/summary/Hoplostethus-occidentalis.html	Hoplostethus occidentalis Woods,  1973	Atlantic Roughy	Marine;  bathypelagic; depth range 485 - 550 m (Ref. 9869).   Deep-water	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 17.3 cm SL male/unsexed; (Ref. 37108)
647	https://www.fishbase.se/summary/Gephyroberyx-darwinii.html	Gephyroberyx darwinii (Johnson,  1866)	Darwin's slimehead	Marine;  benthopelagic; depth range 9 - 1210 m (Ref. 9872), usually 200 - 500 m (Ref. 3583).   Subtropical; 43°N -   35°S	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 60.0 cm TL male/unsexed; (Ref. 3695); common length : 45.0 cm TL male/unsexed; (Ref. 3695)
648	https://www.fishbase.se/summary/Anoplogaster-cornuta.html	Anoplogaster cornuta (Valenciennes,  1833)	Common fangtooth	Marine;  bathypelagic; depth range 2 - 4992 m (Ref. 50610), usually 500 - 2000 m.   Deep-water; 65°N -   46°S, 180°W -   180°E	Harmless	Fisheries: of no interest	Least Concern 	LC	Maturity: Lm ?, range 13 - ? cm Max length : 18.0 cm TL male/unsexed; (Ref. 5951)
649	https://www.fishbase.se/summary/Paratrachichthys-sajademalensis.html	Aulotrachichthys sajademalensis (Kotlyar,  1979)	Saya de Malha luminous roughy	Marine;  bathypelagic; depth range 143 - 274 m (Ref. 9872).   Deep-water	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 9.6 cm SL male/unsexed; (Ref. 9872)
650	https://www.fishbase.se/summary/Aulotrachichthys-prosthemius.html	Aulotrachichthys prosthemius (Jordan  &  Fowler,  1902)	West Pacific luminous roughy	Marine;  bathypelagic; depth range 90 - 198 m (Ref. 58302).   Deep-water	Harmless	NA	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 6.1 cm SL male/unsexed; (Ref. 31383)
651	https://www.fishbase.se/summary/Beryx-decadactylus.html	Beryx decadactylus Cuvier,  1829	Alfonsino	Marine;  bathydemersal; depth range 110 - 1000 m (Ref. 58302), usually 200 - 400 m (Ref. 35388).   Deep-water; 70°N -   48°S, 180°W -   180°E	Harmless	Fisheries: commercial	Least Concern 	LC	Maturity: Lm ?  range ? - ? cm Max length : 100.0 cm TL male/unsexed; (Ref. 26340); common length : 35.0 cm TL male/unsexed; (Ref. 9833); max. published weight: 2.5 kg (Ref. 9833)
652	https://www.fishbase.se/summary/Centroberyx-druzhinini.html	Centroberyx druzhinini (Busakhin,  1981)		Marine;  benthopelagic; depth range 128 - 200 m (Ref. 58018).   Temperate	Harmless	Fisheries: of no interest	Not Evaluated	NA	Maturity: Lm ?  range ? - ? cm Max length : 23.0 cm TL male/unsexed; (Ref. 9833)
