url	sci_name	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age
https://www.fishbase.se/summary/Leucoraja-erinacea.html	Leucoraja erinacea (Mitchill,  1825)	Little skate	Harmless	Near Threatened 	NT	NA	NA	NA	NA	NA	Marine	demersal	oceanodromous	0	329	Temperate	NA	12 years
https://www.fishbase.se/summary/Callorhinchus-milii.html	Callorhinchus milii Bory de Saint-Vincent,  1823	Ghost shark	Harmless	Least Concern 	LC	commercial	NA	NA	NA	NA	Marine;brackish	demersal	oceanodromous	0	227	Subtropical	NA	NA
https://www.fishbase.se/summary/Latimeria-chalumnae.html	Latimeria chalumnae Smith,  1939	Coelacanth	Harmless	Critically Endangered 	CR	of no interest	NA	NA	NA	NA	Marine	demersal	non-migratory	150	700	Deep-water	95.0 kg	48 years
https://www.fishbase.se/summary/Neoceratodus-forsteri.html	Neoceratodus forsteri (Krefft,  1870)	Australian lungfish	Harmless	Not Evaluated	NA	subsistence fisheries	NA	NA	NA	NA	Freshwater	demersal	potamodromous	NA	NA	Tropical	40.0 kg	NA
https://www.fishbase.se/summary/Protopterus-aethiopicus.html	Protopterus aethiopicus Heckel,  1851	Marbled lungfish	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	NA	Freshwater	demersal	NA	0	60	Tropical	17.0 kg	NA
https://www.fishbase.se/summary/Lepidosiren-paradoxa.html	Lepidosiren paradoxa Fitzinger,  1837	South American lungfish	Harmless	Not Evaluated	NA	subsistence fisheries	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	NA	8 years
https://www.fishbase.se/summary/Xenopus-tropicalis.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Monodelphis-domestica.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Mus-musculus.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Homo-sapiens.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Erpetoichthys-calabaricus.html	Erpetoichthys calabaricus Smith,  1865	Reedfish	Harmless	Near Threatened 	NT	of no interest	NA	NA	NA	commercial	Freshwater;brackish	demersal	NA	0	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Polypterus-senegalus.html	Polypterus senegalus Cuvier,  1829	Gray bichir	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	NA	Freshwater	demersal	potamodromous	NA	NA	Tropical	207.00 g	NA
https://www.fishbase.se/summary/Polypterus-ornatipinnis.html	Polypterus ornatipinnis Boulenger,  1902	Ornate bichir	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	public aquariums	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Polyodon-spathula.html	Polyodon spathula (Walbaum,  1792)	Mississippi paddlefish	NA	Vulnerable 	VU	commercial	NA	NA	NA	public aquariums	Freshwater	demersal	potamodromous	2	NA	Subtropical	90.7 kg	55 years
https://www.fishbase.se/summary/Acipenser-fulvescens.html	Acipenser fulvescens Rafinesque,  1817	Lake sturgeon	Harmless	Least Concern 	LC	commercial	experimental	yes	NA	public aquariums	Freshwater;brackish	demersal	potamodromous	5	9	Temperate	125.0 kg	152 years
https://www.fishbase.se/summary/Scaphirhynchus-platorynchus.html	Scaphirhynchus platorynchus (Rafinesque,  1820)	Shovelnose sturgeon	Harmless	Vulnerable 	VU	NA	NA	yes	NA	public aquariums	Freshwater	demersal	potamodromous	NA	NA	Temperate	4.9 kg	43 years
https://www.fishbase.se/summary/Scaphirhynchus-albus.html	Scaphirhynchus albus (Forbes  &  Richardson,  1905)	Pallid sturgeon	Harmless	Endangered 	EN	NA	NA	NA	NA	NA	Freshwater	demersal	potamodromous	NA	NA	Subtropical	130.0 kg	41 years
https://www.fishbase.se/summary/Amia-calva.html	Amia calva Linnaeus,  1766	Bowfin	Harmless	Least Concern 	LC	of no interest	NA	yes	NA	public aquariums	Freshwater	demersal	NA	NA	NA	Subtropical	9.8 kg	30 years
https://www.fishbase.se/summary/Atractosteus-spatula.html	Atractosteus spatula (Lacepède,  1803)	Alligator gar	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	public aquariums	Freshwater;brackish	demersal	NA	0	NA	Subtropical	137.0 kg	NA
https://www.fishbase.se/summary/Atractosteus-tropicus.html	Atractosteus tropicus Gill,  1863	Tropical gar	Poisonous to eat 	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	2.9 kg	NA
https://www.fishbase.se/summary/Lepisosteus-platostomus.html	Lepisosteus platostomus Rafinesque,  1820	Shortnose gar	Harmless	Least Concern 	LC	NA	NA	yes	NA	public aquariums	Freshwater	demersal	NA	NA	NA	Subtropical	2.6 kg	20 years
https://www.fishbase.se/summary/Lepisosteus-oculatus.html	Lepisosteus oculatus Winchell,  1864	Spotted gar	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	NA	Freshwater;brackish	demersal	NA	NA	NA	Subtropical	4.4 kg	18 years
https://www.fishbase.se/summary/Lepisosteus-osseus.html	Lepisosteus osseus (Linnaeus,  1758)	Longnose gar	Other	Least Concern 	LC	minor commercial	NA	yes	NA	public aquariums	Freshwater;brackish	demersal	NA	0	NA	Subtropical	22.8 kg	36 years
https://www.fishbase.se/summary/Megalops-atlanticus.html	Megalops atlanticus Valenciennes,  1847	Tarpon	Reports of ciguatera poisoning 	Vulnerable 	VU	commercial	commercial	yes	NA	public aquariums	Marine;freshwater;brackish	reef-associated	amphidromous	0	40	Subtropical	161.0 kg	55 years
https://www.fishbase.se/summary/Elops-saurus.html	Elops saurus Linnaeus,  1766	Ladyfish	Harmless	Least Concern 	LC	minor commercial	NA	yes	usually	NA	Marine;brackish	reef-associated	amphidromous	0	50	Subtropical	10.1 kg	NA
https://www.fishbase.se/summary/Albula-glossodonta.html	Albula glossodonta (Forsskål,  1775)	Roundjaw bonefish	Harmless	Vulnerable 	VU	minor commercial	NA	yes	usually	NA	Brackish	reef-associated	oceanodromous	NA	10	Tropical	8.6 kg	NA
https://www.fishbase.se/summary/Albula-vulpes.html	Albula vulpes (Linnaeus,  1758)	Bonefish	Reports of ciguatera poisoning 	Near Threatened 	NT	minor commercial	NA	yes	usually	NA	Marine;brackish	reef-associated	amphidromous	0	84	Subtropical	10.0 kg	NA
https://www.fishbase.se/summary/Notacanthus-chemnitzii.html	Notacanthus chemnitzii Bloch,  1788	Snubnosed spiny eel	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	benthopelagic	NA	125	3285	Deep-water	NA	NA
https://www.fishbase.se/summary/Halosauropsis-macrochir.html	Halosauropsis macrochir (Günther,  1878)	Abyssal halosaur	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	1100	3300	Deep-water	NA	NA
https://www.fishbase.se/summary/Aldrovandia-affinis.html	Aldrovandia affinis (Günther,  1877)	Gilberts halosaurid fish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	benthopelagic	NA	730	2560	Deep-water	NA	NA
https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html	Eurypharynx pelecanoides Vaillant,  1882	Pelican eel	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	500	7625	Deep-water	NA	NA
https://www.fishbase.se/summary/Saccopharynx-ampullaceus.html	Saccopharynx ampullaceus (Harwood,  1827)	Gulper eel	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	0	3000	Deep-water	NA	NA
https://www.fishbase.se/summary/Nemichthys-scolopaceus.html	Nemichthys scolopaceus Richardson,  1848	Slender snipe eel	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	100	4337	Deep-water	NA	NA
https://www.fishbase.se/summary/Anguilla-rostrata.html	Anguilla rostrata (Lesueur,  1817)	American eel	Harmless	Endangered 	EN	commercial	commercial	yes	NA	public aquariums	Marine;freshwater;brackish	demersal	catadromous	0	464	Subtropical	7.3 kg	43 years
https://www.fishbase.se/summary/Serrivomer-beanii.html	Serrivomer beanii Gill  &  Ryder,  1883	Stout sawpalate	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	0	6000	Deep-water	NA	NA
https://www.fishbase.se/summary/Echidna-nebulosa.html	Echidna nebulosa (Ahl,  1789)	Starry moray	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	commercial	Marine	reef-associated	NA	1	48	Tropical	NA	NA
https://www.fishbase.se/summary/Conger-oceanicus.html	Conger oceanicus (Mitchill,  1818)	American conger	Harmless	Least Concern 	LC	minor commercial	NA	NA	NA	NA	Marine	demersal	oceanodromous	1	477	Subtropical	40.0 kg	NA
https://www.fishbase.se/summary/Muraenesox-cinereus.html	Muraenesox cinereus (Forsskål,  1775)	Daggertooth pike conger	Harmless	Not Evaluated	NA	highly commercial	commercial	yes	occasionally	NA	Marine;freshwater;brackish	demersal	oceanodromous	NA	800	Subtropical	NA	15 years
https://www.fishbase.se/summary/Myrichthys-maculosus.html	Myrichthys maculosus (Cuvier,  1816)	Tiger snake eel	Harmless	Not Evaluated	NA	NA	NA	NA	NA	commercial	Marine	reef-associated	NA	0	262	Tropical	NA	NA
https://www.fishbase.se/summary/Ophichthus-cephalozona.html	Ophichthus cephalozona Bleeker,  1864	Dark-shouldered snake eel	Harmless	Not Evaluated	NA	of no interest	NA	NA	NA	NA	Marine	reef-associated	NA	1	30	Tropical	NA	NA
https://www.fishbase.se/summary/Hiodon-tergisus.html	Hiodon tergisus Lesueur,  1818	Mooneye	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	pelagic	NA	NA	NA	Temperate	907.00 g	10 years
https://www.fishbase.se/summary/Hiodon-alosoides.html	Hiodon alosoides (Rafinesque,  1819)	Goldeye	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	NA	Freshwater	pelagic	potamodromous	NA	NA	Temperate	1.7 kg	14 years
https://www.fishbase.se/summary/Pantodon-buchholzi.html	Pantodon buchholzi Peters,  1876	Freshwater butterflyfish	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	commercial	Freshwater	pelagic	potamodromous	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Osteoglossum-bicirrhosum.html	Osteoglossum bicirrhosum (Cuvier,  1829)	Arawana	Harmless	Not Evaluated	NA	commercial	NA	yes	NA	commercial	Freshwater	benthopelagic	NA	NA	NA	Tropical	6.0 kg	NA
https://www.fishbase.se/summary/Arapaima-gigas.html	Arapaima gigas (Schinz,  1822)	Arapaima	Harmless	Data deficient 	DD	commercial	commercial	yes	NA	public aquariums	Freshwater	demersal	NA	NA	NA	Tropical	200.0 kg	NA
https://www.fishbase.se/summary/Heterotis-niloticus.html	Heterotis niloticus (Cuvier,  1829)	African bonytongue	Potential pest 	Least Concern 	LC	commercial	commercial	NA	NA	commercial	Freshwater	pelagic	NA	1	NA	Tropical	10.2 kg	NA
https://www.fishbase.se/summary/Gnathonemus-petersii.html	Gnathonemus petersii (Günther,  1862)	Elephantnose fish	Harmless	Least Concern 	LC	subsistence fisheries	NA	NA	NA	commercial	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Gymnarchus-niloticus.html	Gymnarchus niloticus Cuvier,  1829	Aba	Harmless	Least Concern 	LC	commercial	NA	NA	NA	NA	Freshwater	demersal	potamodromous	NA	NA	Tropical	18.5 kg	NA
https://www.fishbase.se/summary/Xenomystus-nigri.html	Xenomystus nigri (Günther,  1868)	African knifefish	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	commercial	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Chitala-chitala.html	Chitala chitala (Hamilton,  1822)	Clown knifefish	Harmless	Near Threatened 	NT	minor commercial	commercial	yes	NA	commercial	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Chitala-ornata.html	Chitala ornata (Gray,  1831)	Clown featherback	Harmless	Least Concern 	LC	commercial	NA	NA	NA	commercial	Freshwater	pelagic	potamodromous	NA	NA	Tropical	5.0 kg	NA
https://www.fishbase.se/summary/Denticeps-clupeoides.html	Denticeps clupeoides Clausen,  1959	Denticle herring	Harmless	Vulnerable 	VU	NA	NA	NA	NA	NA	Freshwater	pelagic	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Jenkinsia-lamprotaenia.html	Jenkinsia lamprotaenia (Gosse,  1851)	Dwarf round herring	Harmless	Least Concern 	LC	minor commercial	NA	NA	usually	NA	Marine	reef-associated	NA	0	50	Subtropical	NA	NA
https://www.fishbase.se/summary/Chirocentrus-dorab.html	Chirocentrus dorab (Forsskål,  1775)	Dorab wolf-herring	Harmless	Least Concern 	LC	commercial	NA	yes	usually	NA	Marine;brackish	reef-associated	amphidromous	NA	120	Tropical	NA	NA
https://www.fishbase.se/summary/Engraulis-mordax.html	Engraulis mordax Girard,  1854	Californian anchovy	Harmless	Least Concern 	LC	commercial	NA	NA	usually	NA	Marine	pelagic-neritic	NA	0	310	Subtropical	68.00 g	7 years
https://www.fishbase.se/summary/Coilia-nasus.html	Coilia nasus Temminck  &  Schlegel,  1846	Japanese grenadier anchovy	Harmless	Endangered 	EN	commercial	NA	NA	NA	NA	Marine;freshwater;brackish	pelagic-neritic	anadromous	0	50	Subtropical	NA	NA
https://www.fishbase.se/summary/Pellona-flavipinnis.html	Pellona flavipinnis (Valenciennes,  1837)	Yellowfin river pellona	Harmless	Least Concern 	LC	subsistence fisheries	NA	NA	NA	NA	Freshwater;brackish	pelagic	NA	NA	NA	Subtropical	NA	NA
https://www.fishbase.se/summary/Ilisha-elongata.html	Ilisha elongata (Anonymous [Bennett],  1830)	Elongate ilisha	Harmless	Least Concern 	LC	highly commercial	NA	NA	NA	NA	Marine;brackish	pelagic-neritic	NA	5	NA	Tropical	140.00 g	NA
https://www.fishbase.se/summary/Alosa-pseudoharengus.html	Alosa pseudoharengus (Wilson,  1811)	Alewife	Harmless	Least Concern 	LC	commercial	NA	NA	occasionally	NA	Marine;freshwater;brackish	pelagic-neritic	anadromous	5	145	Temperate	200.00 g	9 years
https://www.fishbase.se/summary/Dorosoma-cepedianum.html	Dorosoma cepedianum (Lesueur,  1818)	American gizzard shad	Harmless	Least Concern 	LC	minor commercial	NA	yes	usually	NA	Marine;freshwater;brackish	pelagic-neritic	anadromous	0	33	Subtropical	2.0 kg	10 years
https://www.fishbase.se/summary/Talismania-bifurcata.html	Talismania bifurcata (Parr,  1951)	Threadfin slickhead	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	300	2000	Deep-water	NA	NA
https://www.fishbase.se/summary/Bathylaco-nigricans.html	Bathylaco nigricans Goode  &  Bean,  1896	Black warrior	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	450	4540	Deep-water	NA	NA
https://www.fishbase.se/summary/Alepocephalus-tenebrosus.html	Alepocephalus tenebrosus Gilbert,  1892	California slickhead	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	46	5500	Deep-water	NA	NA
https://www.fishbase.se/summary/Alepocephalus-agassizii.html	Alepocephalus agassizii Goode  &  Bean,  1883	Agassiz slickhead	Harmless	Least Concern 	LC	of potential interest	NA	NA	NA	NA	Marine	bathydemersal	NA	600	2500	Deep-water	NA	NA
https://www.fishbase.se/summary/Rouleina-attrita.html	Rouleina attrita (Vaillant,  1888)	Softskin smooth-head	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	450	2300	Deep-water	NA	NA
https://www.fishbase.se/summary/Xenodermichthys-copei.html	Xenodermichthys copei (Gill,  1884)	Bluntsnout smooth-head	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	100	2650	Deep-water	NA	NA
https://www.fishbase.se/summary/Sagamichthys-abei.html	Sagamichthys abei Parr,  1953	Shining tubeshoulder	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	37	1500	Deep-water	NA	NA
https://www.fishbase.se/summary/Searsia-koefoedi.html	Searsia koefoedi Parr,  1937	Koefoeds searsid	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	450	1500	Deep-water	NA	NA
https://www.fishbase.se/summary/Maulisia-microlepis.html	Maulisia microlepis Sazonov  &  Golovan,  1976	Smallscale searsid	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	500	2000	Deep-water	NA	NA
https://www.fishbase.se/summary/Normichthys-operosus.html	Normichthys operosus Parr,  1951	Multipore searsid	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	780	5000	Deep-water	NA	NA
https://www.fishbase.se/summary/Gonorynchus-abbreviatus.html	Gonorynchus abbreviatus Temminck  &  Schlegel,  1846	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	50	100	Subtropical	NA	NA
https://www.fishbase.se/summary/Gonorynchus-greyi.html	Gonorynchus greyi (Richardson,  1845)	NA	Harmless	Not Evaluated	NA	of potential interest	NA	NA	NA	NA	Marine;brackish	demersal	NA	1	160	Subtropical	NA	NA
https://www.fishbase.se/summary/Gonorynchus-forsteri.html	Gonorynchus forsteri Ogilby,  1911	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	oceanodromous	104	1233	Subtropical	NA	NA
https://www.fishbase.se/summary/Chanos-chanos.html	Chanos chanos (Forsskål,  1775)	Milkfish	Harmless	Least Concern 	LC	highly commercial	commercial	yes	usually	NA	Marine;freshwater;brackish	benthopelagic	amphidromous	1	30	Tropical	14.0 kg	15 years
https://www.fishbase.se/summary/Phractolaemus-ansorgii.html	Phractolaemus ansorgii Boulenger,  1901	Hingemouth	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Parakneria-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Cromeria-nilotica.html	Cromeria nilotica Boulenger,  1901	Naked shellear	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Gyrinocheilus-aymonieri.html	Gyrinocheilus aymonieri (Tirant,  1883)	Siamese algae-eater	Harmless	Least Concern 	LC	commercial	NA	NA	NA	highly commercial	Freshwater	demersal	potamodromous	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Ictiobus-niger.html	Ictiobus niger (Rafinesque,  1819)	Black buffalo	Harmless	Least Concern 	LC	minor commercial	commercial	yes	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	28.7 kg	24 years
https://www.fishbase.se/summary/Thoburnia-rhothoeca.html	Thoburnia rhothoeca (Thoburn,  1896)	Torrent sucker	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	7 years
https://www.fishbase.se/summary/Thoburnia-atripinnis.html	Thoburnia atripinnis (Bailey,  1959)	Blackfin sucker	Harmless	Near Threatened 	NT	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	4 years
https://www.fishbase.se/summary/Erimyzon-oblongus.html	Erimyzon oblongus (Mitchill,  1814)	Eastern creek chubsucker	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	NA	6 years
https://www.fishbase.se/summary/Minytrema-melanops.html	Minytrema melanops (Rafinesque,  1820)	Spotted sucker	Harmless	Least Concern 	LC	NA	NA	yes	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	1.2 kg	6 years
https://www.fishbase.se/summary/Catostomus-plebeius.html	Catostomus plebeius Baird  &  Girard,  1854	Rio Grande sucker	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	NA
https://www.fishbase.se/summary/Catostomus-platyrhynchus.html	Catostomus platyrhynchus (Cope,  1874)	Mountain sucker	Harmless	Least Concern 	LC	NA	NA	NA	usually	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	9 years
https://www.fishbase.se/summary/Catostomus-leopoldi.html	Catostomus leopoldi Siebert  &  Minckley,  1986	Bavispe sucker	Harmless	Vulnerable 	VU	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Catostomus-cahita.html	Catostomus cahita Siebert  &  Minckley,  1986	Cahita sucker	Harmless	Vulnerable 	VU	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Catostomus-bernardini.html	Catostomus bernardini Girard,  1856	Yaqui sucker	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	NA
https://www.fishbase.se/summary/Catostomus-wigginsi.html	Catostomus wigginsi Herre  &  Brock,  1936	Opata sucker	Harmless	Vulnerable 	VU	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Yasuhikotakia-lecontei.html	Yasuhikotakia lecontei (Fowler,  1937)	Silver loach	Harmless	Least Concern 	LC	NA	NA	NA	NA	commercial	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Sinibotia-robusta.html	Sinibotia robusta (Wu,  1939)	NA	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater;brackish	demersal	NA	NA	NA	Subtropical	NA	NA
https://www.fishbase.se/summary/Vaillantella-maassi.html	Vaillantella maassi Weber  &  de Beaufort,  1912	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Lepidocephalichthys-hasselti.html	Lepidocephalichthys hasselti (Valenciennes,  1846)	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Pangio-anguillaris.html	Pangio anguillaris (Vaillant,  1902)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	commercial	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Acantopsis-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Cobitis-biwae.html	Cobitis biwae Jordan  &  Snyder,  1901	NA	Harmless	Not Evaluated	NA	NA	commercial	NA	NA	commercial	Freshwater	benthopelagic	NA	NA	NA	Temperate	NA	NA
https://www.fishbase.se/summary/Misgurnus-bipartitus.html	Misgurnus mohoity (Dybowski,  1869)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	NA
https://www.fishbase.se/summary/Homaloptera-ogilviei.html	Homaloptera ogilviei Alfred,  1967	NA	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Pseudogastromyzon-myersi.html	Pseudogastromyzon myersi Herre,  1932	Sucker-belly loach	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater;brackish	benthopelagic	NA	NA	NA	Subtropical	NA	NA
https://www.fishbase.se/summary/Beaufortia-kweichowensis.html	Beaufortia kweichowensis (Fang,  1931)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Subtropical	NA	NA
https://www.fishbase.se/summary/Lefua-echigonia.html	Lefua echigonia Jordan  &  Richardson,  1907	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	NA
https://www.fishbase.se/summary/Schistura-fasciolata.html	Schistura fasciolata (Nichols  &  Pope,  1927)	NA	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater;brackish	benthopelagic	NA	NA	NA	Subtropical	NA	NA
https://www.fishbase.se/summary/Nemacheilus-corica.html	Nemacheilus corica (Hamilton,  1822)	NA	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Freshwater	benthopelagic	potamodromous	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Acanthocobitis-botia.html	Acanthocobitis botia (Hamilton,  1822)	Mottled loach	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Paedocypris-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
https://www.fishbase.se/summary/Schismatorhynchos-nukta.html	Schismatorhynchos nukta (Sykes,  1839)	Nukta	Harmless	Endangered 	EN	minor commercial	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Cirrhinus-microlepis.html	Cirrhinus microlepis Sauvage,  1878	Small scale mud carp	Harmless	Vulnerable 	VU	commercial	NA	NA	NA	NA	Freshwater	benthopelagic	potamodromous	NA	NA	Tropical	5.0 kg	NA
https://www.fishbase.se/summary/Cirrhinus-cirrhosus.html	Cirrhinus cirrhosus (Bloch,  1795)	Mrigal carp	Harmless	Vulnerable 	VU	highly commercial	commercial	yes	NA	NA	Freshwater;brackish	benthopelagic	potamodromous	5	NA	Tropical	12.7 kg	NA
https://www.fishbase.se/summary/Labeo-senegalensis.html	Labeo senegalensis Valenciennes,  1842	NA	Harmless	Least Concern 	LC	commercial	NA	NA	NA	NA	Freshwater	benthopelagic	potamodromous	NA	NA	Tropical	3.8 kg	6 years
https://www.fishbase.se/summary/Catla-catla.html	Gibelion catla (Hamilton,  1822)	Catla	Harmless	Least Concern 	LC	highly commercial	commercial	yes	NA	NA	Freshwater;brackish	benthopelagic	potamodromous	5	NA	Subtropical	38.6 kg	NA
https://www.fishbase.se/summary/Labeo-rohita.html	Labeo rohita (Hamilton,  1822)	Roho labeo	Harmless	Least Concern 	LC	highly commercial	commercial	yes	NA	NA	Freshwater;brackish	benthopelagic	potamodromous	5	NA	Tropical	45.0 kg	10 years
https://www.fishbase.se/summary/Akrokolioplax-bicornis.html	Akrokolioplax bicornis (Wu,  1977)	NA	Harmless	Data deficient 	DD	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Crossocheilus-latius.html	Crossocheilus latius (Hamilton,  1822)	Stone roller	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Freshwater;brackish	benthopelagic	potamodromous	NA	NA	Tropical	NA	NA
https://www.fishbase.se/summary/Placocheilus-dulongensis.html	Placocheilus dulongensis Chen,  Pan,  Xiao  &  Yang,  2012	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA
