Betancur_R_ID	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly
Ruvettus_pretiosus_E00226	Ruvettus-pretiosus	Clade36	Gempylidae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Rynchodoras_woodsi_P1_D12_RG09	Rhynchodoras-woodsi	Clade14c	Doradidae		Siluroidei	Siluriformes	Siluriphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Rypticus_saponaceus_E00764	Rypticus-saponaceus	Clade42	Serranidae		Serranoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Rypticus_subbifrenatus_E00347	Rypticus-subbifrenatus	Clade42	Serranidae		Serranoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Saccopharynx_ampullaceus_E01001	Saccopharynx-ampullaceus	Clade06d	Saccopharyngidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Sagamichthys_abei_E00366	Sagamichthys-abei	Clade09	Platytroctidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Salanx_cuvieri_G01472	Salanx-cuvieri	Clade20	Salangidae		Osmeroidei	Osmeriformes									Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Salarias_fasciatus_E00988	Salarias-fasciatus	Clade41	Blenniidae			Blenniiformes	Blenniimorphae		Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Salmo_salar_G01522	Salmo-salar	Clade19	Salmonidae			Salmoniformes									Protacanthopterygii	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Salmostoma_phulo_I2664-100	Salmostoma-phulo	Clade11d	Danionidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Salvelinus_alpinus_G01473	Salvelinus-alpinus	Clade19	Salmonidae			Salmoniformes									Protacanthopterygii	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Samariscus_japonicus_E00072	Samariscus-japonicus	Clade40	Samaridae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Samariscus_latus_N27771	Samariscus-latus	Clade40	Samaridae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Samariscus_xenicus_E00078	Samariscus-xenicus	Clade40	Samaridae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sander_vitreus_E01109	Sander-vitreus	Clade42	Percidae		Percoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sanopus_sp_E00009	Sanopus-sp	Clade35	Batrachoididae			Batrachoidiformes			Batrachoidiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sarda_sarda_E00243	Sarda-sarda	Clade36	Scombridae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Sargocentron_caudimaculatum_E01071	Sargocentron-caudimaculatum	Clade33	Holocentridae			Holocentriformes				Holocentrimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sargocentron_cornutum_G01474	Sargocentron-cornutum	Clade33	Holocentridae			Holocentriformes				Holocentrimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sargocentron_coruscum_E00105	Sargocentron-coruscum	Clade33	Holocentridae			Holocentriformes				Holocentrimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sargocentron_diadema_E01082	Sargocentron-diadema	Clade33	Holocentridae			Holocentriformes				Holocentrimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sargocentron_tiere_E01105	Sargocentron-tiere	Clade33	Holocentridae			Holocentriformes				Holocentrimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sargocentron_vexillarium_E00101	Sargocentron-vexillarium	Clade33	Holocentridae			Holocentriformes				Holocentrimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sarpa_salpa_E00806	Sarpa-salpa	Clade42	Sparidae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sarritor_frenatus_E00264	Sarritor-frenatus	Clade42	Agonidae	Cottales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sarritor_leptorhynchus_E00254	Sarritor-leptorhynchus	Clade42	Agonidae	Cottales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Saurida_gracilis_E00703	Saurida-gracilis	Clade23	Synodontidae		Aulopoidei	Aulopiformes							Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Saurida_undosquamis_G01475	Saurida-undosquamis	Clade23	Synodontidae		Aulopoidei	Aulopiformes							Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Sawbwa_resplendens_I2639-63	Sawbwa-resplendens	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scaphirhynchus_albus_G01476	Scaphirhynchus-albus	Clade03	Acipenseridae			Acipenseriformes														Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scaphirhynchus_platorynchus_G01477	Scaphirhynchus-platorynchus	Clade03	Acipenseridae			Acipenseriformes														Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scarus_ghobban_E00878	Scarus-ghobban	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scarus_globiceps_N27829	Scarus-globiceps	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scarus_iseri_E00013	Scarus-iseri	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scarus_niger_E00875	Scarus-niger	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scarus_quoyi_E00872	Scarus-quoyi	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scarus_rubroviolaceus_E00874	Scarus-rubroviolaceus	Clade42	Labridae			Labriformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scatophagus_argus_E00051	Scatophagus-argus	Clade42	Scatophagidae			Incertae sedis in Eupercaria			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Schismatorhynchos_nukta_I2590-64	Schismatorhynchos-nukta	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Schistura_fasciolata_I2662-94	Schistura-fasciolata	Clade11c	Nemacheilidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Schizodon_vittatus_P1_E01_RG48	Schizodon-vittatus	Clade12b	Anostomidae		Characoidei	Characiformes	Characiphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Schizothorax_dulongensis_I2695-174	Schizothorax-dulongensis	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sciaenops_ocellatus_E01055	Sciaenops-ocellatus	Clade42	Sciaenidae			Incertae sedis in Eupercaria			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scolopsis_bilineata_E00028	Scolopsis-bilineata	Clade42	Nemipteridae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scolopsis_frenata_E00911	Scolopsis-frenata	Clade42	Nemipteridae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scolopsis_margaritifera_G01478	Scolopsis-margaritifera	Clade42	Nemipteridae			Spariformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scomber_japonicus_E00247	Scomber-japonicus	Clade36	Scombridae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Scomber_scombrus_E00626	Scomber-scombrus	Clade36	Scombridae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Scomberesox_saurus_E00404	Scomberesox-saurus	Clade41	Belonidae		Belonoidei	Beloniformes	Atherinomorphae		Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scomberoides_lysan_E00738	Scomberoides-lysan	Clade40	Carangidae			Carangiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scomberomorus_maculatus_sp_E00631	Scomberomorus-maculatus	Clade36	Scombridae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Scomberomorus_regalis_commerson_E00694	Scomberomorus-regalis	Clade36	Scombridae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Scombrolabrax_heterolepis_E00976	Scombrolabrax-heterolepis	Clade36	Scombrolabracidae			Scombriformes			Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Scopaeocharax_sp_P3_E08_RG50	Scopaeocharax-sp	Clade12b	Characidae		Characoidei	Characiformes	Characiphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scopelarchus_sp_E00493	Scopelarchus-sp	Clade23	Scopelarchidae		Alepisauroidei	Aulopiformes							Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scopelengys_sp_M35984	Scopelengys-sp	Clade24	Neoscopelidae			Myctophiformes						Myctophata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scopelengys_tristis_G01479	Scopelengys-tristis	Clade24	Neoscopelidae			Myctophiformes						Myctophata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scopeloberyx_sp_M35693	Scopeloberyx-sp	Clade32a	Melamphaidae		Berycoidei	Beryciformes				Berycimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scopelogadus_beanii_E00670	Scopelogadus-beanii	Clade32a	Melamphaidae		Berycoidei	Beryciformes				Berycimorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scopelosaurus_lepidus_E00479	Scopelosaurus-lepidus	Clade23	Notosudidae		Alepisauroidei	Aulopiformes							Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scophthalmus_aquosus_E00039	Scophthalmus-aquosus	Clade40	Scophthalmidae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scophthalmus_maximus_E01161	Scophthalmus-maximus	Clade40	Scophthalmidae		Pleuronectoidei	Pleuronectiformes			Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scorpaena_agassizii_E01038	Scorpaena-agassizii	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaena_brasiliensis_E00759	Scorpaena-brasiliensis	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaena_dispar_E00512	Scorpaena-dispar	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaena_guttata_E00291	Scorpaena-guttata	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaenichthys_marmoratus_E00232	Scorpaenichthys-marmoratus	Clade42	Scorpaenichthyidae	Cottales	Cottoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Scorpaenodes_albaiensis_E00532	Scorpaenodes-albaiensis	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaenodes_guamensis_E00870	Scorpaenodes-guamensis	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaenopsis_longispina_E00903	Scorpaenopsis-longispina	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpaenopsis_oxycephala_E00581	Scorpaenopsis-oxycephala	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Scorpiodoras_sp_P02_A06_RG74	Scorpiodoras-sp	Clade14c	Doradidae		Siluroidei	Siluriformes	Siluriphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scortum_barcoo_G01480	Scortum-barcoo	Clade42	Terapontidae		Terapontoidei	Centrarchiformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Searsia_koefoedi_G01481	Searsia-koefoedi	Clade09	Platytroctidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sebastapistes_cyanostigma_E00888	Sebastapistes-cyanostigma	Clade42	Scorpaenidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Sebastes_aurora_E00349	Sebastes-aurora	Clade42	Sebastidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sebastes_diploproa_E00432	Sebastes-diploproa	Clade42	Sebastidae		Scorpaenoidei	Perciformes			Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
