Group	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_area	fao_status
Psenes_maculatus_N23089	Silver driftfish	Harmless	Least Concern	LC						0	1	1	pelagic-oceanic	oceanodromous	0	1281	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Pacific, Western Central; Atlantic, Northeast; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Northeast	native
Psettichthys_melanostictus_E00025	Pacific sand sole	Harmless	Not Evaluated	NE			yes		public aquariums	0	0	1	demersal		1	325	Temperate			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Psettina_tosana_E00083		Harmless	Not Evaluated	NE						0	0	1	demersal				Temperate			Pacific, Western Central; Pacific, Northwest	native
Psettodes_belcheri_E01180	Spottail spiny turbot	Harmless	Data deficient	DD	commercial					0	1	1	demersal			150	Tropical	15		Atlantic, Eastern Central; Atlantic, Southeast	native
Psettodes_erumei_E01165	Indian halibut	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		1	100	Tropical	9		Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Pseudaesopia_japonica_E00081	Wavyband sole	Harmless	Least Concern	LC	commercial					0	0	1	demersal		1	68	Subtropical			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	questionable
Pseudamia_gelatinosa_E00568	Gelatinous cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		1	64	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudancistrus_nigrescens_P3_D06_RG17		Harmless	Not Evaluated	NE						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Pseudanos_winterbottomi_P1_H07_RG01		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Pseudanthias_pascalus_G01452	Amethyst anthias	Harmless	Least Concern	LC						0	0	1	reef-associated		5	60	Tropical			Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudanthias_squamipinnis_E00860	Sea goldie	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		0	55	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Pseudaphritis_urvillii_G01453	Congolli	Harmless	Not Evaluated	NE					commercial	1	1	1	benthopelagic	catadromous			Temperate			Oceania - Inland waters	endemic
Pseudobalistes_flavimarginatus_N04225	Yellowmargin triggerfish	Reports of ciguatera poisoning	Not Evaluated	NE	commercial				commercial	0	1	1	reef-associated		2	50	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudobalistes_fuscus_E00524	Yellow-spotted triggerfish	Harmless	Not Evaluated	NE	commercial				commercial	0	0	1	reef-associated		30	50	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudocheilinus_evanidus_E00944	Striated wrasse	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		6	61	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudocheilinus_hexataenia_E00945	Sixline wrasse	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	35	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudochromis_cyanotaenia_E00706	Surge dottyback	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	30	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudochromis_fridmani_N26709	Orchid dottyback	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		1	60	Tropical			Indian Ocean, Western	endemic
Pseudochromis_jamesi_E00535	Spot-tailed dottyback	Harmless	Least Concern	LC						0	0	1	reef-associated		1	18	Tropical			Pacific, Western Central; Pacific, Eastern Central	native
Pseudocorypoma_doriae_P3_B08_RG90	Dragonfin tetra	Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Pseudogastromyzon_myersi_I2628-10	Sucker-belly loach	Harmless	Least Concern	LC						1	1	0	benthopelagic				Subtropical			Asia - Inland waters	endemic
Pseudogramma_polyacantha_E00852	Honeycomb podge	Harmless	Least Concern	LC						0	0	1	reef-associated		1	65	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pseudolais_pleurotaenia_P02_E01_RG48		Harmless	Least Concern	LC	commercial					1	1	0	benthopelagic	potamodromous			Tropical			Asia - Inland waters	endemic
Pseudomugil_gertrudae_E00182	Spotted blue-eye	Harmless	Not Evaluated	NE						1	1	0	demersal				Tropical			Oceania - Inland waters; Asia - Inland waters	native
Pseudomugil_signifer_E00184	Pacific blue eye	Harmless	Not Evaluated	NE						1	1	0	benthopelagic				Tropical			Oceania - Inland waters	endemic
Pseudoplatystoma_fasciatum_P1_D08_RG80	Barred sorubim	Harmless	Not Evaluated	NE	commercial		yes		public aquariums	1	0	0	demersal	potamodromous	5		Tropical	70		America, South - Inland waters	endemic
Pseudoplesiops_revellei_E00745	Bearded dottyback	Harmless	Least Concern	LC						0	0	1	reef-associated		3	20	Tropical			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Eastern Central	questionable
Pseudopleuronectes_americanus_E00035	Winter flounder	Harmless	Not Evaluated	NE	commercial	experimental	yes			0	0	1	demersal	oceanodromous	5	143	Temperate	3.6	14	Atlantic, Northwest; Atlantic, Western Central	native
Pseudorasbora_parva_I2686-163	Stone moroko	Potential pest	Least Concern	LC	of no interest				commercial	1	1	0	benthopelagic				Temperate		5	Oceania - Inland waters; Africa-Inland Waters; Europe - Inland waters; Asia - Inland waters; Pacific, Northwest	introduced
Pseudorhombus_pentophthalmus_E00077	Fivespot flounder	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		38	150	Tropical		3	Pacific, Western Central; Pacific, Northwest	native
Pseudostegophilus_nemurus_P02_G04_RG10		Harmless	Not Evaluated	NE						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Pseudotrichonotus_altivelis_G01456		Harmless	Not Evaluated	NE						0	0	1	demersal				Temperate			Pacific, Northwest	endemic
Pseudupeneus_grandisquamis	Bigscale goatfish	Harmless	Least Concern	LC						0	0	1	demersal		10	60	Subtropical			Pacific, Eastern Central; Pacific, Southeast	native
Pseudupeneus_maculatus	Spotted goatfish	Reports of ciguatera poisoning	Least Concern	LC	commercial				commercial	0	0	1	reef-associated		0	90	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Psychrolutes_phrictus_E00276	Blob sculpin	Harmless	Not Evaluated	NE			yes			0	0	1	bathydemersal		500	2800	Deep-water	9.5		Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Pteraclis_aesticola_N05223	Pacific fanfish	Harmless	Least Concern	LC						0	0	1	benthopelagic	oceanodromous	0	100	Temperate			Pacific, Southwest; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pteragogus_enneacanthus_G01457	Cockerel wrasse	Harmless	Least Concern	LC						0	0	1	reef-associated		2	64	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pterapogon_kauderni_E00190	Banggai cardinal fish	Harmless	Endangered	EN	of no interest				commercial	0	0	1	demersal		0	16	Tropical	0		Pacific, Western Central	endemic
Ptereleotris_evides_E00565	Blackfin dartfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		2	15	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Ptereleotris_microlepis_E00554	Blue gudgeon	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		1	50	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pterocaesio_pisang_N01547	Banana fusilier	Harmless	Least Concern	LC	commercial			usually		0	0	1	reef-associated	non-migratory	1	100	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pterocaesio_tile_E00961	Dark-banded fusilier	Harmless	Least Concern	LC	commercial			usually		0	0	1	reef-associated	non-migratory	1	60	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Pterois_antennata_E00705	Broadbarred firefish	Venomous	Least Concern	LC	subsistence fisheries				commercial	0	0	1	reef-associated		2	86	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pterois_miles_E00882	Devil firefish	Venomous	Least Concern	LC					commercial	0	0	1	reef-associated		0	85	Tropical			Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Atlantic, Southeast; Mediterranean and Black Sea	introduced
Pterois_radiata_E00850	Radial firefish	Venomous	Least Concern	LC	subsistence fisheries				commercial	0	0	1	reef-associated		1	30	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pterycombus_brama_E00996	Atlantic fanfish	Harmless	Least Concern	LC	minor commercial					0	0	1	pelagic-oceanic		25	400	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest	native
Pterygotrigla_hemisticta_N31939	Blackspotted gurnard	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	demersal		10	420	Deep-water			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	questionable
Ptychocheilus_oregonensis_I2583-AUF0202	Northern pikeminnow	Harmless	Least Concern	LC			yes		public aquariums	1	0	0	benthopelagic				Temperate	13	11	America, North - Inland waters	endemic
Ptychochromis_grandidieri_G01459		Harmless	Least Concern	LC						1	1	0	demersal				Tropical			Africa-Inland Waters	endemic
Pundamilia_nyererei_G01521		Harmless	Least Concern	LC						1	0	0	benthopelagic		1	4	Tropical				
Pungitius_pungitius_G01460	Ninespine stickleback	Harmless	Least Concern	LC	subsistence fisheries				commercial	1	1	1	benthopelagic	anadromous	0	110	Temperate		5	Atlantic, Northwest; America, North - Inland waters; Europe - Inland waters; Atlantic, Northeast; Asia - Inland waters; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Pungtungia_herzi2_I2687-164		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Temperate			Asia - Inland waters	endemic
Puntius_fasciatus_I2594-11	Striped barb	Harmless	Not Evaluated	NE	commercial				commercial	1	0	0	benthopelagic				Tropical				
Puntius_filamentosus_I2645-125	Blackspot barb	Harmless	Least Concern	LC	commercial				commercial	1	1	0	benthopelagic				Tropical				
Puntius_nigrofasciatus_I2646-126	Black ruby barb	Harmless	Lower Risk: conservation dependent	LR/cd	of no interest				highly commercial	1	0	0	benthopelagic				Tropical				
Puntius_sophore_I2713-49	Pool barb	Harmless	Least Concern	LC					public aquariums	1	1	0	benthopelagic	amphidromous			Tropical			Asia - Inland waters	endemic
Pygocentrus_nattereri_P1_E03_RG87	Red piranha	Traumatogenic	Not Evaluated	NE	minor commercial				commercial	1	0	0	pelagic				Subtropical	3.9		America, South - Inland waters; Asia - Inland waters	native
Pygoplites_diacanthus_E00534	Regal angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	0	80	Tropical		15	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pyramodon_ventralis_N06013	Pallid pearlfish	Harmless	Not Evaluated	NE	of no interest					0	0	1	benthopelagic	oceanodromous	184	470	Deep-water			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Pacific, Southeast	native
Pyrrhulina_filamentosa_P1_F05_RG92		Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic				Tropical	0.0119		America, South - Inland waters	endemic
Rachycentron_canadum_E00468	Cobia	Harmless	Least Concern	LC	minor commercial	commercial	yes			0	1	1	reef-associated	oceanodromous	0	1200	Subtropical	68	15	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Radulinus_asprellus_E00429	Slim sculpin	Harmless	Not Evaluated	NE						0	0	1	demersal		18	284	Subtropical			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Raiamas_senegalensis_I2722-AUF5433	Senegal minnow	Harmless	Least Concern	LC	of no interest					1	0	0	benthopelagic	potamodromous			Tropical	0.06		Africa-Inland Waters	endemic
Ranzania_laevis_G01463	Slender sunfish	Harmless	Least Concern	LC						0	0	1	pelagic-oceanic		1	140	Subtropical			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Rasbora_borapetensis_I2554-MTD027	Blackline rasbora	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Rasbora_pauciperforata_I2721-MTD031	Redstripe rasbora	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic				Tropical				
Rasbora_rubrodorsalis_I2635-30		Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Rastrinus_scutiger_E00256		Harmless	Not Evaluated	NE						0	0	1	bathydemersal		100	740	Deep-water	0.03		Pacific, Northwest; Pacific, Northeast	native
Rathbunella_hypoplecta_E00128	Stripefin ronquil	Harmless	Not Evaluated	NE					commercial	0	0	1	demersal			55	Subtropical			Pacific, Eastern Central	endemic
Regalecus_glesne_E00811	King of herrings	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	pelagic-oceanic	oceanodromous	20	1000	Subtropical	272		Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Regalecus_russelii_G01464	Oarfifsh	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic				Deep-water			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Remora_osteochir_australis_E00503	Marlin sucker	Harmless	Least Concern	LC	of no interest					0	0	1	pelagic-oceanic	oceanodromous		200	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Repomucenus_belcheri										0	0	0									
Repomucenus_calcaratus	Spotted stinkfish	Harmless	Not Evaluated	NE						0	0	1	demersal		35	110	Subtropical			Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central	native
Repomucenus_curvicornis	Horn dragonet	Harmless	Not Evaluated	NE						1	1	1	demersal				Subtropical				
Repomucenus_limiceps	Rough-headed dragonet	Harmless	Not Evaluated	NE						0	1	1	demersal				Tropical				
Repomucenus_lunatus	Moon dragonet	Harmless	Not Evaluated	NE						0	0	1	demersal				Temperate				
Retropinna_semoni_G01465	Australian smelt	Harmless	Not Evaluated	NE	commercial					1	1	0	pelagic	potamodromous			Temperate		2	Oceania - Inland waters	endemic
Rhabdalestes_septentrionalis_P3_E01_RG70		Harmless	Least Concern	LC						1	0	0	pelagic	potamodromous			Tropical			Africa-Inland Waters	endemic
Rhabdamia_cypselura_E01095	Swallowtail cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		2	15	Tropical				
Rhabdolichops_jegui_P02_H05_RG15		Harmless	Not Evaluated	NE	of no interest					1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Rhabdosargus_haffara_M01655	Haffara seabream	Harmless	Least Concern	LC	commercial					0	0	1	reef-associated		10		Tropical			Indian Ocean, Western; Mediterranean and Black Sea	native
Rhacochilus_vacca_E00124	Pile perch	Harmless	Least Concern	LC	commercial		yes		public aquariums	0	0	1	demersal			46	Subtropical			Pacific, Eastern Central; Pacific, Northeast	native
Rhadinesthes_decimus_E00812	Slender snaggletooth	Harmless	Least Concern	LC						0	0	1	bathypelagic		0	4900	Deep-water			Atlantic, Northwest; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast	native
