items	name	Clade	Family	Order	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_status	Africa_Inland_Waters	North_America_Inland_waters	South_America_Inland_waters	Asia_Inland_waters	Europe_Inland_waters	Oceania_Inland_waters	Antarctica_Inland_waters	Arctic_Ocean	Atlantic_Antarctic	Atlantic_Eastern_Central	Atlantic_Northeast	Atlantic_Northwest	Atlantic_Southeast	Atlantic_Southwest	Atlantic_Western_Central	Indian_Ocean_Antarctic	Indian_Ocean_Eastern	Indian_Ocean_Western	Mediterranean_and_Black_Sea	Pacific_Antarctic	Pacific_Eastern_Central	Pacific_Northeast	Pacific_Northwest	Pacific_Southeast	Pacific_Southwest	Pacific_Western_Central
Prodontocharax_alleni_P02_C10_RG47	Prodontocharax_alleni_P02_C10_RG47	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Prognathodes_aya_aculeatus_E00632	Prognathodes_aya_aculeatus_E00632	Clade42	Chaetodontidae	Chaetodontiformes	Bank butterflyfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		20	170	Subtropical	0	0	native												yes			yes											
Prognichthys_brevipinnis_E00400	Prognichthys_brevipinnis_E00400	Clade41	Exocoetidae	Beloniformes	Shortfin flyingfish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	pelagic-neritic	oceanodromous	0	20	Tropical	0	0	native																	yes	yes					yes			yes
Pronotogrammus_martinicensis_E00636	Pronotogrammus_martinicensis_E00636	Clade42	Serranidae	Perciformes	Roughtongue bass	Harmless	Least Concern	LC	of no interest					0	0	1	demersal		65	230	Tropical	0	15	native														yes	yes											
Protomyctophum_choriodon_M22162	Protomyctophum_choriodon_M22162	Clade24	Myctophidae	Myctophiformes	Gaptooth lanternfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous	0	0	Deep-water	0	0	native									yes				yes	yes		yes	yes	yes						yes	yes	
Protopterus_aethiopicus_annectens_G01451	Protopterus_aethiopicus_annectens_G01451	Clade01b	Protopteridae	Ceratodontiformes	Marbled lungfish	Harmless	Least Concern	LC	minor commercial					1	0	0	demersal		0	60	Tropical	17	0	endemic	yes																									
Psammogobius_biocellatus_E00740	Psammogobius_biocellatus_E00740	Clade38c	Gobiidae	Gobiiformes	Sleepy goby	Harmless	Least Concern	LC	of no interest					1	1	1	benthopelagic	amphidromous	0	3	Tropical	0	0	native	yes			yes		yes							yes				yes	yes			yes		yes			yes
Psammoperca_waigiensis_E01148	Psammoperca_waigiensis_E01148	Clade40	Centropomidae	Incertae sedis in Carangaria	Waigieu seaperch	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	reef-associated		3	12	Tropical	0	0	native																	yes	yes					yes			yes
Psectrogaster_ciliata_P3_F02_RG80	Psectrogaster_ciliata_P3_F02_RG80	Clade12b	Curimatidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Psenes_cyanophrys_E00666	Psenes_cyanophrys_E00666	Clade36	Nomeidae	Scombriformes	Freckled driftfish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	20	550	Deep-water	0	0	native										yes		yes	yes	yes	yes		yes	yes			yes		yes		yes	yes
Psenes_maculatus_N23089	Psenes_maculatus_N23089	Clade36	Nomeidae	Scombriformes	Silver driftfish	Harmless	Least Concern	LC						0	1	1	pelagic-oceanic	oceanodromous	0	1281	Subtropical	0	0	native											yes	yes	yes	yes	yes						yes	yes	yes			yes
Psettichthys_melanostictus_E00025	Psettichthys_melanostictus_E00025	Clade40	Pleuronectidae	Pleuronectiformes	Pacific sand sole	Harmless	Not Evaluated	NE			yes		public aquariums	0	0	1	demersal		1	325	Temperate	0	0	native																					yes	yes	yes			
Psettina_tosana_E00083	Psettina_tosana_E00083	Clade40	Bothidae	Pleuronectiformes		Harmless	Not Evaluated	NE						0	0	1	demersal		0	0	Temperate	0	0	native																							yes			yes
Psettodes_belcheri_E01180	Psettodes_belcheri_E01180	Clade40	Psettodidae	Pleuronectiformes	Spottail spiny turbot	Harmless	Data deficient	DD	commercial					0	1	1	demersal		0	150	Tropical	15	0	native										yes			yes													
Psettodes_erumei_E01165	Psettodes_erumei_E01165	Clade40	Psettodidae	Pleuronectiformes	Indian halibut	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		1	100	Tropical	9	0	native																	yes	yes					yes			yes
Pseudaesopia_japonica_E00081	Pseudaesopia_japonica_E00081	Clade40	Soleidae	Pleuronectiformes	Wavyband sole	Harmless	Least Concern	LC	commercial					0	0	1	demersal		1	68	Subtropical	0	0	questionable																	yes						yes			yes
Pseudamia_gelatinosa_E00568	Pseudamia_gelatinosa_E00568	Clade38a	Apogonidae	Kurtiformes	Gelatinous cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		1	64	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Pseudancistrus_nigrescens_P3_D06_RG17	Pseudancistrus_nigrescens_P3_D06_RG17	Clade14a	Loricariidae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Pseudanos_winterbottomi_P1_H07_RG01	Pseudanos_winterbottomi_P1_H07_RG01	Clade12b	Anostomidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Pseudanthias_pascalus_G01452	Pseudanthias_pascalus_G01452	Clade42	Serranidae	Perciformes	Amethyst anthias	Harmless	Least Concern	LC						0	0	1	reef-associated		5	60	Tropical	0	0	native																					yes		yes			yes
Pseudanthias_squamipinnis_E00860	Pseudanthias_squamipinnis_E00860	Clade42	Serranidae	Perciformes	Sea goldie	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		0	55	Tropical	0	0	native													yes				yes	yes			yes		yes		yes	yes
Pseudaphritis_urvillii_G01453	Pseudaphritis_urvillii_G01453	Clade42	Pseudaphritidae	Perciformes	Congolli	Harmless	Not Evaluated	NE					commercial	1	1	1	benthopelagic	catadromous	0	0	Temperate	0	0	endemic						yes																				
Pseudobalistes_flavimarginatus_N04225	Pseudobalistes_flavimarginatus_N04225	Clade42	Balistidae	Tetraodontiformes	Yellowmargin triggerfish	Reports of ciguatera poisoning	Not Evaluated	NE	commercial				commercial	0	1	1	reef-associated		2	50	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pseudobalistes_fuscus_E00524	Pseudobalistes_fuscus_E00524	Clade42	Balistidae	Tetraodontiformes	Yellow-spotted triggerfish	Harmless	Not Evaluated	NE	commercial				commercial	0	0	1	reef-associated		30	50	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pseudocheilinus_evanidus_E00944	Pseudocheilinus_evanidus_E00944	Clade42	Labridae	Labriformes	Striated wrasse	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		6	61	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pseudocheilinus_hexataenia_E00945	Pseudocheilinus_hexataenia_E00945	Clade42	Labridae	Labriformes	Sixline wrasse	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	35	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Pseudochromis_cyanotaenia_E00706	Pseudochromis_cyanotaenia_E00706	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria	Surge dottyback	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	30	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pseudochromis_fridmani_N26709	Pseudochromis_fridmani_N26709	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria	Orchid dottyback	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		1	60	Tropical	0	0	endemic																		yes								
Pseudochromis_jamesi_E00535	Pseudochromis_jamesi_E00535	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria	Spot-tailed dottyback	Harmless	Least Concern	LC						0	0	1	reef-associated		1	18	Tropical	0	0	native																					yes					yes
Pseudocorypoma_doriae_P3_B08_RG90	Pseudocorypoma_doriae_P3_B08_RG90	Clade12b	Characidae	Characiformes	Dragonfin tetra	Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Pseudogastromyzon_myersi_I2628-10	Pseudogastromyzon_myersi_I2628-10	Clade11c	Gastromyzontidae	Cypriniformes	Sucker-belly loach	Harmless	Least Concern	LC						1	1	0	benthopelagic		0	0	Subtropical	0	0	endemic				yes																						
Pseudogramma_polyacantha_E00852	Pseudogramma_polyacantha_E00852	Clade42	Serranidae	Perciformes	Honeycomb podge	Harmless	Least Concern	LC						0	0	1	reef-associated		1	65	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Pseudolais_pleurotaenia_P02_E01_RG48	Pseudolais_pleurotaenia_P02_E01_RG48	Clade14c	Pangasiidae	Siluriformes		Harmless	Least Concern	LC	commercial					1	1	0	benthopelagic	potamodromous	0	0	Tropical	0	0	endemic				yes																						
Pseudomugil_gertrudae_E00182	Pseudomugil_gertrudae_E00182	Clade41	Pseudomugilidae	Atheriniformes	Spotted blue-eye	Harmless	Not Evaluated	NE						1	1	0	demersal		0	0	Tropical	0	0	native				yes		yes																				
Pseudomugil_signifer_E00184	Pseudomugil_signifer_E00184	Clade41	Pseudomugilidae	Atheriniformes	Pacific blue eye	Harmless	Not Evaluated	NE						1	1	0	benthopelagic		0	0	Tropical	0	0	endemic						yes																				
Pseudoplatystoma_fasciatum_P1_D08_RG80	Pseudoplatystoma_fasciatum_P1_D08_RG80	Clade14c	Pimelodidae	Siluriformes	Barred sorubim	Harmless	Not Evaluated	NE	commercial		yes		public aquariums	1	0	0	demersal	potamodromous	5	0	Tropical	70	0	endemic			yes																							
Pseudoplesiops_revellei_E00745	Pseudoplesiops_revellei_E00745	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria	Bearded dottyback	Harmless	Least Concern	LC						0	0	1	reef-associated		3	20	Tropical	0	0	questionable																	yes				yes					yes
Pseudopleuronectes_americanus_E00035	Pseudopleuronectes_americanus_E00035	Clade40	Pleuronectidae	Pleuronectiformes	Winter flounder	Harmless	Not Evaluated	NE	commercial	experimental	yes			0	0	1	demersal	oceanodromous	5	143	Temperate	3.6	14	native												yes			yes											
Pseudorasbora_parva_I2686-163	Pseudorasbora_parva_I2686-163	Clade11d	Gobionidae	Cypriniformes	Stone moroko	Potential pest	Least Concern	LC	of no interest				commercial	1	1	0	benthopelagic		0	0	Temperate	0	5	introduced	yes			yes	yes	yes																	yes			
Pseudorhombus_pentophthalmus_E00077	Pseudorhombus_pentophthalmus_E00077	Clade40	Paralichthyidae	Pleuronectiformes	Fivespot flounder	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		38	150	Tropical	0	3	native																							yes			yes
Pseudostegophilus_nemurus_P02_G04_RG10	Pseudostegophilus_nemurus_P02_G04_RG10	Clade14a	Trichomycteridae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Pseudotrichonotus_altivelis_G01456	Pseudotrichonotus_altivelis_G01456	Clade23	Pseudotrichonotidae	Aulopiformes		Harmless	Not Evaluated	NE						0	0	1	demersal		0	0	Temperate	0	0	endemic																							yes			
Pseudupeneus_grandisquamis	Pseudupeneus_grandisquamis	Clade37	Mullidae	Syngnathiformes	Bigscale goatfish	Harmless	Least Concern	LC						0	0	1	demersal		10	60	Subtropical	0	0	native																					yes			yes		
Pseudupeneus_maculatus	Pseudupeneus_maculatus	Clade37	Mullidae	Syngnathiformes	Spotted goatfish	Reports of ciguatera poisoning	Least Concern	LC	commercial				commercial	0	0	1	reef-associated		0	90	Subtropical	0	0	native												yes		yes	yes											
Psychrolutes_phrictus_E00276	Psychrolutes_phrictus_E00276	Clade42	Psychrolutidae	Perciformes	Blob sculpin	Harmless	Not Evaluated	NE			yes			0	0	1	bathydemersal		500	2800	Deep-water	9.5	0	native																					yes	yes	yes			
Pteraclis_aesticola_N05223	Pteraclis_aesticola_N05223	Clade36	Bramidae	Scombriformes	Pacific fanfish	Harmless	Least Concern	LC						0	0	1	benthopelagic	oceanodromous	0	100	Temperate	0	0	native																					yes		yes		yes	yes
Pteragogus_enneacanthus_G01457	Pteragogus_enneacanthus_G01457	Clade42	Labridae	Labriformes	Cockerel wrasse	Harmless	Least Concern	LC						0	0	1	reef-associated		2	64	Tropical	0	0	native																	yes				yes		yes		yes	yes
Pterapogon_kauderni_E00190	Pterapogon_kauderni_E00190	Clade38a	Apogonidae	Kurtiformes	Banggai cardinal fish	Harmless	Endangered	EN	of no interest				commercial	0	0	1	demersal		0	16	Tropical	0	0	endemic																										yes
Ptereleotris_evides_E00565	Ptereleotris_evides_E00565	Clade38c	Gobiidae	Gobiiformes	Blackfin dartfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		2	15	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Ptereleotris_microlepis_E00554	Ptereleotris_microlepis_E00554	Clade38c	Gobiidae	Gobiiformes	Blue gudgeon	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		1	50	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Pterocaesio_pisang_N01547	Pterocaesio_pisang_N01547	Clade42	Lutjanidae	Lutjaniformes	Banana fusilier	Harmless	Least Concern	LC	commercial			usually		0	0	1	reef-associated	non-migratory	1	100	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pterocaesio_tile_E00961	Pterocaesio_tile_E00961	Clade42	Lutjanidae	Lutjaniformes	Dark-banded fusilier	Harmless	Least Concern	LC	commercial			usually		0	0	1	reef-associated	non-migratory	1	60	Tropical	0	0	native													yes				yes	yes			yes		yes			yes
Pterois_antennata_E00705	Pterois_antennata_E00705	Clade42	Scorpaenidae	Perciformes	Broadbarred firefish	Venomous	Least Concern	LC	subsistence fisheries				commercial	0	0	1	reef-associated		2	86	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Pterois_miles_E00882	Pterois_miles_E00882	Clade42	Scorpaenidae	Perciformes	Devil firefish	Venomous	Least Concern	LC					commercial	0	0	1	reef-associated		0	85	Tropical	0	0	introduced													yes		yes		yes	yes	yes							
Pterois_radiata_E00850	Pterois_radiata_E00850	Clade42	Scorpaenidae	Perciformes	Radial firefish	Venomous	Least Concern	LC	subsistence fisheries				commercial	0	0	1	reef-associated		1	30	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pterycombus_brama_E00996	Pterycombus_brama_E00996	Clade36	Bramidae	Scombriformes	Atlantic fanfish	Harmless	Least Concern	LC	minor commercial					0	0	1	pelagic-oceanic		25	400	Subtropical	0	0	native										yes	yes	yes		yes	yes											
Pterygotrigla_hemisticta_N31939	Pterygotrigla_hemisticta_N31939	Clade42	Triglidae	Perciformes	Blackspotted gurnard	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	demersal		10	420	Deep-water	0	0	questionable																	yes	yes					yes			yes
Ptychocheilus_oregonensis_I2583-AUF0202	Ptychocheilus_oregonensis_I2583-AUF0202	Clade11d	Leuciscidae	Cypriniformes	Northern pikeminnow	Harmless	Least Concern	LC			yes		public aquariums	1	0	0	benthopelagic		0	0	Temperate	13	11	endemic		yes																								
Ptychochromis_grandidieri_G01459	Ptychochromis_grandidieri_G01459	Clade41	Cichlidae	Cichliformes		Harmless	Least Concern	LC						1	1	0	demersal		0	0	Tropical	0	0	endemic	yes																									
Pundamilia_nyererei_G01521	Pundamilia_nyererei_G01521	Clade41	Cichlidae	Cichliformes		Harmless	Least Concern	LC						1	0	0	benthopelagic		1	4	Tropical	0	0																											
Pungitius_pungitius_G01460	Pungitius_pungitius_G01460	Clade42	Gasterosteidae	Perciformes	Ninespine stickleback	Harmless	Least Concern	LC	subsistence fisheries				commercial	1	1	1	benthopelagic	anadromous	0	110	Temperate	0	5	native		yes		yes	yes			yes			yes	yes										yes	yes			
Pungtungia_herzi2_I2687-164	Pungtungia_herzi2_I2687-164	Clade11d	Gobionidae	Cypriniformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Temperate	0	0	endemic				yes																						
Puntius_fasciatus_I2594-11	Puntius_fasciatus_I2594-11	Clade11d	Cyprinidae	Cypriniformes	Striped barb	Harmless	Not Evaluated	NE	commercial				commercial	1	0	0	benthopelagic		0	0	Tropical	0	0																											
Puntius_filamentosus_I2645-125	Puntius_filamentosus_I2645-125	Clade11d	Cyprinidae	Cypriniformes	Blackspot barb	Harmless	Least Concern	LC	commercial				commercial	1	1	0	benthopelagic		0	0	Tropical	0	0																											
Puntius_nigrofasciatus_I2646-126	Puntius_nigrofasciatus_I2646-126	Clade11d	Cyprinidae	Cypriniformes	Black ruby barb	Harmless	Lower Risk: conservation dependent	LR/cd	of no interest				highly commercial	1	0	0	benthopelagic		0	0	Tropical	0	0																											
Puntius_sophore_I2713-49	Puntius_sophore_I2713-49	Clade11d	Cyprinidae	Cypriniformes	Pool barb	Harmless	Least Concern	LC					public aquariums	1	1	0	benthopelagic	amphidromous	0	0	Tropical	0	0	endemic				yes																						
Pygocentrus_nattereri_P1_E03_RG87	Pygocentrus_nattereri_P1_E03_RG87	Clade12b	Serrasalmidae	Characiformes	Red piranha	Traumatogenic	Not Evaluated	NE	minor commercial				commercial	1	0	0	pelagic		0	0	Subtropical	3.9	0	native			yes	yes																						
Pygoplites_diacanthus_E00534	Pygoplites_diacanthus_E00534	Clade42	Pomacanthidae	Incertae sedis in Eupercaria	Regal angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	0	80	Tropical	0	15	native																	yes	yes			yes		yes			yes
Pyramodon_ventralis_N06013	Pyramodon_ventralis_N06013	Clade34b	Ophidiidae	Ophidiiformes	Pallid pearlfish	Harmless	Not Evaluated	NE	of no interest					0	0	1	benthopelagic	oceanodromous	184	470	Deep-water	0	0	native																	yes	yes			yes		yes	yes	yes	yes
Pyrrhulina_filamentosa_P1_F05_RG92	Pyrrhulina_filamentosa_P1_F05_RG92	Clade12b	Lebiasinidae	Characiformes		Harmless	Not Evaluated	NE					commercial	1	0	0	benthopelagic		0	0	Tropical	0.0119	0	endemic			yes																							
Rachycentron_canadum_E00468	Rachycentron_canadum_E00468	Clade40	Rachycentridae	Carangiformes	Cobia	Harmless	Least Concern	LC	minor commercial	commercial	yes			0	1	1	reef-associated	oceanodromous	0	1200	Subtropical	68	15	native										yes		yes	yes	yes	yes		yes	yes	yes		yes		yes			yes
Radulinus_asprellus_E00429	Radulinus_asprellus_E00429	Clade42	Psychrolutidae	Perciformes	Slim sculpin	Harmless	Not Evaluated	NE						0	0	1	demersal		18	284	Subtropical	0	0	native																					yes	yes	yes			
Raiamas_senegalensis_I2722-AUF5433	Raiamas_senegalensis_I2722-AUF5433	Clade11d	Danionidae	Cypriniformes	Senegal minnow	Harmless	Least Concern	LC	of no interest					1	0	0	benthopelagic	potamodromous	0	0	Tropical	0.06	0	endemic	yes																									
Ranzania_laevis_G01463	Ranzania_laevis_G01463	Clade42	Molidae	Tetraodontiformes	Slender sunfish	Harmless	Least Concern	LC						0	0	1	pelagic-oceanic		1	140	Subtropical	0	0	native										yes	yes		yes	yes	yes		yes	yes	yes		yes		yes	yes	yes	yes
Rasbora_borapetensis_I2554-MTD027	Rasbora_borapetensis_I2554-MTD027	Clade11d	Danionidae	Cypriniformes	Blackline rasbora	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Rasbora_pauciperforata_I2721-MTD031	Rasbora_pauciperforata_I2721-MTD031	Clade11d	Danionidae	Cypriniformes	Redstripe rasbora	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic		0	0	Tropical	0	0																											
Rasbora_rubrodorsalis_I2635-30	Rasbora_rubrodorsalis_I2635-30	Clade11d	Danionidae	Cypriniformes		Harmless	Least Concern	LC						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Rastrinus_scutiger_E00256	Rastrinus_scutiger_E00256	Clade42	Psychrolutidae	Perciformes		Harmless	Not Evaluated	NE						0	0	1	bathydemersal		100	740	Deep-water	0.03	0	native																						yes	yes			
Rathbunella_hypoplecta_E00128	Rathbunella_hypoplecta_E00128	Clade42	Bathymasteridae	Perciformes	Stripefin ronquil	Harmless	Not Evaluated	NE					commercial	0	0	1	demersal		0	55	Subtropical	0	0	endemic																					yes					
