items	name	Clade	Family	Order
Craterocephalus_honoriae_E00180	Craterocephalus_honoriae_E00180	Clade41	Atherinidae	Atheriniformes
Creagrutus_beni_P3_B05_RG39	Creagrutus_beni_P3_B05_RG39	Clade12b	Characidae	Characiformes
Crenicichla_lepidota_E00137	Crenicichla_lepidota_E00137	Clade41	Cichlidae	Cichliformes
Crenidens_crenidens_M01645	Crenidens_crenidens_M01645	Clade42	Sparidae	Spariformes
Crenimugil_crenilabis_E00846	Crenimugil_crenilabis_E00846	Clade41	Mugilidae	Mugiliformes
Cromeria_nilotica_G01269	Cromeria_nilotica_G01269	Clade10	Kneriidae	Gonorynchiformes
Crossocheilus_latius_I2625-5	Crossocheilus_latius_I2625-5	Clade11d	Cyprinidae	Cypriniformes
Crossocheilus_reticulatus_I2654-134	Crossocheilus_reticulatus_I2654-134	Clade11d	Cyprinidae	Cypriniformes
Cryptacanthodes_maculatus_E00116	Cryptacanthodes_maculatus_E00116	Clade42	Cryptacanthodidae	Perciformes
Cryptocentrus_sp_E00407	Cryptocentrus_sp_E00407	Clade38c	Gobiidae	Gobiiformes
Cryptopsaras_couesii_E00686	Cryptopsaras_couesii_E00686	Clade42	Ceratiidae	Lophiiformes
Cryptotomus_roseus_N27805	Cryptotomus_roseus_N27805	Clade42	Labridae	Labriformes
Crystallaria_asprella_E00153	Crystallaria_asprella_E00153	Clade42	Percidae	Perciformes
Ctenochaetus_striatus_E00982	Ctenochaetus_striatus_E00982	Clade42	Acanthuridae	Acanthuriformes
Ctenochaetus_strigosus_E00050	Ctenochaetus_strigosus_E00050	Clade42	Acanthuridae	Acanthuriformes
Ctenochaetus_truncatus_E00854	Ctenochaetus_truncatus_E00854	Clade42	Acanthuridae	Acanthuriformes
Ctenogobiops_crocineus_E01097	Ctenogobiops_crocineus_E01097	Clade38c	Gobiidae	Gobiiformes
Ctenogobius_boleosoma_E00172	Ctenogobius_boleosoma_E00172	Clade38c	Gobiidae	Gobiiformes
Ctenopharyngodon_idella_I2596-66	Ctenopharyngodon_idella_I2596-66	Clade11d	Xenocyprididae	Cypriniformes
Ctenopoma_acutirostre_kingsleyae_E01141	Ctenopoma_acutirostre_kingsleyae_E01141	Clade39a	Anabantidae	Anabantiformes
Cubiceps_baxteri_G01271	Cubiceps_baxteri_G01271	Clade36	Nomeidae	Scombriformes
Cubiceps_gracilis_E00672	Cubiceps_gracilis_E00672	Clade36	Nomeidae	Scombriformes
Cubiceps_pauciradiatus_E00667	Cubiceps_pauciradiatus_E00667	Clade36	Nomeidae	Scombriformes
Culaea_inconstans_E00368	Culaea_inconstans_E00368	Clade42	Gasterosteidae	Perciformes
Curimata_roseni_P3_E03_RG52	Curimata_roseni_P3_E03_RG52	Clade12b	Curimatidae	Characiformes
Curimatopsis_crypticus_P3_H01_RG13	Curimatopsis_crypticus_P3_H01_RG13	Clade12b	Curimatidae	Characiformes
Cyanocharax_uruguayensis_P3_A03_RG82	Cyanocharax_uruguayensis_P3_A03_RG82	Clade12b	Characidae	Characiformes
Cyclocheilichthys_enoplos_I2655-135	Cyclocheilichthys_enoplos_I2655-135	Clade11d	Cyprinidae	Cypriniformes
Cyclopsetta_chittendeni_E00597	Cyclopsetta_chittendeni_E00597	Clade40	Cyclopsettidae	Pleuronectiformes
Cyclopterus_lumpus_E00220	Cyclopterus_lumpus_E00220	Clade42	Cyclopteridae	Perciformes
Cyclothone_microdon_G01272	Cyclothone_microdon_G01272	Clade21	Gonostomatidae	Stomiatiformes
Cymatogaster_aggregata_E00139	Cymatogaster_aggregata_E00139	Clade41	Embiotocidae	Incertae sedis in Ovalentaria
Cynodon_gibbus_P1_H02_RG32	Cynodon_gibbus_P1_H02_RG32	Clade12b	Cynodontidae	Characiformes
Cynoglossus_interruptus_E00076	Cynoglossus_interruptus_E00076	Clade40	Cynoglossidae	Pleuronectiformes
Cynoscion_arenarius_E00511	Cynoscion_arenarius_E00511	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Cynoscion_regalis_E00164	Cynoscion_regalis_E00164	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Cyphocharax_abramoides_P3_C05_RG05	Cyphocharax_abramoides_P3_C05_RG05	Clade12b	Curimatidae	Characiformes
Cyprinella_callistia_I2559-CKR1162	Cyprinella_callistia_I2559-CKR1162	Clade11d	Leuciscidae	Cypriniformes
Cyprinion_semiplotum_I2656-136	Cyprinion_semiplotum_I2656-136	Clade11d	Cyprinidae	Cypriniformes
Cyprinodon_variegatus_E01066	Cyprinodon_variegatus_E01066	Clade41	Cyprinodontidae	Cyprinodontiformes
Cyprinus_carpio_I2598-58	Cyprinus_carpio_I2598-58	Clade11d	Cyprinidae	Cypriniformes
Cypselurus_callopterus_E00402	Cypselurus_callopterus_E00402	Clade41	Exocoetidae	Beloniformes
Cyttomimus_affinis_M32320	Cyttomimus_affinis_M32320	Clade27	Zeniontidae	Zeiformes
Cyttopsis_rosea_E01032	Cyttopsis_rosea_E01032	Clade27	Parazenidae	Zeiformes
Dactyloptena_orientalis	Dactyloptena_orientalis	Clade37	Dactylopteridae	Syngnathiformes
Dactyloptena_peterseni	Dactyloptena_peterseni	Clade37	Dactylopteridae	Syngnathiformes
Dactylopterus_volitans	Dactylopterus_volitans	Clade37	Dactylopteridae	Syngnathiformes
Dactylopus_dactylopus	Dactylopus_dactylopus	Clade37	Callionymidae	Syngnathiformes
Danio_feegradei_I2633-28	Danio_feegradei_I2633-28	Clade11d	Danionidae	Cypriniformes
Danio_margaritatus_I2549-MTD017	Danio_margaritatus_I2549-MTD017	Clade11d	Danionidae	Cypriniformes
Danio_rerio_I9999-REFERENCE	Danio_rerio_I9999-REFERENCE	Clade11d	Danionidae	Cypriniformes
Danio_tinwini_I2550-MTD018	Danio_tinwini_I2550-MTD018	Clade11d	Danionidae	Cypriniformes
Danionella_mirifica_I2657-137	Danionella_mirifica_I2657-137	Clade11d	Danionidae	Cypriniformes
Danionella_priapus_I2539-MTD007	Danionella_priapus_I2539-MTD007	Clade11d	Danionidae	Cypriniformes
Dario_dario_N04003	Dario_dario_N04003	Clade39a	Badidae	Anabantiformes
Dascyllus_aruanus_E00700	Dascyllus_aruanus_E00700	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Dascyllus_carneus_E00862	Dascyllus_carneus_E00862	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Dascyllus_reticulatus_E00724	Dascyllus_reticulatus_E00724	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Dascyllus_trimaculatus_E00865	Dascyllus_trimaculatus_E00865	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Dasycottus_setiger_E00288	Dasycottus_setiger_E00288	Clade42	Psychrolutidae	Perciformes
Datnioides_microlepis_N14199	Datnioides_microlepis_N14199	Clade42	Datnioididae	Lobotiformes
Decapterus_macarellus_E00212	Decapterus_macarellus_E00212	Clade40	Carangidae	Carangiformes
Decapterus_punctatus_E00671	Decapterus_punctatus_E00671	Clade40	Carangidae	Carangiformes
Decodon_puellaris_E00620	Decodon_puellaris_E00620	Clade42	Labridae	Labriformes
Dendrochirus_zebra_E00897	Dendrochirus_zebra_E00897	Clade42	Scorpaenidae	Perciformes
Dentex_dentex_M01646	Dentex_dentex_M01646	Clade42	Sparidae	Spariformes
Denticeps_clupeoides_G01274	Denticeps_clupeoides_G01274	Clade08a	Denticipitidae	Clupeiformes
Denticetopsis_macilenta_P02_B09_RG63	Denticetopsis_macilenta_P02_B09_RG63	Clade14c	Cetopsidae	Siluriformes
Dermogenys_collettei_G01275	Dermogenys_collettei_G01275	Clade41	Zenarchopteridae	Beloniformes
Desmodema_polystictum_E00974	Desmodema_polystictum_E00974	Clade25	Trachipteridae	Lampriformes
Devario_aequipinnatus_I2555-MTD029	Devario_aequipinnatus_I2555-MTD029	Clade11d	Danionidae	Cypriniformes
Diademichthys_lineatus_G01276	Diademichthys_lineatus_G01276	Clade41	Gobiesocidae	Gobiesociformes
Diancistrus_sp_E00236	Diancistrus_sp_E00236	Clade34a	Dinematichthyidae	Ophidiiformes
Diaphus_rafinesquii_M22033	Diaphus_rafinesquii_M22033	Clade24	Myctophidae	Myctophiformes
Diaphus_sp_M35870	Diaphus_sp_M35870	Clade24	Myctophidae	Myctophiformes
Dibranchus_tremendus_E00975	Dibranchus_tremendus_E00975	Clade42	Ogcocephalidae	Lophiiformes
Dicentrarchus_labrax_E01132	Dicentrarchus_labrax_E01132	Clade42	Moronidae	Incertae sedis in Eupercaria
Dichistius_capensis_M01571	Dichistius_capensis_M01571	Clade42	Dichistiidae	Centrarchiformes
Dicrolene_introniger_E00480	Dicrolene_introniger_E00480	Clade34b	Ophidiidae	Ophidiiformes
Dinematichthys_iluocoeteoides_E00235	Dinematichthys_iluocoeteoides_E00235	Clade34a	Dinematichthyidae	Ophidiiformes
Diodon_holocanthus_E00312	Diodon_holocanthus_E00312	Clade42	Diodontidae	Tetraodontiformes
Diplacanthopoma_brachysoma_E00452	Diplacanthopoma_brachysoma_E00452	Clade34a	Bythitidae	Ophidiiformes
Diplacanthopoma_brunnea_N05377	Diplacanthopoma_brunnea_N05377	Clade34a	Bythitidae	Ophidiiformes
Diplectrum_bivittatum_E01008	Diplectrum_bivittatum_E01008	Clade42	Serranidae	Perciformes
Diplectrum_formosum_E01002	Diplectrum_formosum_E01002	Clade42	Serranidae	Perciformes
Diplodus_annularis_M01647	Diplodus_annularis_M01647	Clade42	Sparidae	Spariformes
Diplodus_bermudensis_M01648	Diplodus_bermudensis_M01648	Clade42	Sparidae	Spariformes
Diplodus_capensis_E00807	Diplodus_capensis_E00807	Clade42	Sparidae	Spariformes
Diplogrammus_goramensis	Diplogrammus_goramensis	Clade37	Callionymidae	Syngnathiformes
Diplomystes_nahuelbutaensis_P02_C05_RG81	Diplomystes_nahuelbutaensis_P02_C05_RG81	Clade14b	Diplomystidae	Siluriformes
Diplophos_taenia_E00492	Diplophos_taenia_E00492	Clade21	Gonostomatidae	Stomiatiformes
Diproctacanthus_xanthurus_G01278	Diproctacanthus_xanthurus_G01278	Clade42	Labridae	Labriformes
Diretmichthys_parini_E00472	Diretmichthys_parini_E00472	Clade31	Diretmidae	Trachichthyiformes
Diretmus_argenteus_E01114	Diretmus_argenteus_E01114	Clade31	Diretmidae	Trachichthyiformes
Discherodontus_ashmeadi_I2636-31	Discherodontus_ashmeadi_I2636-31	Clade11d	Cyprinidae	Cypriniformes
Dischistodus_perspicillatus_E00464	Dischistodus_perspicillatus_E00464	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Dissostichus_eleginoides_G01279	Dissostichus_eleginoides_G01279	Clade42	Nototheniidae	Perciformes
Distichodus_decemmaculatus_P3_H03_RG28	Distichodus_decemmaculatus_P3_H03_RG28	Clade12a	Distichodontidae	Characiformes
Distichodus_fasciolatus_P1_D06_RG50	Distichodus_fasciolatus_P1_D06_RG50	Clade12a	Distichodontidae	Characiformes
Distichodus_fasciolatus_P3_B01_RG54	Distichodus_fasciolatus_P3_B01_RG54	Clade12a	Distichodontidae	Characiformes
Dolopichthys_sp_E00484	Dolopichthys_sp_E00484	Clade42	Oneirodidae	Lophiiformes
Doras_micropoeus_P02_H09_RG83	Doras_micropoeus_P02_H09_RG83	Clade14c	Doradidae	Siluriformes
Dormitator_maculatus_E00169	Dormitator_maculatus_E00169	Clade38c	Eleotridae	Gobiiformes
Dorosoma_cepedianum_E01016	Dorosoma_cepedianum_E01016	Clade08b	Clupeidae	Clupeiformes
Doryichthys_boaja	Doryichthys_boaja	Clade37	Syngnathidae	Syngnathiformes
Doryichthys_martensii	Doryichthys_martensii	Clade37	Syngnathidae	Syngnathiformes
Doryrhamphus_excisus	Doryrhamphus_excisus	Clade37	Syngnathidae	Syngnathiformes
Doryrhamphus_janssi	Doryrhamphus_janssi	Clade37	Syngnathidae	Syngnathiformes
Draculo_mirabilis	Draculo_mirabilis	Clade37	Callionymidae	Syngnathiformes
Drepane_punctata_E00250	Drepane_punctata_E00250	Clade42	Drepaneidae	Ephippiformes
Duboisialestes_tumbensis_P3_D03_RG81	Duboisialestes_tumbensis_P3_D03_RG81	Clade12b	Alestidae	Characiformes
Dunckerocampus_boylei	Dunckerocampus_boylei	Clade37	Syngnathidae	Syngnathiformes
Dunckerocampus_dactyliophorus	Dunckerocampus_dactyliophorus	Clade37	Syngnathidae	Syngnathiformes
Dunckerocampus_pessuliferus	Dunckerocampus_pessuliferus	Clade37	Syngnathidae	Syngnathiformes
Echeneis_naucrates_E00615	Echeneis_naucrates_E00615	Clade40	Echeneidae	Carangiformes
Echeneis_neucratoides_E00245	Echeneis_neucratoides_E00245	Clade40	Echeneidae	Carangiformes
Echidna_nebulosa_rhodochilus_G01281	Echidna_nebulosa_rhodochilus_G01281	Clade06d	Muraenidae	Anguilliformes
Ecsenius_bicolor_E00984	Ecsenius_bicolor_E00984	Clade41	Blenniidae	Blenniiformes
Ecsenius_midas_E00934	Ecsenius_midas_E00934	Clade41	Blenniidae	Blenniiformes
Ecsenius_opsifrontalis_E00723	Ecsenius_opsifrontalis_E00723	Clade41	Blenniidae	Blenniiformes
Ecsenius_pardus_E00523	Ecsenius_pardus_E00523	Clade41	Blenniidae	Blenniiformes
Eigenmannia_virescens_P1_F12_RG66	Eigenmannia_virescens_P1_F12_RG66	Clade13	Sternopygidae	Gymnotiformes
Elacatinus_oceanops_E00108	Elacatinus_oceanops_E00108	Clade38c	Gobiidae	Gobiiformes
Elagatis_bipinnulata_E00841	Elagatis_bipinnulata_E00841	Clade40	Carangidae	Carangiformes
Elassoma_evergladei_E00146	Elassoma_evergladei_E00146	Clade42	Elassomatidae	Centrarchiformes
Elassoma_okefenokee_G01283	Elassoma_okefenokee_G01283	Clade42	Elassomatidae	Centrarchiformes
Elassoma_zonatum_G01284	Elassoma_zonatum_G01284	Clade42	Elassomatidae	Centrarchiformes
Electrona_antarctica_M22055	Electrona_antarctica_M22055	Clade24	Myctophidae	Myctophiformes
Electrophorus_electricus_P1_E08_RG04	Electrophorus_electricus_P1_E08_RG04	Clade13	Gymnotidae	Gymnotiformes
Eleginops_maclovinus_G01286	Eleginops_maclovinus_G01286	Clade42	Eleginopsidae	Perciformes
Eleotris_acanthopoma_pisonis_E00741	Eleotris_acanthopoma_pisonis_E00741	Clade38c	Eleotridae	Gobiiformes
Eleutheronema_rhadinum_N26015	Eleutheronema_rhadinum_N26015	Clade40	Polynemidae	Incertae sedis in Carangaria
Eleutheronema_tetradactylum_E01154	Eleutheronema_tetradactylum_E01154	Clade40	Polynemidae	Incertae sedis in Carangaria
Elopichthys_bambusa_I2593-59	Elopichthys_bambusa_I2593-59	Clade11d	Xenocyprididae	Cypriniformes
Elops_saurus_E00769	Elops_saurus_E00769	Clade06a	Elopidae	Elopiformes
Embassichthys_bathybius_E00064	Embassichthys_bathybius_E00064	Clade40	Pleuronectidae	Pleuronectiformes
Embiotoca_jacksoni_E00120	Embiotoca_jacksoni_E00120	Clade41	Embiotocidae	Incertae sedis in Ovalentaria
Embiotoca_lateralis_N14635	Embiotoca_lateralis_N14635	Clade41	Embiotocidae	Incertae sedis in Ovalentaria
Emblemaria_pandionis_E00310	Emblemaria_pandionis_E00310	Clade41	Chaenopsidae	Blenniiformes
Enchelyopus_cimbrius_E00369	Enchelyopus_cimbrius_E00369	Clade29	Gaidropsaridae	Gadiformes
Enchelyurus_flavipes_N04786	Enchelyurus_flavipes_N04786	Clade41	Blenniidae	Blenniiformes
Engraulis_mordax_eurystole_E00351	Engraulis_mordax_eurystole_E00351	Clade08b	Engraulidae	Clupeiformes
Enneacampus_ansorgii	Enneacampus_ansorgii	Clade37	Syngnathidae	Syngnathiformes
Enneanectes_altivelis_E00315	Enneanectes_altivelis_E00315	Clade41	Tripterygiidae	Blenniiformes
Enneanectes_boehlkei_E00305	Enneanectes_boehlkei_E00305	Clade41	Tripterygiidae	Blenniiformes
Enneapterygius_abeli_E00896	Enneapterygius_abeli_E00896	Clade41	Tripterygiidae	Blenniiformes
Enneapterygius_gruschkai_E00916	Enneapterygius_gruschkai_E00916	Clade41	Tripterygiidae	Blenniiformes
Enophrys_taurina_E00234	Enophrys_taurina_E00234	Clade42	Psychrolutidae	Perciformes
Enoplosus_armatus_G01287	Enoplosus_armatus_G01287	Clade42	Enoplosidae	Centrarchiformes
Entelurus_aequoreus	Entelurus_aequoreus	Clade37	Syngnathidae	Syngnathiformes
Entomacrodus_nigricans_E00297	Entomacrodus_nigricans_E00297	Clade41	Blenniidae	Blenniiformes
Entomacrodus_niuafoouensis_E00980	Entomacrodus_niuafoouensis_E00980	Clade41	Blenniidae	Blenniiformes
Entomacrodus_striatus_E00987	Entomacrodus_striatus_E00987	Clade41	Blenniidae	Blenniiformes
Eopsetta_jordani_E00444	Eopsetta_jordani_E00444	Clade40	Pleuronectidae	Pleuronectiformes
Epibulus_insidiator_E00879	Epibulus_insidiator_E00879	Clade42	Labridae	Labriformes
Epigonus_pandionis_E01019	Epigonus_pandionis_E01019	Clade42	Epigonidae	Pempheriformes
Epigonus_telescopus_E00652	Epigonus_telescopus_E00652	Clade42	Epigonidae	Pempheriformes
Epinephelus_maculatus_E00549	Epinephelus_maculatus_E00549	Clade42	Serranidae	Perciformes
Epinephelus_merra_E00552	Epinephelus_merra_E00552	Clade42	Serranidae	Perciformes
Erimonax_monachus_I2711-NCSM61165	Erimonax_monachus_I2711-NCSM61165	Clade11d	Leuciscidae	Cypriniformes
Erimystax_insignis_I2560-CKR1198	Erimystax_insignis_I2560-CKR1198	Clade11d	Leuciscidae	Cypriniformes
Erimyzon_oblongus_I2701-181	Erimyzon_oblongus_I2701-181	Clade11b	Catostomidae	Cypriniformes
Ernstichthys_sp_P1_E10_RG61	Ernstichthys_sp_P1_E10_RG61	Clade14c	Aspredinidae	Siluriformes
Erpetoichthys_calabaricus_G01288	Erpetoichthys_calabaricus_G01288	Clade02	Polypteridae	Polypteriformes
Erythrocles_schlegelii_E00954	Erythrocles_schlegelii_E00954	Clade42	Emmelichthyidae	Incertae sedis in Eupercaria
Erythrocles_scintillans_N14652	Erythrocles_scintillans_N14652	Clade42	Emmelichthyidae	Incertae sedis in Eupercaria
Esomus_danricus_I2613-99	Esomus_danricus_I2613-99	Clade11d	Danionidae	Cypriniformes
Esox_americanus_G01289	Esox_americanus_G01289	Clade18	Esocidae	Esociformes
Esox_lucius_E00688	Esox_lucius_E00688	Clade18	Esocidae	Esociformes
Etheostoma_atripinne_G01290	Etheostoma_atripinne_G01290	Clade42	Percidae	Perciformes
Etheostoma_juliae_E00168	Etheostoma_juliae_E00168	Clade42	Percidae	Perciformes
Etheostoma_simoterum_E00152	Etheostoma_simoterum_E00152	Clade42	Percidae	Perciformes
Etheostoma_vitreum_E00147	Etheostoma_vitreum_E00147	Clade42	Percidae	Perciformes
Etheostoma_zonale_E01111	Etheostoma_zonale_E01111	Clade42	Percidae	Perciformes
Etroplus_maculatus_E00133	Etroplus_maculatus_E00133	Clade41	Cichlidae	Cichliformes
Etropus_crossotus_E00647	Etropus_crossotus_E00647	Clade40	Cyclopsettidae	Pleuronectiformes
Etropus_microstomus_E00047	Etropus_microstomus_E00047	Clade40	Cyclopsettidae	Pleuronectiformes
Eucinostomus_argenteus_E00575	Eucinostomus_argenteus_E00575	Clade42	Gerreidae	Gerreiformes
Eucinostomus_gula_E00756	Eucinostomus_gula_E00756	Clade42	Gerreidae	Gerreiformes
Eucryphycus_californicus_E00327	Eucryphycus_californicus_E00327	Clade42	Zoarcidae	Perciformes
Eugerres_plumieri_G01291	Eugerres_plumieri_G01291	Clade42	Gerreidae	Gerreiformes
Eugnathichthys_macroterolepis_P3_F06_RG09	Eugnathichthys_macroterolepis_P3_F06_RG09	Clade12a	Distichodontidae	Characiformes
Eumicrotremus_orbis_E00270	Eumicrotremus_orbis_E00270	Clade42	Cyclopteridae	Perciformes
Eurypegasus_draconis	Eurypegasus_draconis	Clade37	Pegasidae	Syngnathiformes
Eurypharynx_pelecanoides_G01292	Eurypharynx_pelecanoides_G01292	Clade06d	Eurypharyngidae	Anguilliformes
Eustomias_polyaster_E00778	Eustomias_polyaster_E00778	Clade21	Stomiidae	Stomiatiformes
Euthynnus_affinis_E00830	Euthynnus_affinis_E00830	Clade36	Scombridae	Scombriformes
Euthynnus_alletteratus_E00696	Euthynnus_alletteratus_E00696	Clade36	Scombridae	Scombriformes
Eutropiichthys_murius_P1_C12_RG43	Eutropiichthys_murius_P1_C12_RG43	Clade14c	Ailiidae	Siluriformes
Evermannella_balbo_E00815	Evermannella_balbo_E00815	Clade23	Evermannellidae	Aulopiformes
Eviota_albolineata_E01041	Eviota_albolineata_E01041	Clade38c	Gobiidae	Gobiiformes
Eviota_prasites_E01044	Eviota_prasites_E01044	Clade38c	Gobiidae	Gobiiformes
Eviota_saipanensis_E00714	Eviota_saipanensis_E00714	Clade38c	Gobiidae	Gobiiformes
Evorthodus_lyricus_E00171	Evorthodus_lyricus_E00171	Clade38c	Gobiidae	Gobiiformes
Evoxymetopon_taeniatus_E00650	Evoxymetopon_taeniatus_E00650	Clade36	Trichiuridae	Scombriformes
Exocoetus_monocirrhus_E00403	Exocoetus_monocirrhus_E00403	Clade41	Exocoetidae	Beloniformes
Exodon_paradoxus_P1_A03_RG82	Exodon_paradoxus_P1_A03_RG82	Clade12b	Characidae	Characiformes
Exoglossum_maxillingua_I2561-CKR0949	Exoglossum_maxillingua_I2561-CKR0949	Clade11d	Leuciscidae	Cypriniformes
Farlowella_amazona_P02_H08_RG85	Farlowella_amazona_P02_H08_RG85	Clade14a	Loricariidae	Siluriformes
Festucalex_wassi	Festucalex_wassi	Clade37	Syngnathidae	Syngnathiformes
Fistularia_commersonii	Fistularia_commersonii	Clade37	Fistulariidae	Syngnathiformes
Fistularia_corneta	Fistularia_corneta	Clade37	Fistulariidae	Syngnathiformes
Fistularia_petimba	Fistularia_petimba	Clade37	Fistulariidae	Syngnathiformes
Fistularia_tabacaria	Fistularia_tabacaria	Clade37	Fistulariidae	Syngnathiformes
Floridichthys_carpio_E01063	Floridichthys_carpio_E01063	Clade41	Cyprinodontidae	Cyprinodontiformes
Foetorepus_agassizii	Foetorepus_agassizii	Clade37	Callionymidae	Syngnathiformes
Foetorepus_altivelis	Foetorepus_altivelis	Clade37	Callionymidae	Syngnathiformes
Forcipiger_flavissimus_E00562	Forcipiger_flavissimus_E00562	Clade42	Chaetodontidae	Chaetodontiformes
Fowleria_aurita_E01090	Fowleria_aurita_E01090	Clade38a	Apogonidae	Kurtiformes
Fowlerichthys_radiosus_E01124	Fowlerichthys_radiosus_E01124	Clade42	Antennariidae	Lophiiformes
Fundulus_blairae_E00130	Fundulus_blairae_E00130	Clade41	Fundulidae	Cyprinodontiformes
Fundulus_chrysotus_E00186	Fundulus_chrysotus_E00186	Clade41	Fundulidae	Cyprinodontiformes
Fundulus_heteroclitus_G01293	Fundulus_heteroclitus_G01293	Clade41	Fundulidae	Cyprinodontiformes
Fundulus_parvipinnis_E00389	Fundulus_parvipinnis_E00389	Clade41	Fundulidae	Cyprinodontiformes
Fusigobius_duospilus_E00863	Fusigobius_duospilus_E00863	Clade38c	Gobiidae	Gobiiformes
Fusigobius_inframaculatus_E01076	Fusigobius_inframaculatus_E01076	Clade38c	Gobiidae	Gobiiformes
Fusigobius_neophytus_E00733	Fusigobius_neophytus_E00733	Clade38c	Gobiidae	Gobiiformes
Gadomus_dispar_E00455	Gadomus_dispar_E00455	Clade29	Bathygadidae	Gadiformes
Gadopsis_marmoratus_E01144	Gadopsis_marmoratus_E01144	Clade42	Percichthyidae	Centrarchiformes
Gadus_chalcogrammus_E00434	Gadus_chalcogrammus_E00434	Clade29	Gadidae	Gadiformes
Gadus_morhua_E00375	Gadus_morhua_E00375	Clade29	Gadidae	Gadiformes
Gadus_ogac_E00470	Gadus_ogac_E00470	Clade29	Gadidae	Gadiformes
Gagata_cenia_P02_G03_RG22	Gagata_cenia_P02_G03_RG22	Clade14c	Sisoridae	Siluriformes
Gaidropsarus_argentatus_E00478	Gaidropsarus_argentatus_E00478	Clade29	Gaidropsaridae	Gadiformes
Gaidropsarus_ensis_E00784	Gaidropsarus_ensis_E00784	Clade29	Gaidropsaridae	Gadiformes
Galaxias_maculatus_G01294	Galaxias_maculatus_G01294	Clade17	Galaxiidae	Galaxiiformes
Galaxiella_nigrostriata_G01295	Galaxiella_nigrostriata_G01295	Clade17	Galaxiidae	Galaxiiformes
Gambusia_affinis_G01296	Gambusia_affinis_G01296	Clade41	Poeciliidae	Cyprinodontiformes
Garra_flavatra_I2607-32	Garra_flavatra_I2607-32	Clade11d	Cyprinidae	Cypriniformes
Garra_rufa_I2637-60	Garra_rufa_I2637-60	Clade11d	Cyprinidae	Cypriniformes
Garra_waterloti_I2609-89	Garra_waterloti_I2609-89	Clade11d	Cyprinidae	Cypriniformes
Gasterosteus_aculeatus_E01012	Gasterosteus_aculeatus_E01012	Clade42	Gasterosteidae	Perciformes
Gasterosteus_wheatlandi_N15128	Gasterosteus_wheatlandi_N15128	Clade42	Gasterosteidae	Perciformes
Gastropsetta_frontalis_E00640	Gastropsetta_frontalis_E00640	Clade40	Paralichthyidae	Pleuronectiformes
Gazza_minuta_G01298	Gazza_minuta_G01298	Clade42	Leiognathidae	Chaetodontiformes
Gempylus_serpens_E00693	Gempylus_serpens_E00693	Clade36	Gempylidae	Scombriformes
Genyonemus_lineatus_E00138	Genyonemus_lineatus_E00138	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Genypterus_blacodes_E00241	Genypterus_blacodes_E00241	Clade34b	Ophidiidae	Ophidiiformes
Gephyroberyx_darwinii_E00649	Gephyroberyx_darwinii_E00649	Clade31	Trachichthyidae	Trachichthyiformes
Gerres_cinereus_E00292	Gerres_cinereus_E00292	Clade42	Gerreidae	Gerreiformes
Gerres_longirostris_E00835	Gerres_longirostris_E00835	Clade42	Gerreidae	Gerreiformes
Gerres_oyena_E00823	Gerres_oyena_E00823	Clade42	Gerreidae	Gerreiformes
Gibbonsia_metzi_N09738	Gibbonsia_metzi_N09738	Clade41	Clinidae	Blenniiformes
Gigantactis_ios_E01053	Gigantactis_ios_E01053	Clade42	Gigantactinidae	Lophiiformes
Gigantactis_sp_N34852	Gigantactis_sp_N34852	Clade42	Gigantactinidae	Lophiiformes
Gigantactis_vanhoeffeni_E00177	Gigantactis_vanhoeffeni_E00177	Clade42	Gigantactinidae	Lophiiformes
Gigantura_chuni_E00818	Gigantura_chuni_E00818	Clade23	Giganturidae	Aulopiformes
Gigantura_indica_E00658	Gigantura_indica_E00658	Clade23	Giganturidae	Aulopiformes
Gila_nigrescens_I2707-188	Gila_nigrescens_I2707-188	Clade11d	Leuciscidae	Cypriniformes
Gillellus_semicinctus_G01299	Gillellus_semicinctus_G01299	Clade41	Dactyloscopidae	Blenniiformes
Girella_nigricans_mezina_E00197	Girella_nigricans_mezina_E00197	Clade42	Girellidae	Centrarchiformes
Glandulocauda_melanopleura_P3_H08_RG60	Glandulocauda_melanopleura_P3_H08_RG60	Clade12b	Characidae	Characiformes
Glanidium_leopardum_P02_C02_RG67	Glanidium_leopardum_P02_C02_RG67	Clade14c	Auchenipteridae	Siluriformes
Glaucosoma_buergeri_N15231	Glaucosoma_buergeri_N15231	Clade42	Glaucosomatidae	Pempheriformes
Glaucosoma_hebraicum_G01300	Glaucosoma_hebraicum_G01300	Clade42	Glaucosomatidae	Pempheriformes
Glyptocephalus_zachirus_E00416	Glyptocephalus_zachirus_E00416	Clade40	Pleuronectidae	Pleuronectiformes
Gnathanodon_speciosus_E00938	Gnathanodon_speciosus_E00938	Clade40	Carangidae	Carangiformes
Gnatholepis_anjerensis_E01075	Gnatholepis_anjerensis_E01075	Clade38c	Gobiidae	Gobiiformes
