items	name	Clade	Family	Order
Polymixia_lowei_E01025	Polymixia_lowei_E01025	Clade30	Polymixiidae	Polymixiiformes
Polyodon_spathula_G01445	Polyodon_spathula_G01445	Clade03	Polyodontidae	Acipenseriformes
Polyprion_americanus_E00242	Polyprion_americanus_E00242	Clade42	Polyprionidae	Pempheriformes
Polyprion_oxygeneios_M01632	Polyprion_oxygeneios_M01632	Clade42	Polyprionidae	Pempheriformes
Polypterus_ornatipinnis_G01447	Polypterus_ornatipinnis_G01447	Clade02	Polypteridae	Polypteriformes
Polypterus_senegalus_G01446	Polypterus_senegalus_G01446	Clade02	Polypteridae	Polypteriformes
Pomacanthus_arcuatus_E00754	Pomacanthus_arcuatus_E00754	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Pomacanthus_imperator_E00710	Pomacanthus_imperator_E00710	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Pomacanthus_semicirculatus_E00849	Pomacanthus_semicirculatus_E00849	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Pomacanthus_zonipectus_G01448	Pomacanthus_zonipectus_G01448	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Pomacentrus_brachialis_E00239	Pomacentrus_brachialis_E00239	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Pomacentrus_pavo_E00729	Pomacentrus_pavo_E00729	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Pomacentrus_spilotoceps_E00557	Pomacentrus_spilotoceps_E00557	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Pomachromis_richardsoni_E00559	Pomachromis_richardsoni_E00559	Clade41	Pomacentridae	Incertae sedis in Ovalentaria
Pomadasys_corvinaeformis_E00761	Pomadasys_corvinaeformis_E00761	Clade42	Haemulidae	Lutjaniformes
Pomatomus_saltatrix_E00516	Pomatomus_saltatrix_E00516	Clade36	Pomatomidae	Scombriformes
Pomoxis_nigromaculatus_E00131	Pomoxis_nigromaculatus_E00131	Clade42	Centrarchidae	Centrarchiformes
Pontinus_longispinis_E01010	Pontinus_longispinis_E01010	Clade42	Scorpaenidae	Perciformes
Pontinus_rathbuni_E00463	Pontinus_rathbuni_E00463	Clade42	Scorpaenidae	Perciformes
Porcostoma_dentata_M01654	Porcostoma_dentata_M01654	Clade42	Sparidae	Spariformes
Porichthys_notatus_E00058	Porichthys_notatus_E00058	Clade35	Batrachoididae	Batrachoidiformes
Porichthys_plectrodon_E00590	Porichthys_plectrodon_E00590	Clade35	Batrachoididae	Batrachoidiformes
Poroclinus_rothrocki_E00431	Poroclinus_rothrocki_E00431	Clade42	Stichaeidae	Perciformes
Poromitra_crassiceps_E01061	Poromitra_crassiceps_E01061	Clade32a	Melamphaidae	Beryciformes
Poropuntius_normani_I2714-36	Poropuntius_normani_I2714-36	Clade11d	Cyprinidae	Cypriniformes
Praealticus_caesius_E00329	Praealticus_caesius_E00329	Clade41	Blenniidae	Blenniiformes
Priacanthus_arenatus_E00618	Priacanthus_arenatus_E00618	Clade42	Priacanthidae	Priacanthiformes
Priolepis_cincta_E01077	Priolepis_cincta_E01077	Clade38c	Gobiidae	Gobiiformes
Priolepis_hipoliti_E00106	Priolepis_hipoliti_E00106	Clade38c	Gobiidae	Gobiiformes
Prionobrama_filigera_P02_G06_RG14	Prionobrama_filigera_P02_G06_RG14	Clade12b	Characidae	Characiformes
Prionotus_carolinus_E00340	Prionotus_carolinus_E00340	Clade42	Triglidae	Perciformes
Prionotus_evolans_E01021	Prionotus_evolans_E01021	Clade42	Triglidae	Perciformes
Prionotus_stephanophrys_E00328	Prionotus_stephanophrys_E00328	Clade42	Triglidae	Perciformes
Pristiapogon_exostigma_E00702	Pristiapogon_exostigma_E00702	Clade38a	Apogonidae	Kurtiformes
Pristigenys_alta_E00252	Pristigenys_alta_E00252	Clade42	Priacanthidae	Priacanthiformes
Pristipomoides_aquilonaris_E00594	Pristipomoides_aquilonaris_E00594	Clade42	Lutjanidae	Lutjaniformes
Pristipomoides_auricilla_E00746	Pristipomoides_auricilla_E00746	Clade42	Lutjanidae	Lutjaniformes
Pristobrycon_striolatus_P02_B07_RG29	Pristobrycon_striolatus_P02_B07_RG29	Clade12b	Serrasalmidae	Characiformes
Pristolepis_fasciata_N26580	Pristolepis_fasciata_N26580	Clade39a	Pristolepididae	Anabantiformes
Pristolepis_sp_N36627	Pristolepis_sp_N36627	Clade39a	Pristolepididae	Anabantiformes
Probarbus_jullieni_I2672-145	Probarbus_jullieni_I2672-145	Clade11d	Cyprinidae	Cypriniformes
Prochilodus_scrophus_P1_E04_RG21	Prochilodus_scrophus_P1_E04_RG21	Clade12b	Prochilodontidae	Characiformes
Prodontocharax_alleni_P02_C10_RG47	Prodontocharax_alleni_P02_C10_RG47	Clade12b	Characidae	Characiformes
Prognathodes_aya_aculeatus_E00632	Prognathodes_aya_aculeatus_E00632	Clade42	Chaetodontidae	Chaetodontiformes
Prognichthys_brevipinnis_E00400	Prognichthys_brevipinnis_E00400	Clade41	Exocoetidae	Beloniformes
Pronotogrammus_martinicensis_E00636	Pronotogrammus_martinicensis_E00636	Clade42	Serranidae	Perciformes
Protomyctophum_choriodon_M22162	Protomyctophum_choriodon_M22162	Clade24	Myctophidae	Myctophiformes
Protopterus_aethiopicus_annectens_G01451	Protopterus_aethiopicus_annectens_G01451	Clade01b	Protopteridae	Ceratodontiformes
Psammogobius_biocellatus_E00740	Psammogobius_biocellatus_E00740	Clade38c	Gobiidae	Gobiiformes
Psammoperca_waigiensis_E01148	Psammoperca_waigiensis_E01148	Clade40	Centropomidae	Incertae sedis in Carangaria
Psectrogaster_ciliata_P3_F02_RG80	Psectrogaster_ciliata_P3_F02_RG80	Clade12b	Curimatidae	Characiformes
Psenes_cyanophrys_E00666	Psenes_cyanophrys_E00666	Clade36	Nomeidae	Scombriformes
Psenes_maculatus_N23089	Psenes_maculatus_N23089	Clade36	Nomeidae	Scombriformes
Psettichthys_melanostictus_E00025	Psettichthys_melanostictus_E00025	Clade40	Pleuronectidae	Pleuronectiformes
Psettina_tosana_E00083	Psettina_tosana_E00083	Clade40	Bothidae	Pleuronectiformes
Psettodes_belcheri_E01180	Psettodes_belcheri_E01180	Clade40	Psettodidae	Pleuronectiformes
Psettodes_erumei_E01165	Psettodes_erumei_E01165	Clade40	Psettodidae	Pleuronectiformes
Pseudaesopia_japonica_E00081	Pseudaesopia_japonica_E00081	Clade40	Soleidae	Pleuronectiformes
Pseudamia_gelatinosa_E00568	Pseudamia_gelatinosa_E00568	Clade38a	Apogonidae	Kurtiformes
Pseudancistrus_nigrescens_P3_D06_RG17	Pseudancistrus_nigrescens_P3_D06_RG17	Clade14a	Loricariidae	Siluriformes
Pseudanos_winterbottomi_P1_H07_RG01	Pseudanos_winterbottomi_P1_H07_RG01	Clade12b	Anostomidae	Characiformes
Pseudanthias_pascalus_G01452	Pseudanthias_pascalus_G01452	Clade42	Serranidae	Perciformes
Pseudanthias_squamipinnis_E00860	Pseudanthias_squamipinnis_E00860	Clade42	Serranidae	Perciformes
Pseudaphritis_urvillii_G01453	Pseudaphritis_urvillii_G01453	Clade42	Pseudaphritidae	Perciformes
Pseudobalistes_flavimarginatus_N04225	Pseudobalistes_flavimarginatus_N04225	Clade42	Balistidae	Tetraodontiformes
Pseudobalistes_fuscus_E00524	Pseudobalistes_fuscus_E00524	Clade42	Balistidae	Tetraodontiformes
Pseudocheilinus_evanidus_E00944	Pseudocheilinus_evanidus_E00944	Clade42	Labridae	Labriformes
Pseudocheilinus_hexataenia_E00945	Pseudocheilinus_hexataenia_E00945	Clade42	Labridae	Labriformes
Pseudochromis_cyanotaenia_E00706	Pseudochromis_cyanotaenia_E00706	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria
Pseudochromis_fridmani_N26709	Pseudochromis_fridmani_N26709	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria
Pseudochromis_jamesi_E00535	Pseudochromis_jamesi_E00535	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria
Pseudocorypoma_doriae_P3_B08_RG90	Pseudocorypoma_doriae_P3_B08_RG90	Clade12b	Characidae	Characiformes
Pseudogastromyzon_myersi_I2628-10	Pseudogastromyzon_myersi_I2628-10	Clade11c	Gastromyzontidae	Cypriniformes
Pseudogramma_polyacantha_E00852	Pseudogramma_polyacantha_E00852	Clade42	Serranidae	Perciformes
Pseudolais_pleurotaenia_P02_E01_RG48	Pseudolais_pleurotaenia_P02_E01_RG48	Clade14c	Pangasiidae	Siluriformes
Pseudomugil_gertrudae_E00182	Pseudomugil_gertrudae_E00182	Clade41	Pseudomugilidae	Atheriniformes
Pseudomugil_signifer_E00184	Pseudomugil_signifer_E00184	Clade41	Pseudomugilidae	Atheriniformes
Pseudoplatystoma_fasciatum_P1_D08_RG80	Pseudoplatystoma_fasciatum_P1_D08_RG80	Clade14c	Pimelodidae	Siluriformes
Pseudoplesiops_revellei_E00745	Pseudoplesiops_revellei_E00745	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria
Pseudopleuronectes_americanus_E00035	Pseudopleuronectes_americanus_E00035	Clade40	Pleuronectidae	Pleuronectiformes
Pseudorasbora_parva_I2686-163	Pseudorasbora_parva_I2686-163	Clade11d	Gobionidae	Cypriniformes
Pseudorhombus_pentophthalmus_E00077	Pseudorhombus_pentophthalmus_E00077	Clade40	Paralichthyidae	Pleuronectiformes
Pseudostegophilus_nemurus_P02_G04_RG10	Pseudostegophilus_nemurus_P02_G04_RG10	Clade14a	Trichomycteridae	Siluriformes
Pseudotrichonotus_altivelis_G01456	Pseudotrichonotus_altivelis_G01456	Clade23	Pseudotrichonotidae	Aulopiformes
Pseudupeneus_grandisquamis	Pseudupeneus_grandisquamis	Clade37	Mullidae	Syngnathiformes
Pseudupeneus_maculatus	Pseudupeneus_maculatus	Clade37	Mullidae	Syngnathiformes
Psychrolutes_phrictus_E00276	Psychrolutes_phrictus_E00276	Clade42	Psychrolutidae	Perciformes
Pteraclis_aesticola_N05223	Pteraclis_aesticola_N05223	Clade36	Bramidae	Scombriformes
Pteragogus_enneacanthus_G01457	Pteragogus_enneacanthus_G01457	Clade42	Labridae	Labriformes
Pterapogon_kauderni_E00190	Pterapogon_kauderni_E00190	Clade38a	Apogonidae	Kurtiformes
Ptereleotris_evides_E00565	Ptereleotris_evides_E00565	Clade38c	Gobiidae	Gobiiformes
Ptereleotris_microlepis_E00554	Ptereleotris_microlepis_E00554	Clade38c	Gobiidae	Gobiiformes
Pterocaesio_pisang_N01547	Pterocaesio_pisang_N01547	Clade42	Lutjanidae	Lutjaniformes
Pterocaesio_tile_E00961	Pterocaesio_tile_E00961	Clade42	Lutjanidae	Lutjaniformes
Pterois_antennata_E00705	Pterois_antennata_E00705	Clade42	Scorpaenidae	Perciformes
Pterois_miles_E00882	Pterois_miles_E00882	Clade42	Scorpaenidae	Perciformes
Pterois_radiata_E00850	Pterois_radiata_E00850	Clade42	Scorpaenidae	Perciformes
Pterycombus_brama_E00996	Pterycombus_brama_E00996	Clade36	Bramidae	Scombriformes
Pterygotrigla_hemisticta_N31939	Pterygotrigla_hemisticta_N31939	Clade42	Triglidae	Perciformes
Ptychocheilus_oregonensis_I2583-AUF0202	Ptychocheilus_oregonensis_I2583-AUF0202	Clade11d	Leuciscidae	Cypriniformes
Ptychochromis_grandidieri_G01459	Ptychochromis_grandidieri_G01459	Clade41	Cichlidae	Cichliformes
Pundamilia_nyererei_G01521	Pundamilia_nyererei_G01521	Clade41	Cichlidae	Cichliformes
Pungitius_pungitius_G01460	Pungitius_pungitius_G01460	Clade42	Gasterosteidae	Perciformes
Pungtungia_herzi2_I2687-164	Pungtungia_herzi2_I2687-164	Clade11d	Gobionidae	Cypriniformes
Puntius_fasciatus_I2594-11	Puntius_fasciatus_I2594-11	Clade11d	Cyprinidae	Cypriniformes
Puntius_filamentosus_I2645-125	Puntius_filamentosus_I2645-125	Clade11d	Cyprinidae	Cypriniformes
Puntius_nigrofasciatus_I2646-126	Puntius_nigrofasciatus_I2646-126	Clade11d	Cyprinidae	Cypriniformes
Puntius_sophore_I2713-49	Puntius_sophore_I2713-49	Clade11d	Cyprinidae	Cypriniformes
Pygocentrus_nattereri_P1_E03_RG87	Pygocentrus_nattereri_P1_E03_RG87	Clade12b	Serrasalmidae	Characiformes
Pygoplites_diacanthus_E00534	Pygoplites_diacanthus_E00534	Clade42	Pomacanthidae	Incertae sedis in Eupercaria
Pyramodon_ventralis_N06013	Pyramodon_ventralis_N06013	Clade34b	Ophidiidae	Ophidiiformes
Pyrrhulina_filamentosa_P1_F05_RG92	Pyrrhulina_filamentosa_P1_F05_RG92	Clade12b	Lebiasinidae	Characiformes
Rachycentron_canadum_E00468	Rachycentron_canadum_E00468	Clade40	Rachycentridae	Carangiformes
Radulinus_asprellus_E00429	Radulinus_asprellus_E00429	Clade42	Psychrolutidae	Perciformes
Raiamas_senegalensis_I2722-AUF5433	Raiamas_senegalensis_I2722-AUF5433	Clade11d	Danionidae	Cypriniformes
Ranzania_laevis_G01463	Ranzania_laevis_G01463	Clade42	Molidae	Tetraodontiformes
Rasbora_borapetensis_I2554-MTD027	Rasbora_borapetensis_I2554-MTD027	Clade11d	Danionidae	Cypriniformes
Rasbora_pauciperforata_I2721-MTD031	Rasbora_pauciperforata_I2721-MTD031	Clade11d	Danionidae	Cypriniformes
Rasbora_rubrodorsalis_I2635-30	Rasbora_rubrodorsalis_I2635-30	Clade11d	Danionidae	Cypriniformes
Rastrinus_scutiger_E00256	Rastrinus_scutiger_E00256	Clade42	Psychrolutidae	Perciformes
Rathbunella_hypoplecta_E00128	Rathbunella_hypoplecta_E00128	Clade42	Bathymasteridae	Perciformes
Regalecus_glesne_E00811	Regalecus_glesne_E00811	Clade25	Regalecidae	Lampriformes
Regalecus_russelii_G01464	Regalecus_russelii_G01464	Clade25	Regalecidae	Lampriformes
Remora_osteochir_australis_E00503	Remora_osteochir_australis_E00503	Clade40	Echeneidae	Carangiformes
Repomucenus_belcheri	Repomucenus_belcheri	Clade37	Callionymidae	Syngnathiformes
Repomucenus_calcaratus	Repomucenus_calcaratus	Clade37	Callionymidae	Syngnathiformes
Repomucenus_curvicornis	Repomucenus_curvicornis	Clade37	Callionymidae	Syngnathiformes
Repomucenus_limiceps	Repomucenus_limiceps	Clade37	Callionymidae	Syngnathiformes
Repomucenus_lunatus	Repomucenus_lunatus	Clade37	Callionymidae	Syngnathiformes
Retropinna_semoni_G01465	Retropinna_semoni_G01465	Clade20	Retropinnidae	Osmeriformes
Rhabdalestes_septentrionalis_P3_E01_RG70	Rhabdalestes_septentrionalis_P3_E01_RG70	Clade12b	Alestidae	Characiformes
Rhabdamia_cypselura_E01095	Rhabdamia_cypselura_E01095	Clade38a	Apogonidae	Kurtiformes
Rhabdolichops_jegui_P02_H05_RG15	Rhabdolichops_jegui_P02_H05_RG15	Clade13	Sternopygidae	Gymnotiformes
Rhabdosargus_haffara_M01655	Rhabdosargus_haffara_M01655	Clade42	Sparidae	Spariformes
Rhacochilus_vacca_E00124	Rhacochilus_vacca_E00124	Clade41	Embiotocidae	Incertae sedis in Ovalentaria
Rhadinesthes_decimus_E00812	Rhadinesthes_decimus_E00812	Clade21	Stomiidae	Stomiatiformes
Rhadinocentrus_ornatus_E00183	Rhadinocentrus_ornatus_E00183	Clade41	Melanotaeniidae	Atheriniformes
Rhamdella_leptosoma_P1_A12_RG23	Rhamdella_leptosoma_P1_A12_RG23	Clade14c	Heptapteridae	Siluriformes
Rhamdia_quelen_P1_A11_RG25	Rhamdia_quelen_P1_A11_RG25	Clade14c	Heptapteridae	Siluriformes
Rhamphichthys_rostratus_P1_B12_RG75	Rhamphichthys_rostratus_P1_B12_RG75	Clade13	Rhamphichthyidae	Gymnotiformes
Rheocles_wrightae_G01467	Rheocles_wrightae_G01467	Clade41	Bedotiidae	Atheriniformes
Rhinecanthus_aculeatus_E00735	Rhinecanthus_aculeatus_E00735	Clade42	Balistidae	Tetraodontiformes
Rhinecanthus_assasi_E00381	Rhinecanthus_assasi_E00381	Clade42	Balistidae	Tetraodontiformes
Rhinecanthus_verrucosus_N04231	Rhinecanthus_verrucosus_N04231	Clade42	Balistidae	Tetraodontiformes
Rhinesomus_triqueter_G01469	Rhinesomus_triqueter_G01469	Clade42	Ostraciidae	Tetraodontiformes
Rhinichthys_atratulus_I2571-CKR0174	Rhinichthys_atratulus_I2571-CKR0174	Clade11d	Leuciscidae	Cypriniformes
Rhinodoras_armbrusteri_P02_H06_RG49	Rhinodoras_armbrusteri_P02_H06_RG49	Clade14c	Doradidae	Siluriformes
Rhinogobio_typus_I2604-73	Rhinogobio_typus_I2604-73	Clade11d	Gobionidae	Cypriniformes
Rhinoliparis_barbulifer_E00262	Rhinoliparis_barbulifer_E00262	Clade42	Liparidae	Perciformes
Rhomboplites_aurorubens_E00593	Rhomboplites_aurorubens_E00593	Clade42	Lutjanidae	Lutjaniformes
Rhombosolea_leporina_E01166	Rhombosolea_leporina_E01166	Clade40	Rhombosoleidae	Pleuronectiformes
Rhombosolea_plebeia_E01167	Rhombosolea_plebeia_E01167	Clade40	Rhombosoleidae	Pleuronectiformes
Rhombosolea_tapirina_E01168	Rhombosolea_tapirina_E01168	Clade40	Rhombosoleidae	Pleuronectiformes
Richardsonius_balteatus_I2581-AUF0166	Richardsonius_balteatus_I2581-AUF0166	Clade11d	Leuciscidae	Cypriniformes
Risor_ruber_E00107	Risor_ruber_E00107	Clade38c	Gobiidae	Gobiiformes
Roeboexodon_guyanensis_P02_G09_RG41	Roeboexodon_guyanensis_P02_G09_RG41	Clade12b	Characidae	Characiformes
Roeboides_descalvadensis_P3_G04_RG35	Roeboides_descalvadensis_P3_G04_RG35	Clade12b	Characidae	Characiformes
Rogadius_asper_N25418	Rogadius_asper_N25418	Clade42	Platycephalidae	Perciformes
Rohtee_ogilbii_I2688-165	Rohtee_ogilbii_I2688-165	Clade11d	Cyprinidae	Cypriniformes
Romanichthys_valsanicola_E00143	Romanichthys_valsanicola_E00143	Clade42	Percidae	Perciformes
Romanogobio_albipinnatus_I2699-178	Romanogobio_albipinnatus_I2699-178	Clade11d	Gobionidae	Cypriniformes
Rondeletia_bicolor_E01059	Rondeletia_bicolor_E01059	Clade32b	Rondeletiidae	Beryciformes
Rondeletia_loricata_E01058	Rondeletia_loricata_E01058	Clade32b	Rondeletiidae	Beryciformes
Rouleina_attrita_E00977	Rouleina_attrita_E00977	Clade09	Alepocephalidae	Alepocephaliformes
Rutilus_rutilus_I2700-179	Rutilus_rutilus_I2700-179	Clade11d	Leuciscidae	Cypriniformes
Ruvettus_pretiosus_E00226	Ruvettus_pretiosus_E00226	Clade36	Gempylidae	Scombriformes
Rynchodoras_woodsi_P1_D12_RG09	Rynchodoras_woodsi_P1_D12_RG09	Clade14c	Doradidae	Siluriformes
Rypticus_saponaceus_E00764	Rypticus_saponaceus_E00764	Clade42	Serranidae	Perciformes
Rypticus_subbifrenatus_E00347	Rypticus_subbifrenatus_E00347	Clade42	Serranidae	Perciformes
Saccopharynx_ampullaceus_E01001	Saccopharynx_ampullaceus_E01001	Clade06d	Saccopharyngidae	Anguilliformes
Sagamichthys_abei_E00366	Sagamichthys_abei_E00366	Clade09	Platytroctidae	Alepocephaliformes
Salanx_cuvieri_G01472	Salanx_cuvieri_G01472	Clade20	Salangidae	Osmeriformes
Salarias_fasciatus_E00988	Salarias_fasciatus_E00988	Clade41	Blenniidae	Blenniiformes
Salmo_salar_G01522	Salmo_salar_G01522	Clade19	Salmonidae	Salmoniformes
Salmostoma_phulo_I2664-100	Salmostoma_phulo_I2664-100	Clade11d	Danionidae	Cypriniformes
Salvelinus_alpinus_G01473	Salvelinus_alpinus_G01473	Clade19	Salmonidae	Salmoniformes
Samariscus_japonicus_E00072	Samariscus_japonicus_E00072	Clade40	Samaridae	Pleuronectiformes
Samariscus_latus_N27771	Samariscus_latus_N27771	Clade40	Samaridae	Pleuronectiformes
Samariscus_xenicus_E00078	Samariscus_xenicus_E00078	Clade40	Samaridae	Pleuronectiformes
Sander_vitreus_E01109	Sander_vitreus_E01109	Clade42	Percidae	Perciformes
Sanopus_sp_E00009	Sanopus_sp_E00009	Clade35	Batrachoididae	Batrachoidiformes
Sarda_sarda_E00243	Sarda_sarda_E00243	Clade36	Scombridae	Scombriformes
Sargocentron_caudimaculatum_E01071	Sargocentron_caudimaculatum_E01071	Clade33	Holocentridae	Holocentriformes
Sargocentron_cornutum_G01474	Sargocentron_cornutum_G01474	Clade33	Holocentridae	Holocentriformes
Sargocentron_coruscum_E00105	Sargocentron_coruscum_E00105	Clade33	Holocentridae	Holocentriformes
Sargocentron_diadema_E01082	Sargocentron_diadema_E01082	Clade33	Holocentridae	Holocentriformes
Sargocentron_tiere_E01105	Sargocentron_tiere_E01105	Clade33	Holocentridae	Holocentriformes
Sargocentron_vexillarium_E00101	Sargocentron_vexillarium_E00101	Clade33	Holocentridae	Holocentriformes
Sarpa_salpa_E00806	Sarpa_salpa_E00806	Clade42	Sparidae	Spariformes
Sarritor_frenatus_E00264	Sarritor_frenatus_E00264	Clade42	Agonidae	Perciformes
Sarritor_leptorhynchus_E00254	Sarritor_leptorhynchus_E00254	Clade42	Agonidae	Perciformes
Saurida_gracilis_E00703	Saurida_gracilis_E00703	Clade23	Synodontidae	Aulopiformes
Saurida_undosquamis_G01475	Saurida_undosquamis_G01475	Clade23	Synodontidae	Aulopiformes
Sawbwa_resplendens_I2639-63	Sawbwa_resplendens_I2639-63	Clade11d	Cyprinidae	Cypriniformes
Scaphirhynchus_albus_G01476	Scaphirhynchus_albus_G01476	Clade03	Acipenseridae	Acipenseriformes
Scaphirhynchus_platorynchus_G01477	Scaphirhynchus_platorynchus_G01477	Clade03	Acipenseridae	Acipenseriformes
Scarus_ghobban_E00878	Scarus_ghobban_E00878	Clade42	Labridae	Labriformes
Scarus_globiceps_N27829	Scarus_globiceps_N27829	Clade42	Labridae	Labriformes
Scarus_iseri_E00013	Scarus_iseri_E00013	Clade42	Labridae	Labriformes
Scarus_niger_E00875	Scarus_niger_E00875	Clade42	Labridae	Labriformes
Scarus_quoyi_E00872	Scarus_quoyi_E00872	Clade42	Labridae	Labriformes
Scarus_rubroviolaceus_E00874	Scarus_rubroviolaceus_E00874	Clade42	Labridae	Labriformes
Scatophagus_argus_E00051	Scatophagus_argus_E00051	Clade42	Scatophagidae	Incertae sedis in Eupercaria
Schismatorhynchos_nukta_I2590-64	Schismatorhynchos_nukta_I2590-64	Clade11d	Cyprinidae	Cypriniformes
Schistura_fasciolata_I2662-94	Schistura_fasciolata_I2662-94	Clade11c	Nemacheilidae	Cypriniformes
Schizodon_vittatus_P1_E01_RG48	Schizodon_vittatus_P1_E01_RG48	Clade12b	Anostomidae	Characiformes
Schizothorax_dulongensis_I2695-174	Schizothorax_dulongensis_I2695-174	Clade11d	Cyprinidae	Cypriniformes
Sciaenops_ocellatus_E01055	Sciaenops_ocellatus_E01055	Clade42	Sciaenidae	Incertae sedis in Eupercaria
Scolopsis_bilineata_E00028	Scolopsis_bilineata_E00028	Clade42	Nemipteridae	Spariformes
Scolopsis_frenata_E00911	Scolopsis_frenata_E00911	Clade42	Nemipteridae	Spariformes
Scolopsis_margaritifera_G01478	Scolopsis_margaritifera_G01478	Clade42	Nemipteridae	Spariformes
Scomber_japonicus_E00247	Scomber_japonicus_E00247	Clade36	Scombridae	Scombriformes
Scomber_scombrus_E00626	Scomber_scombrus_E00626	Clade36	Scombridae	Scombriformes
Scomberesox_saurus_E00404	Scomberesox_saurus_E00404	Clade41	Belonidae	Beloniformes
Scomberoides_lysan_E00738	Scomberoides_lysan_E00738	Clade40	Carangidae	Carangiformes
Scomberomorus_maculatus_sp_E00631	Scomberomorus_maculatus_sp_E00631	Clade36	Scombridae	Scombriformes
Scomberomorus_regalis_commerson_E00694	Scomberomorus_regalis_commerson_E00694	Clade36	Scombridae	Scombriformes
Scombrolabrax_heterolepis_E00976	Scombrolabrax_heterolepis_E00976	Clade36	Scombrolabracidae	Scombriformes
Scopaeocharax_sp_P3_E08_RG50	Scopaeocharax_sp_P3_E08_RG50	Clade12b	Characidae	Characiformes
Scopelarchus_sp_E00493	Scopelarchus_sp_E00493	Clade23	Scopelarchidae	Aulopiformes
Scopelengys_sp_M35984	Scopelengys_sp_M35984	Clade24	Neoscopelidae	Myctophiformes
Scopelengys_tristis_G01479	Scopelengys_tristis_G01479	Clade24	Neoscopelidae	Myctophiformes
Scopeloberyx_sp_M35693	Scopeloberyx_sp_M35693	Clade32a	Melamphaidae	Beryciformes
Scopelogadus_beanii_E00670	Scopelogadus_beanii_E00670	Clade32a	Melamphaidae	Beryciformes
Scopelosaurus_lepidus_E00479	Scopelosaurus_lepidus_E00479	Clade23	Notosudidae	Aulopiformes
Scophthalmus_aquosus_E00039	Scophthalmus_aquosus_E00039	Clade40	Scophthalmidae	Pleuronectiformes
Scophthalmus_maximus_E01161	Scophthalmus_maximus_E01161	Clade40	Scophthalmidae	Pleuronectiformes
Scorpaena_agassizii_E01038	Scorpaena_agassizii_E01038	Clade42	Scorpaenidae	Perciformes
Scorpaena_brasiliensis_E00759	Scorpaena_brasiliensis_E00759	Clade42	Scorpaenidae	Perciformes
Scorpaena_dispar_E00512	Scorpaena_dispar_E00512	Clade42	Scorpaenidae	Perciformes
Scorpaena_guttata_E00291	Scorpaena_guttata_E00291	Clade42	Scorpaenidae	Perciformes
Scorpaenichthys_marmoratus_E00232	Scorpaenichthys_marmoratus_E00232	Clade42	Scorpaenichthyidae	Perciformes
Scorpaenodes_albaiensis_E00532	Scorpaenodes_albaiensis_E00532	Clade42	Scorpaenidae	Perciformes
Scorpaenodes_guamensis_E00870	Scorpaenodes_guamensis_E00870	Clade42	Scorpaenidae	Perciformes
Scorpaenopsis_longispina_E00903	Scorpaenopsis_longispina_E00903	Clade42	Scorpaenidae	Perciformes
Scorpaenopsis_oxycephala_E00581	Scorpaenopsis_oxycephala_E00581	Clade42	Scorpaenidae	Perciformes
Scorpiodoras_sp_P02_A06_RG74	Scorpiodoras_sp_P02_A06_RG74	Clade14c	Doradidae	Siluriformes
Scortum_barcoo_G01480	Scortum_barcoo_G01480	Clade42	Terapontidae	Centrarchiformes
Searsia_koefoedi_G01481	Searsia_koefoedi_G01481	Clade09	Platytroctidae	Alepocephaliformes
Sebastapistes_cyanostigma_E00888	Sebastapistes_cyanostigma_E00888	Clade42	Scorpaenidae	Perciformes
Sebastes_aurora_E00349	Sebastes_aurora_E00349	Clade42	Sebastidae	Perciformes
Sebastes_diploproa_E00432	Sebastes_diploproa_E00432	Clade42	Sebastidae	Perciformes
Sebastes_fasciatus_G01482	Sebastes_fasciatus_G01482	Clade42	Sebastidae	Perciformes
Sebastes_jordani_E00350	Sebastes_jordani_E00350	Clade42	Sebastidae	Perciformes
Sebastes_paucispinis_E00354	Sebastes_paucispinis_E00354	Clade42	Sebastidae	Perciformes
Sebastes_ruberrimus_N28709	Sebastes_ruberrimus_N28709	Clade42	Sebastidae	Perciformes
Sebastolobus_alascanus_E00417	Sebastolobus_alascanus_E00417	Clade42	Sebastidae	Perciformes
Securicula_gora_I2680-157	Securicula_gora_I2680-157	Clade11d	Danionidae	Cypriniformes
Selar_crumenophthalmus_E00833	Selar_crumenophthalmus_E00833	Clade40	Carangidae	Carangiformes
Selene_brownii_E00767	Selene_brownii_E00767	Clade40	Carangidae	Carangiformes
Selene_setapinnis_N01705	Selene_setapinnis_N01705	Clade40	Carangidae	Carangiformes
Selenotoca_multifasciata_G01483	Selenotoca_multifasciata_G01483	Clade42	Scatophagidae	Incertae sedis in Eupercaria
Semaprochilodus_varii_P3_A09_RG36	Semaprochilodus_varii_P3_A09_RG36	Clade12b	Prochilodontidae	Characiformes
