ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined/not examined	Monophyly
Leucoraja_erinacea_G01356	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP
Callorhinchus_milii_G01235	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP
Latimeria_chalumnae_G01347	Clade01a	Latimeriidae			Coelacanthiformes															Coelacanthimorpha	Sarcopterygii	Osteichthyes	Valid	Examined	Monotypic
Neoceratodus_forsteri_G01534	Clade01b	Neoceratodontidae		Ceratodontoidei	Ceratodontiformes														Dipnomorpha	Dipnotetrapodomorpha	Sarcopterygii	Osteichthyes	Valid	Examined	Monotypic
Protopterus_aethiopicus_annectens_G01451	Clade01b	Protopteridae		Lepidosirenoidei	Ceratodontiformes														Dipnomorpha	Dipnotetrapodomorpha	Sarcopterygii	Osteichthyes	Valid	Examined	Monotypic
Lepidosiren_paradoxa_G01352	Clade01b	Lepidosirenidae		Lepidosirenoidei	Ceratodontiformes														Dipnomorpha	Dipnotetrapodomorpha	Sarcopterygii	Osteichthyes	Valid	Examined	Monotypic
Xenopus_tropicalis_G01511	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP
Monodelphis_domestica_G01378	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP
Mus_musculus_G01382	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP
Homo_sapiens_G01328	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP	OUTGROUP
Erpetoichthys_calabaricus_G01288	Clade02	Polypteridae			Polypteriformes															Cladistia	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Polypterus_senegalus_G01446	Clade02	Polypteridae			Polypteriformes															Cladistia	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Polypterus_ornatipinnis_G01447	Clade02	Polypteridae			Polypteriformes															Cladistia	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Polyodon_spathula_G01445	Clade03	Polyodontidae			Acipenseriformes														Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Acipenser_fulvescens_G01187	Clade03	Acipenseridae			Acipenseriformes														Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scaphirhynchus_platorynchus_G01477	Clade03	Acipenseridae			Acipenseriformes														Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Scaphirhynchus_albus_G01476	Clade03	Acipenseridae			Acipenseriformes														Chondrostei	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Amia_calva_E00461	Clade04	Amiidae			Amiiformes													Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Atractosteus_spatula_G01214	Clade05	Lepisosteidae			Lepisosteiformes													Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Atractosteus_tropicus_G01215	Clade05	Lepisosteidae			Lepisosteiformes													Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Lepisosteus_platostomus_G01353	Clade05	Lepisosteidae			Lepisosteiformes													Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Lepisosteus_oculatus_G01354	Clade05	Lepisosteidae			Lepisosteiformes													Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Lepisosteus_osseus_E00993	Clade05	Lepisosteidae			Lepisosteiformes													Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Megalops_atlanticus_G01372	Clade06a	Megalopidae			Elopiformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Elops_saurus_E00769	Clade06a	Elopidae			Elopiformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Albula_glossodonta_G01192	Clade06b	Albulidae			Albuliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Albula_vulpes_E00501	Clade06b	Albulidae			Albuliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Notacanthus_chemnitzii_G01399	Clade06c	Notacanthidae			Notacanthiformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Halosauropsis_macrochir_E00788	Clade06c	Halosauridae			Notacanthiformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Aldrovandia_affinis_G01193	Clade06c	Halosauridae			Notacanthiformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Eurypharynx_pelecanoides_G01292	Clade06d	Eurypharyngidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Saccopharynx_ampullaceus_E01001	Clade06d	Saccopharyngidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Nemichthys_scolopaceus_G01393	Clade06d	Nemichthyidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Anguilla_rostrata_G01202	Clade06d	Anguillidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Serrivomer_beanii_G01487	Clade06d	Serrivomeridae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Echidna_nebulosa_rhodochilus_G01281	Clade06d	Muraenidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Conger_oceanicus_G01261	Clade06d	Congridae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Muraenesox_cinereus_G01381	Clade06d	Muraenesocidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Myrichthys_maculosus_G01385	Clade06d	Ophichthidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ophichthus_cephalozona_G01404	Clade06d	Ophichthidae			Anguilliformes										Elopomorpha		Elopocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Hiodon_tergisus_G01325	Clade07a	Hiodontidae			Hiodontiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Hiodon_alosoides_E00990	Clade07a	Hiodontidae			Hiodontiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Pantodon_buchholzi_G01417	Clade07b	Pantodontidae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Osteoglossum_bicirrhosum_E00084	Clade07b	Osteoglossidae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Arapaima_gigas_G01206	Clade07b	Osteoglossidae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Heterotis_niloticus_G01324	Clade07b	Osteoglossidae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Gnathonemus_petersii_G01301	Clade07b	Mormyridae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Gymnarchus_niloticus_G01307	Clade07b	Gymnarchidae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Xenomystus_nigri_G01510	Clade07b	Notopteridae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Chitala_chitala_G01252	Clade07b	Notopteridae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Chitala_ornata_G01253	Clade07b	Notopteridae			Osteoglossiformes											Osteoglossomorpha	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Denticeps_clupeoides_G01274	Clade08a	Denticipitidae		Denticipitoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Jenkinsia_lamprotaenia_G01339	Clade08b	Clupeidae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Chirocentrus_dorab_G01251	Clade08b	Chirocentridae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Engraulis_mordax_eurystole_E00351	Clade08b	Engraulidae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Coilia_nasus_G01260	Clade08b	Engraulidae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Pellona_flavipinnis_G01425	Clade08b	Pristigasteridae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Ilisha_elongata_G01338	Clade08b	Pristigasteridae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Alosa_pseudoharengus_G01195	Clade08b	Clupeidae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Dorosoma_cepedianum_E01016	Clade08b	Clupeidae		Clupeoidei	Clupeiformes									Clupei	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed
Talismania_bifurcata_E00359	Clade09	Alepocephalidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Bathylaco_nigricans_G01223	Clade09	Alepocephalidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Alepocephalus_tenebrosus_E00358	Clade09	Alepocephalidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Alepocephalus_agassizii_G01194	Clade09	Alepocephalidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Rouleina_attrita_E00977	Clade09	Alepocephalidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Xenodermichthys_copei_E00779	Clade09	Alepocephalidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; monophyletic in other studies
Sagamichthys_abei_E00366	Clade09	Platytroctidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Searsia_koefoedi_G01481	Clade09	Platytroctidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Maulisia_microlepis_E00978	Clade09	Platytroctidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Normichthys_operosus_E00971	Clade09	Platytroctidae			Alepocephaliformes									Alepocephali	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Gonorynchus_abbreviatus_M17025	Clade10	Gonorynchidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Gonorynchus_greyi_G01306	Clade10	Gonorynchidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Gonorynchus_forsteri_G01305	Clade10	Gonorynchidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Chanos_chanos_E00345	Clade10	Chanidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Phractolaemus_ansorgii_M25171	Clade10	Kneriidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Parakneria_sp_G01419	Clade10	Kneriidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Cromeria_nilotica_G01269	Clade10	Kneriidae			Gonorynchiformes							Anotophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Gyrinocheilus_aymonieri_I2728-AUF5008	Clade11a	Gyrinocheilidae		Gyrinocheiloidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Ictiobus_niger_I2706-187	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Thoburnia_rhothoeca_I2703-183	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Thoburnia_atripinnis_I2702-182	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Erimyzon_oblongus_I2701-181	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Minytrema_melanops_I2704-184	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catostomus_plebius_I2585-18	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catostomus_platyrhynchus_I2575-AUF0183	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catostomus_leopoldi_I2709-190	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catostomus_cahita_I2586-17	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catostomus_bernardini_I2603-15	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catostomus_wigginsi_I2708-189	Clade11b	Catostomidae		Catostomoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Yasuhikotakia_lecontei_I2576-JWA0285	Clade11c	Botiidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Sinibotia_robusta_I2631-25	Clade11c	Botiidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Vaillantella_maassi_I2716-104	Clade11c	Vaillantellidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Lepidocephalichthys_hasselti_I2618-111	Clade11c	Cobitidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Pangio_anguillaris_I2600-48	Clade11c	Cobitidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Acantopsis_sp_I2577-JWA0327	Clade11c	Cobitidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Cobitis_biwae_I2683-160	Clade11c	Cobitidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Misgurnus_bipartitus_I2643-82	Clade11c	Cobitidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Homaloptera_ogilvei_I2666-107	Clade11c	Balitoridae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Pseudogastromyzon_myersi_I2628-10	Clade11c	Gastromyzontidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Beaufortia_kweichowensis_I2605-44	Clade11c	Gastromyzontidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Lefua_echigonia_I2674-103	Clade11c	Nemacheilidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Schistura_fasciolata_I2662-94	Clade11c	Nemacheilidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Nemacheilus_corica_I2629-14	Clade11c	Nemacheilidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Acanthocobitis_botia_I2718-54	Clade11c	Nemacheilidae		Cobitoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Paedocypris_sp_I2727-206	Clade11d	Paedocyprididae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic
Schismatorhynchos_nukta_I2590-64	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Cirrhinus_microlepis_I2651-131	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Cirrhinus_cirrhosus_I2606-27	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Labeo_senegalensis_I2642-79	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
Catla_catla_I2601-45	Clade11d	Cyprinidae		Cyprinoidei	Cypriniformes	Cypriniphysae						Otophysa		Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes
