Group	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly	fb_url	sci_name	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	foa_url	fao_area	fao_status
Rasbora_pauciperforata_I2721-MTD031	Rasbora-pauciperforata	Clade11d	Danionidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rasbora-pauciperforata.html	Trigonopoma pauciperforatum (Weber  &  de Beaufort,  1916)	Redstripe rasbora	Harmless	Least Concern 	LC	NA	NA	NA	NA	commercial	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	NA	NA	NA
Rasbora_rubrodorsalis_I2635-30	Rasbora-rubrodorsalis	Clade11d	Danionidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rasbora-rubrodorsalis.html	Rasbora rubrodorsalis Donoso-Büchner  &  Schmidt,  1997	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=60206&GenusName=Rasbora&SpeciesName=rubrodorsalis&fc=122&StockCode=49954&Scientific=Rasbora+rubrodorsalis	Asia - Inland waters	endemic
Rastrinus_scutiger_E00256	Rastrinus-scutiger	Clade42	Psychrolutidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rastrinus-scutiger.html	Rastrinus scutiger (Bean,  1890)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	100	740	Deep-water	30.00 g	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=50792&GenusName=Rastrinus&SpeciesName=scutiger&fc=277&StockCode=42448&Scientific=Rastrinus+scutiger	Pacific, Northwest; Pacific, Northeast	native
Rathbunella_hypoplecta_E00128	Rathbunella-hypoplecta	Clade42	Bathymasteridae	Zoarcales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Not monophyletic; more evidence needed	https://www.fishbase.se/summary/Rathbunella-hypoplecta.html	Rathbunella hypoplecta (Gilbert,  1890)	Stripefin ronquil	Harmless	Not Evaluated	NA	NA	NA	NA	NA	commercial	Marine	demersal	NA	NA	55	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3694&GenusName=Rathbunella&SpeciesName=hypoplecta&fc=369&StockCode=3890&Scientific=Rathbunella+hypoplecta	Pacific, Eastern Central	endemic
Regalecus_glesne_E00811	Regalecus-glesne	Clade25	Regalecidae	NA	NA	Lampriformes	NA	NA	NA	NA	Lampripterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Regalecus-glesne.html	Regalecus glesne Ascanius,  1772	King of herrings	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	NA	Marine	pelagic-oceanic	oceanodromous	20	1000	Subtropical	272.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3267&GenusName=Regalecus&SpeciesName=glesne&fc=226&StockCode=3463&Scientific=Regalecus+glesne	Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Regalecus_russelii_G01464	Regalecus-russelii	Clade25	Regalecidae	NA	NA	Lampriformes	NA	NA	NA	NA	Lampripterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Regalecus-russelii.html	Regalecus russelii (Cuvier,  1816)	Oarfifsh	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathypelagic	NA	NA	NA	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=25038&GenusName=Regalecus&SpeciesName=russelii&fc=226&StockCode=19806&Scientific=Regalecus+russelii	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Remora_osteochir_australis_E00503	Remora-osteochir	Clade40	Echeneidae	NA	NA	Carangiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Remora-osteochir.html	Remora osteochir (Cuvier,  1829)	Marlin sucker	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	pelagic-oceanic	oceanodromous	NA	200	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3547&GenusName=Remora&SpeciesName=osteochir&fc=313&StockCode=3743&Scientific=Remora+osteochir	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Repomucenus_belcheri	Repomucenus-belcheri	Clade37	Callionymidae	NA	Callionymoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Repomucenus-belcheri.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Repomucenus_calcaratus	Repomucenus-calcaratus	Clade37	Callionymidae	NA	Callionymoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Repomucenus-calcaratus.html	Repomucenus calcaratus (Macleay,  1881)	Spotted stinkfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	35	110	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=14440&GenusName=Repomucenus&SpeciesName=calcaratus&fc=435&StockCode=14234&Scientific=Repomucenus+calcaratus	Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central	native
Repomucenus_curvicornis	Repomucenus-curvicornis	Clade37	Callionymidae	NA	Callionymoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Repomucenus-curvicornis.html	Callionymus curvicornis Valenciennes,  1837	Horn dragonet	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine;freshwater;brackish	demersal	NA	NA	NA	Subtropical	NA	NA	NA	NA	NA
Repomucenus_limiceps	Repomucenus-limiceps	Clade37	Callionymidae	NA	Callionymoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Repomucenus-limiceps.html	Callionymus limiceps Ogilby,  1908	Rough-headed dragonet	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine;brackish	demersal	NA	NA	NA	Tropical	NA	NA	NA	NA	NA
Repomucenus_lunatus	Repomucenus-lunatus	Clade37	Callionymidae	NA	Callionymoidei	Syngnathiformes	NA	NA	Syngnatharia	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Repomucenus-lunatus.html	Callionymus lunatus Temminck  &  Schlegel,  1845	Moon dragonet	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	NA	NA	Temperate	NA	NA	NA	NA	NA
Retropinna_semoni_G01465	Retropinna-semoni	Clade20	Retropinnidae	NA	Retropinnoidei	Osmeriformes	NA	NA	NA	NA	NA	NA	NA	NA	Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Retropinna-semoni.html	Retropinna semoni (Weber,  1895)	Australian smelt	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	NA	Freshwater;brackish	pelagic	potamodromous	NA	NA	Temperate	NA	2 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=6511&GenusName=Retropinna&SpeciesName=semoni&fc=77&StockCode=6832&Scientific=Retropinna+semoni	Oceania - Inland waters	endemic
Rhabdalestes_septentrionalis_P3_E01_RG70	Rhabdalestes-septentrionalis	Clade12b	Alestidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhabdalestes-septentrionalis.html	Rhabdalestes septentrionalis (Boulenger,  1911)	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	pelagic	potamodromous	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=5246&GenusName=Rhabdalestes&SpeciesName=septentrionalis&fc=518&StockCode=5486&Scientific=Rhabdalestes+septentrionalis	Africa-Inland Waters	endemic
Rhabdamia_cypselura_E01095	Rhabdamia-cypselura	Clade38a	Apogonidae	NA	Apogonoidei	Kurtiformes	NA	NA	Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhabdamia-cypselura.html	Verulux cypselurus (Weber,  1909)	Swallowtail cardinalfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	reef-associated	NA	2	15	Tropical	NA	NA	NA	NA	NA
Rhabdolichops_jegui_P02_H05_RG15	Rhabdolichops-jegui	Clade13	Sternopygidae	NA	Sternopygoidei	Gymnotiformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhabdolichops-jegui.html	Rhabdolichops jegui Keith  &  Meunier,  2000	NA	Harmless	Not Evaluated	NA	of no interest	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=57982&GenusName=Rhabdolichops&SpeciesName=jegui&fc=548&StockCode=47553&Scientific=Rhabdolichops+jegui	America, South - Inland waters	endemic
Rhabdosargus_haffara_M01655	Rhabdosargus-haffara	Clade42	Sparidae	NA	NA	Spariformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhabdosargus-haffara.html	Rhabdosargus haffara (Forsskål,  1775)	Haffara seabream	Harmless	Least Concern 	LC	commercial	NA	NA	NA	NA	Marine	reef-associated	NA	10	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=8166&GenusName=Rhabdosargus&SpeciesName=haffara&fc=330&StockCode=8477&Scientific=Rhabdosargus+haffara	Indian Ocean, Western; Mediterranean and Black Sea	native
Rhacochilus_vacca_E00124	Rhacochilus-vacca	Clade41	Embiotocidae	NA	NA	Incertae sedis in Ovalentaria	NA	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhacochilus-vacca.html	Rhacochilus vacca (Girard,  1855)	Pile perch	Harmless	Least Concern 	LC	commercial	NA	yes	NA	public aquariums	Marine	demersal	NA	NA	46	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3640&GenusName=Rhacochilus&SpeciesName=vacca&fc=348&StockCode=3836&Scientific=Rhacochilus+vacca	Pacific, Eastern Central; Pacific, Northeast	native
Rhadinesthes_decimus_E00812	Rhadinesthes-decimus	Clade21	Stomiidae	NA	Stomiatoidei	Stomiatiformes	NA	NA	NA	NA	NA	NA	NA	NA	Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhadinesthes-decimus.html	Rhadinesthes decimus (Zugmayer,  1911)	Slender snaggletooth	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	0	4900	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=11710&GenusName=Rhadinesthes&SpeciesName=decimus&fc=91&StockCode=12036&Scientific=Rhadinesthes+decimus	Atlantic, Northwest; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast	native
Rhadinocentrus_ornatus_E00183	Rhadinocentrus-ornatus	Clade41	Melanotaeniidae	NA	Atherinoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhadinocentrus-ornatus.html	Rhadinocentrus ornatus Regan,  1914	Ornate rainbowfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	pelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=22720&GenusName=Rhadinocentrus&SpeciesName=ornatus&fc=564&StockCode=18037&Scientific=Rhadinocentrus+ornatus	Oceania - Inland waters	endemic
Rhamdella_leptosoma_P1_A12_RG23	Rhamdella-leptosoma	Clade14c	Heptapteridae	NA	Siluroidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhamdella-leptosoma.html	Pimelodella leptosoma (Fowler,  1914)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA	NA	NA	NA
Rhamdia_quelen_P1_A11_RG25	Rhamdia-quelen	Clade14c	Heptapteridae	NA	Siluroidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhamdia-quelen.html	Rhamdia quelen (Quoy  &  Gaimard,  1824)	South American catfish	Harmless	Least Concern 	LC	minor commercial	commercial	NA	NA	NA	Freshwater	benthopelagic	NA	0	3	Tropical	4.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=23351&GenusName=Rhamdia&SpeciesName=quelen&fc=596&StockCode=18548&Scientific=Rhamdia+quelen	America, South - Inland waters; America, North - Inland waters	native
Rhamphichthys_rostratus_P1_B12_RG75	Rhamphichthys-rostratus	Clade13	Rhamphichthyidae	NA	Sternopygoidei	Gymnotiformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhamphichthys-rostratus.html	Rhamphichthys rostratus (Linnaeus,  1766)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=28040&GenusName=Rhamphichthys&SpeciesName=rostratus&fc=547&StockCode=38665&Scientific=Rhamphichthys+rostratus	America, South - Inland waters	endemic
Rheocles_wrightae_G01467	Rheocles-wrightae	Clade41	Bedotiidae	NA	Atherinoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Rheocles-wrightae.html	Rheocles wrightae Stiassny,  1990	NA	Harmless	Endangered 	EN	NA	NA	NA	NA	NA	Freshwater	pelagic	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=10535&GenusName=Rheocles&SpeciesName=wrightae&fc=563&StockCode=10857&Scientific=Rheocles+wrightae	Africa-Inland Waters	endemic
Rhinecanthus_aculeatus_E00735	Rhinecanthus-aculeatus	Clade42	Balistidae	NA	Balistoidei	Tetraodontiformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinecanthus-aculeatus.html	Rhinecanthus aculeatus (Linnaeus,  1758)	White-banded triggerfish	Harmless	Not Evaluated	NA	minor commercial	NA	NA	NA	commercial	Marine	reef-associated	NA	0	50	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=5839&GenusName=Rhinecanthus&SpeciesName=aculeatus&fc=445&StockCode=6136&Scientific=Rhinecanthus+aculeatus	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Rhinecanthus_assasi_E00381	Rhinecanthus-assasi	Clade42	Balistidae	NA	Balistoidei	Tetraodontiformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinecanthus-assasi.html	Rhinecanthus assasi (Forsskål,  1775)	Picasso triggerfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	reef-associated	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=25420&GenusName=Rhinecanthus&SpeciesName=assasi&fc=445&StockCode=20081&Scientific=Rhinecanthus+assasi	Indian Ocean, Western	endemic
Rhinecanthus_verrucosus_N04231	Rhinecanthus-verrucosus	Clade42	Balistidae	NA	Balistoidei	Tetraodontiformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinecanthus-verrucosus.html	Rhinecanthus verrucosus (Linnaeus,  1758)	Blackbelly triggerfish	Harmless	Not Evaluated	NA	minor commercial	NA	NA	NA	commercial	Marine	reef-associated	NA	1	20	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=6028&GenusName=Rhinecanthus&SpeciesName=verrucosus&fc=445&StockCode=6342&Scientific=Rhinecanthus+verrucosus	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Rhinesomus_triqueter_G01469	Rhinesomus-triqueter	Clade42	Ostraciidae	NA	Ostracioidei	Tetraodontiformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinesomus-triqueter.html	Lactophrys triqueter (Linnaeus,  1758)	Smooth trunkfish	Reports of ciguatera poisoning 	Least Concern 	LC	minor commercial	NA	NA	NA	commercial	Marine	reef-associated	NA	NA	50	Subtropical	NA	NA	NA	NA	NA
Rhinichthys_atratulus_I2571-CKR0174	Rhinichthys-atratulus	Clade11d	Leuciscidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinichthys-atratulus.html	Rhinichthys atratulus (Hermann,  1804)	Blacknose dace	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Temperate	NA	3 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=2943&GenusName=Rhinichthys&SpeciesName=atratulus&fc=122&StockCode=3139&Scientific=Rhinichthys+atratulus	America, North - Inland waters	endemic
Rhinodoras_armbrusteri_P02_H06_RG49	Rhinodoras-armbrusteri	Clade14c	Doradidae	NA	Siluroidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinodoras-armbrusteri.html	Rhinodoras armbrusteri Sabaj Pérez,  2008	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=63774&GenusName=Rhinodoras&SpeciesName=armbrusteri&fc=146&StockCode=53910&Scientific=Rhinodoras+armbrusteri	America, South - Inland waters	endemic
Rhinogobio_typus_I2604-73	Rhinogobio-typus	Clade11d	Gobionidae	NA	Cyprinoidei	Cypriniformes	Cypriniphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinogobio-typus.html	Rhinogobio typus Bleeker,  1871	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater;brackish	benthopelagic	NA	NA	NA	Subtropical	800.60 g	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=54978&GenusName=Rhinogobio&SpeciesName=typus&fc=122&StockCode=45525&Scientific=Rhinogobio+typus	Asia - Inland waters	endemic
Rhinoliparis_barbulifer_E00262	Rhinoliparis-barbulifer	Clade42	Liparidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhinoliparis-barbulifer.html	Rhinoliparis barbulifer Gilbert,  1896	Longnose snailfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	bathydemersal	NA	28	2189	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=50721&GenusName=Rhinoliparis&SpeciesName=barbulifer&fc=615&StockCode=42401&Scientific=Rhinoliparis+barbulifer	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Rhomboplites_aurorubens_E00593	Rhomboplites-aurorubens	Clade42	Lutjanidae	NA	NA	Lutjaniformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Rhomboplites-aurorubens.html	Rhomboplites aurorubens (Cuvier,  1829)	Vermilion snapper	Harmless	Vulnerable 	VU	minor commercial	NA	NA	NA	NA	Marine	demersal	NA	40	300	Subtropical	3.2 kg	10 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=213&GenusName=Rhomboplites&SpeciesName=aurorubens&fc=323&StockCode=227&Scientific=Rhomboplites+aurorubens	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
